Fe56 	52089.8 	0.0684013  1  4566.77  457
Fe56 	52089.8 	0.0830361  1  424.334  4856
Fe56 	52089.8 	0.134338  1  4672.51  329
Fe56 	52089.8 	0.0538989  1  -3173.99  8584
Fe56 	52089.8 	0.0732169  1  -4134.06  9495
Fe56 	52089.8 	0.054546  1  -3875.61  9126
Fe56 	52089.8 	0.0846314  1  4320.41  694
Fe56 	52089.8 	0.16727  1  -1871.99  7184
Fe56 	52089.8 	0.0656683  1  1688.4  3509
Fe56 	52089.8 	0.157526  1  1206.92  3903
Fe56 	52089.8 	0.146913  1  -3787.28  9154
Fe56 	52089.8 	0.0665724  1  -3813.81  9252
Fe56 	52089.8 	0.139199  1  -2868.64  8271
Fe56 	52089.8 	0.0950223  1  827.02  4429
Fe56 	52089.8 	0.0565147  1  628.704  4662
Fe56 	52089.8 	0.261474  1  -4930.92  10499
Fe56 	52089.8 	0.066601  1  -568.994  5686
Fe56 	52089.8 	0.179596  1  4284.57  734
Fe56 	52089.8 	0.180775  1  2909.99  2207
Fe56 	52089.8 	0.0547385  1  -2595.53  7952
Fe56 	52089.8 	0.114403  1  1161.01  3909
Fe56 	52089.8 	0.0986147  1  -702.909  5942
Fe56 	52089.8 	0.189817  1  -2930.27  8266
Fe56 	52089.8 	0.0726047  1  616.257  4653
Fe56 	52089.8 	0.0547443  1  1876.14  3357
Fe56 	52089.8 	0.132702  1  -365.677  5611
Fe56 	52089.8 	0.0585231  1  1072.93  4091
Fe56 	52089.8 	0.306161  1  -1856.51  7241
Fe56 	52089.8 	0.106475  1  -4366.15  9780
Fe56 	52089.8 	0.0711099  1  -1189.21  6437
Fe56 	52089.8 	0.0601909  1  1956.66  3170
Fe56 	52089.8 	0.0647671  1  -3241.36  8591
Fe56 	52089.8 	0.0569777  1  672.481  4448
Fe56 	52089.8 	0.100972  1  2304.29  2790
Fe56 	52089.8 	0.13524  1  -4870.96  10560
Fe56 	52089.8 	0.0579634  1  -4916.19  10620
Fe56 	52089.8 	0.0693586  1  3241.83  1858
Fe56 	52089.8 	0.0583545  1  -2286.81  7609
Fe56 	52089.8 	0.192627  1  -4592.45  10100
Fe56 	52089.8 	0.0822322  1  -1364.65  6477
Fe56 	52089.8 	0.123163  1  1977.43  3291
Fe56 	52089.8 	0.241387  1  -1014.63  6357
Fe56 	52089.8 	0.0552413  1  3351.91  1672
Fe56 	52089.8 	0.0576008  1  -1159.91  6412
Fe56 	52089.8 	0.0596913  1  -1802.07  7190
Fe56 	52089.8 	0.0565732  1  -4509.03  9868
Fe56 	52089.8 	0.126216  1  -1162.8  6512
Fe56 	52089.8 	0.0574143  1  -2234.34  7586
Fe56 	52089.8 	0.0576835  1  997.836  4147
Fe56 	52089.8 	0.0923678  1  1541.34  3778
Fe56 	52089.8 	0.0722873  1  1781.69  3336
Fe56 	52089.8 	0.108018  1  3766.3  1352
Fe56 	52089.8 	0.0769758  1  -3279.35  8547
Fe56 	52089.8 	0.093597  1  461.567  4749
Fe56 	52089.8 	0.090913  1  -4775.04  10295
Fe56 	52089.8 	0.107979  1  -3801.76  9236
Fe56 	52089.8 	0.0931135  1  -1051.37  6318
Fe56 	52089.8 	0.0702511  1  4396.74  649
Fe56 	52089.8 	0.20446  1  2477.79  2601
Fe56 	52089.8 	0.0744881  1  4416.12  605
Fe56 	52089.8 	0.156273  1  -4692.92  10189
Fe56 	52089.8 	0.0557204  1  -183.713  5373
Fe56 	52089.8 	0.0619337  1  4742.17  279
Fe56 	52089.8 	0.0913473  1  4697.32  300
Fe56 	52089.8 	0.0748512  1  -2485.99  7873
Fe56 	52089.8 	0.0977235  1  -4306.9  9705
Fe56 	52089.8 	0.0667356  1  -3344.74  8867
Fe56 	52089.8 	0.0608869  1  -1050.22  6340
Fe56 	52089.8 	0.0616066  1  -298.243  5499
Fe56 	52089.8 	0.0712516  1  -2089.03  7519
Fe56 	52089.8 	0.164081  1  -1666.42  6943
Fe56 	52089.8 	0.0644973  1  1232.38  3927
Fe56 	52089.8 	0.119625  1  452.235  4857
Fe56 	52089.8 	0.0967584  1  -4828.29  10313
Fe56 	52089.8 	0.167212  1  2317.17  2801
Fe56 	52089.8 	0.0560333  1  1880.39  3358
Fe56 	52089.8 	0.0790961  1  68.4825  5201
Fe56 	52089.8 	0.0745366  1  348.132  4740
Fe56 	52089.8 	0.232016  1  3644.12  1408
Fe56 	52089.8 	0.0802265  1  -2699.74  7929
Fe56 	52089.8 	0.431032  1  2545.34  2594
Fe56 	52089.8 	0.0646441  1  -2548.43  7913
Fe56 	52089.8 	0.0739128  1  -2298.51  7434
Fe56 	52089.8 	0.0639133  1  -1833.47  7268
Fe56 	52089.8 	0.378461  1  725.089  4391
Fe56 	52089.8 	0.0742127  1  3603.35  1452
Fe56 	52089.8 	0.0588524  1  1559  3583
Fe56 	52089.8 	0.0538331  1  -1849.87  7129
Fe56 	52089.8 	0.0555391  1  -2033.49  7327
Fe56 	52089.8 	0.0618106  1  550.905  4706
Fe56 	52089.8 	0.0691457  1  -478.856  5777
Fe56 	52089.8 	0.127829  1  3103.08  2023
Fe56 	52089.8 	0.130837  1  -2055.01  7286
Fe56 	52089.8 	0.0932579  1  594.347  4638
Fe56 	52089.8 	0.0939618  1  2076.57  3121
Fe56 	52089.8 	0.462712  1  -4691.95  10054
Fe56 	52089.8 	0.0666028  1  3193.84  1877
Fe56 	52089.8 	0.0721122  1  2835.03  2287
Fe56 	52089.8 	0.0787882  1  3046.01  2052
Fe56 	52089.8 	0.0538249  1  -2247.1  7539
Fe56 	52089.8 	0.060768  1  -2769.81  8191
Fe56 	52089.8 	0.115653  1  840.633  4413
Fe56 	52089.8 	0.0789452  1  -1205.42  6548
Fe56 	52089.8 	0.064573  1  -3004.88  8437
Fe56 	52089.8 	0.110899  1  1656.36  3500
Fe56 	52089.8 	0.0563806  1  -1141.77  6453
Fe56 	52089.8 	0.131554  1  3468.78  1579
Fe56 	52089.8 	0.108308  1  -1130.05  6345
Fe56 	52089.8 	0.281535  1  66.8187  5247
Fe56 	52089.8 	0.105317  1  3093.12  1979
Fe56 	52089.8 	0.0940656  1  3955.23  1126
Fe56 	52089.8 	0.0588835  1  -3392.96  8841
Fe56 	52089.8 	0.0588036  1  3244.94  1828
Fe56 	52089.8 	0.058741  1  1018.02  4238
Fe56 	52089.8 	0.110471  1  -1809.1  7181
Fe56 	52089.8 	0.0623601  1  -4870.23  10318
Fe56 	52089.8 	0.297564  1  4491.68  515
Fe56 	52089.8 	0.0737552  1  -1756.08  7047
Fe56 	52089.8 	0.127409  1  2444.29  2628
Fe56 	52089.8 	0.112346  1  -4515.98  9970
Fe56 	52089.8 	0.0734459  1  684.582  4550
Fe56 	52089.8 	0.0643624  1  -4148.1  9755
Fe56 	52089.8 	0.243643  1  -778.455  6105
Fe56 	52089.8 	0.661509  1  4622.27  397
Fe56 	52089.8 	0.163036  1  -2629.93  8015
Fe56 	52089.8 	0.0626022  1  -1119.68  6470
Fe56 	52089.8 	0.0655197  1  -3850.04  9281
Fe56 	52089.8 	0.0560547  1  3827.05  1186
Fe56 	52089.8 	0.064382  1  -1191.43  6507
