neutron	939.565	2.57543	99446.2	0	0
Al27	25126.5	0.480104	99446.2	0	0
neutron	939.565	11.4284	99437.6	0	0
neutron	939.565	3.53399	99437.6	0	0
neutron	939.565	0.082876	99437.6	0	0
Na23	21409.2	0.42443	99437.6	0	0
Na24	22341.8	0.189368	99490.2	0	0
Al28	26058.3	0.168796	99449.4	0	0
Na24	22341.8	0.2068	99446.6	0	0
Na24	22341.8	0.211285	99443.8	0	0
neutron	939.565	1.01989	99448	0	0
N15	13968.9	0.405774	99448	0	0
neutron	939.565	32.8445	99460.7	0	0
neutron	939.565	19.5391	99460.7	0	0
neutron	939.565	0.795128	99460.7	0	0
Ne20	18617.7	0.726813	99460.7	0	0
neutron	939.565	16.4607	99438.1	0	0
neutron	939.565	2.33378	99438.1	0	0
neutron	939.565	1.9414	99438.1	0	0
neutron	939.565	1.20808	99438.1	0	0
neutron	939.565	0.814194	99438.1	0	0
Cr50	46512.2	0.607567	99438.1	0	0
neutron	939.565	22.9764	99420.8	0	0
neutron	939.565	0.790175	99420.8	0	0
Na23	21409.2	0.868593	99420.8	0	0
neutron	939.565	6.19823	99441.6	0	0
neutron	939.565	2.3243	99441.6	0	0
alpha	3727.38	14.9292	99441.6	0	0
O16	14895.1	2.09857	99441.6	0	0
neutron	939.565	8.95758	99464.7	0	0
neutron	939.565	1.43431	99464.7	0	0
Na22	20482.1	0.136098	99464.7	0	0
Al28	26058.3	0.153265	99440.1	0	0
neutron	939.565	4.19462	99437.8	0	0
Mg26	24196.5	0.508483	99437.8	0	0
neutron	939.565	15.73	99463.4	0	0
neutron	939.565	2.97123	99463.4	0	0
neutron	939.565	1.11377	99463.4	0	0
Mg24	22335.8	0.52521	99463.4	0	0
Al28	26058.3	0.189259	99450.8	0	0
Na24	22341.8	0.213832	99443.4	0	0
neutron	939.565	1.1204	99454.9	0	0
Na23	21409.2	0.0799537	99454.9	0	0
Mg24	22335.8	0.20177	99840.7	265.48	265.234
neutron	939.565	13.4389	99464.4	0	0
neutron	939.565	6.77325	99464.4	0	0
neutron	939.565	5.40594	99464.4	0	0
C12	11174.9	1.05078	99464.4	0	0
neutron	939.565	9.08131	99445.7	0	0
Al29	26988.5	0.639888	99445.7	0	0
neutron	939.565	1.03806	99424	0	0
Na23	21409.2	0.404591	99424	0	0
Mn56	52094	0.09323	99453.1	0	0
neutron	939.565	7.45639	99432.1	0	0
neutron	939.565	1.24769	99432.1	0	0
neutron	939.565	0.469484	99432.1	0	0
Mg24	22335.8	0.260061	99432.1	0	0
Na24	22341.8	0.20575	99447.7	0	0
neutron	939.565	7.95218	99436.3	0	0
C14	13040.9	1.88422	99436.3	0	0
Mg27	25129.6	0.398355	99437.4	0	0
neutron	939.565	2.34451	99439.8	0	0
Mg26	24196.5	0.248738	99439.8	0	0
Al28	26058.3	0.175194	99446	0	0
neutron	939.565	6.80403	99461.2	0	0
neutron	939.565	5.42425	99461.2	0	0
neutron	939.565	3.49961	99461.2	0	0
neutron	939.565	3.4168	99461.2	0	0
Ne20	18617.7	2.33325	99461.2	0	0
neutron	939.565	6.88252	99443.8	0	0
alpha	3727.38	12.4267	99443.8	0	0
Ne22	20479.7	4.35829	99443.8	0	0
neutron	939.565	14.5798	99434.5	0	0
neutron	939.565	4.0426	99434.5	0	0
neutron	939.565	0.803666	99434.5	0	0
Ne22	20479.7	0.305452	99434.5	0	0
neutron	939.565	6.43311	99447	0	0
neutron	939.565	0.316078	99447	0	0
C13	12109.5	0.371365	99447	0	0
Al28	26058.3	0.177876	99433	0	0
neutron	939.565	1.49177	99431.5	0	0
N15	13968.9	0.0667314	99431.5	0	0
neutron	939.565	1.14349	99485.1	0	0
Al27	25126.5	0.213871	99485.1	0	0
Na24	22341.8	0.188971	99454.7	0	0
Al28	26058.3	0.18119	99436.6	0	0
neutron	939.565	7.75971	99467.5	0	0
neutron	939.565	7.06054	99467.5	0	0
C13	12109.5	0.411691	99467.5	0	0
O16	14895.1	1.05162	99547.2	100.431	99.173
neutron	939.565	6.52655	99485.9	0	0
Mg26	24196.5	0.127728	99485.9	0	0
neutron	939.565	28.1526	99442.7	0	0
neutron	939.565	8.1559	99442.7	0	0
neutron	939.565	3.91502	99442.7	0	0
C12	11174.9	2.82707	99442.7	0	0
Al28	26058.3	0.170017	99432.2	0	0
neutron	939.565	15.2948	99422.2	0	0
neutron	939.565	8.28366	99422.2	0	0
N14	13040.2	0.746442	99422.2	0	0
neutron	939.565	17.2346	99458	0	0
neutron	939.565	1.19772	99458	0	0
Mg25	23268	1.9889	99458	0	0
Mn56	52094	0.0938408	99452.2	0	0
Al28	26058.3	0.151593	99438.9	0	0
neutron	939.565	11.735	99442.2	0	0
O18	16762	2.07513	99442.2	0	0
neutron	939.565	51.1704	99454.8	0	0
neutron	939.565	7.00367	99454.8	0	0
C13	12109.5	2.21006	99454.8	0	0
Al30	27922.3	0.160855	99430.7	0	0
neutron	939.565	11.733	99438	0	0
C14	13040.9	2.37318	99438	0	0
Al28	26058.3	0.172996	99448	0	0
neutron	939.565	0.837377	99449.1	0	0
Al27	25126.5	0.137521	99449.1	0	0
neutron	939.565	1.37397	99458.3	0	0
Mg26	24196.5	0.354954	99458.3	0	0
neutron	939.565	19.4494	99420.7	0	0
N15	13968.9	0.706515	99420.7	0	0
Al28	26058.3	0.18146	99451.2	0	0
Al28	26058.3	0.177849	99465.4	0	0
neutron	939.565	3.5474	99441	0	0
Mg26	24196.5	0.103562	99441	0	0
neutron	939.565	13.1267	99428.4	0	0
C12	11174.9	3.17855	99428.4	0	0
neutron	939.565	29.3944	99439.3	0	0
neutron	939.565	16.0369	99439.3	0	0
alpha	3727.38	4.14269	99439.3	0	0
F18	16763.2	2.31725	99439.3	0	0
neutron	939.565	5.3088	99459.5	0	0
neutron	939.565	1.14353	99459.5	0	0
neutron	939.565	0.234215	99459.5	0	0
C12	11174.9	2.60369	99459.5	0	0
neutron	939.565	6.26873	99420.6	0	0
neutron	939.565	0.8208	99420.6	0	0
alpha	3727.38	4.2204	99420.6	0	0
O16	14895.1	2.91563	99420.6	0	0
Al28	26058.3	0.175884	99455.3	0	0
neutron	939.565	0.593224	99465.7	0	0
Al27	25126.5	0.148101	99465.7	0	0
N16	14906	0.297315	99462.5	0	0
Na24	22341.8	0.214918	99476.1	0	0
neutron	939.565	5.87071	99467	0	0
alpha	3727.38	7.73683	99467	0	0
Be10	9325.5	3.1767	99467	0	0
neutron	939.565	1.35645	99436.8	0	0
Ne22	20479.7	0.24585	99436.8	0	0
neutron	939.565	6.41934	99452.2	0	0
neutron	939.565	3.00036	99452.2	0	0
neutron	939.565	1.89297	99452.2	0	0
Ne20	18617.7	0.834456	99452.2	0	0
neutron	939.565	5.30418	99440.7	0	0
Na23	21409.2	0.157565	99440.7	0	0
Al28	26058.3	0.188456	99441.3	0	0
Na24	22341.8	0.197832	99440.9	0	0
neutron	939.565	7.98751	99445.9	0	0
neutron	939.565	1.22874	99445.9	0	0
N14	13040.2	0.492275	99445.9	0	0
neutron	939.565	0.0537662	99443.9	0	0
N15	13968.9	0.294737	99443.9	0	0
neutron	939.565	6.65953	99430.2	0	0
neutron	939.565	6.0593	99430.2	0	0
neutron	939.565	1.73217	99430.2	0	0
Na23	21409.2	0.563859	99430.2	0	0
neutron	939.565	3.62088	99443.7	0	0
neutron	939.565	0.241911	99443.7	0	0
Cr53	49301.7	0.111182	99443.7	0	0
Si28	26053.2	0.577208	99686.5	161.59	160.976
Mg26	24196.5	0.35557	99793.1	248.584	247.843
neutron	939.565	4.18363	99427	0	0
neutron	939.565	2.1876	99427	0	0
neutron	939.565	0.782096	99427	0	0
Mg24	22335.8	0.347406	99427	0	0
Na24	22341.8	0.176658	99462.6	0	0
Na24	22341.8	0.190853	99471.7	0	0
Na25	23272.4	0.201729	99440.1	0	0
neutron	939.565	13.6676	99468	0	0
neutron	939.565	0.98813	99468	0	0
alpha	3727.38	3.93134	99468	0	0
O17	15830.5	1.69518	99468	0	0
Al28	26058.3	0.179816	99467.7	0	0
neutron	939.565	22.016	99434.9	0	0
neutron	939.565	7.60286	99434.9	0	0
neutron	939.565	1.22919	99434.9	0	0
Ne20	18617.7	0.850991	99434.9	0	0
neutron	939.565	21.0818	99443.6	0	0
neutron	939.565	7.53928	99443.6	0	0
neutron	939.565	2.61684	99443.6	0	0
C12	11174.9	1.21756	99443.6	0	0
Mn56	52094	0.0914134	99455.7	0	0
neutron	939.565	0.199616	99445.1	0	0
Al27	25126.5	0.122999	99445.1	0	0
Al28	26058.3	0.182552	99426.7	0	0
neutron	939.565	5.71026	99431.3	0	0
neutron	939.565	3.3351	99431.3	0	0
Mg24	22335.8	0.407609	99431.3	0	0
neutron	939.565	2.48264	99444.1	0	0
Mn55	51161.7	0.135598	99444.1	0	0
neutron	939.565	6.24414	99441.6	0	0
neutron	939.565	5.91207	99441.6	0	0
neutron	939.565	1.13036	99441.6	0	0
Ne20	18617.7	0.671262	99441.6	0	0
neutron	939.565	1.49865	99468	0	0
alpha	3727.38	7.83617	99468	0	0
Na23	21409.2	0.789193	99468	0	0
neutron	939.565	4.62272	99434.4	0	0
Mg26	24196.5	0.131679	99434.4	0	0
neutron	939.565	2.14054	99459.6	0	0
Al27	25126.5	0.251361	99459.6	0	0
neutron	939.565	4.74422	99424.4	0	0
alpha	3727.38	8.63552	99424.4	0	0
B11	10252.5	5.04434	99424.4	0	0
neutron	939.565	29.0462	99443.5	0	0
neutron	939.565	0.556275	99443.5	0	0
C13	12109.5	4.13134	99443.5	0	0
O16	14895.1	0.332554	99997.5	350.498	349.583
Na25	23272.4	0.217947	99445.4	0	0
neutron	939.565	23.7352	99467.3	0	0
neutron	939.565	15.8581	99467.3	0	0
neutron	939.565	0.289184	99467.3	0	0
Na23	21409.2	1.31105	99467.3	0	0
neutron	939.565	24.0694	99435.7	0	0
neutron	939.565	8.21539	99435.7	0	0
neutron	939.565	0.669709	99435.7	0	0
C12	11174.9	2.37336	99435.7	0	0
neutron	939.565	7.45161	99457.1	0	0
neutron	939.565	3.76147	99457.1	0	0
Mg24	22335.8	2.32339	99457.1	0	0
neutron	939.565	7.90157	99437.1	0	0
neutron	939.565	6.98431	99437.1	0	0
Ne21	19550.5	1.94008	99437.1	0	0
neutron	939.565	5.00915	99471.3	0	0
Al27	25126.5	0.0271604	99471.3	0	0
neutron	939.565	0.40105	99426.9	0	0
Mn55	51161.7	0.0849567	99426.9	0	0
neutron	939.565	7.06682	99444	0	0
neutron	939.565	5.48325	99444	0	0
neutron	939.565	0.611596	99444	0	0
Mg24	22335.8	0.206491	99444	0	0
neutron	939.565	1.3329	99454.5	0	0
Na23	21409.2	0.385346	99454.5	0	0
Na24	22341.8	0.21843	99442.1	0	0
Na24	22341.8	0.220202	99434.9	0	0
Na24	22341.8	0.19767	99459.5	0	0
neutron	939.565	6.66877	99437	0	0
neutron	939.565	1.85733	99437	0	0
neutron	939.565	0.333151	99437	0	0
Na23	21409.2	0.598255	99437	0	0
neutron	939.565	3.32886	99431	0	0
neutron	939.565	2.78626	99431	0	0
neutron	939.565	1.84501	99431	0	0
Cr52	48370	0.312433	99431	0	0
Na24	22341.8	0.220141	99437.9	0	0
Al28	26058.3	0.176543	99462.9	0	0
neutron	939.565	4.62423	99437.4	0	0
Mg26	24196.5	0.160079	99437.4	0	0
Al28	26058.3	0.188836	99432.8	0	0
Al28	26058.3	0.178283	99437.9	0	0
neutron	939.565	1.4797	99439.6	0	0
neutron	939.565	1.22942	99439.6	0	0
alpha	3727.38	5.48809	99439.6	0	0
O18	16762	1.36062	99439.6	0	0
Na24	22341.8	0.206527	99438.5	0	0
neutron	939.565	4.5346	99419.6	0	0
neutron	939.565	1.11378	99419.6	0	0
Mg25	23268	1.14387	99419.6	0	0
Al28	26058.3	0.192124	99435.1	0	0
neutron	939.565	19.9148	99438.8	0	0
neutron	939.565	3.53765	99438.8	0	0
Cr51	47442.5	0.346574	99438.8	0	0
neutron	939.565	3.82302	99424.2	0	0
Al28	26058.3	0.522189	99424.2	0	0
neutron	939.565	32.7489	99437.9	0	0
neutron	939.565	1.0762	99437.9	0	0
C13	12109.5	2.84872	99437.9	0	0
Na24	22341.8	0.213084	99427.7	0	0
Si28	26053.2	0.436286	99706.3	186.335	185.021
neutron	939.565	44.9649	99480.4	0	0
alpha	3727.38	4.48303	99480.4	0	0
B11	10252.5	6.39267	99480.4	0	0
Al29	26988.5	0.180966	99440.3	0	0
Na24	22341.8	0.215035	99454.1	0	0
neutron	939.565	16.1684	99446.1	0	0
neutron	939.565	6.92252	99446.1	0	0
neutron	939.565	2.01086	99446.1	0	0
neutron	939.565	1.46731	99446.1	0	0
neutron	939.565	1.37209	99446.1	0	0
Cr50	46512.2	0.354768	99446.1	0	0
Na24	22341.8	0.198463	99446.4	0	0
Na24	22341.8	0.21602	99448	0	0
neutron	939.565	12.4503	99447.4	0	0
C12	11174.9	0.424736	99447.4	0	0
neutron	939.565	1.50854	99456.7	0	0
