Mg24 	22335.8 	0.148465  1  2626.8  2467
Mg24 	22335.8 	0.367542  1  -2386.47  7816
Mg24 	22335.8 	0.180667  1  2375.35  2734
Mg24 	22335.8 	0.127567  1  -4190.7  9879
Mg24 	22335.8 	0.136385  1  2773.37  2304
Mg24 	22335.8 	0.219611  1  -1895.58  7330
Mg24 	22335.8 	0.143154  1  -173.601  5519
Mg24 	22335.8 	0.268566  1  -2513.27  7839
Mg24 	22335.8 	0.326659  1  4387.79  644
Mg24 	22335.8 	0.251498  1  -4220.73  9743
Mg24 	22335.8 	0.255698  1  4093.05  979
Mg24 	22335.8 	0.374247  1  -3143.16  8612
Mg24 	22335.8 	2.54373  1  -652.983  5999
Mg24 	22335.8 	0.142665  1  3639.03  1400
Mg24 	22335.8 	0.203731  1  -3137.73  8497
Mg24 	22335.8 	0.136345  1  1618.42  3576
Mg24 	22335.8 	0.24488  1  -3044.92  8422
Mg24 	22335.8 	0.793891  1  3495.24  1653
Mg24 	22335.8 	0.520787  1  4844.63  175
Mg24 	22335.8 	0.300373  1  -3467.67  9121
Mg24 	22335.8 	0.170403  1  4001.06  1032
Mg24 	22335.8 	0.16335  1  -4331.58  9847
Mg24 	22335.8 	0.206424  1  -583.899  5868
Mg24 	22335.8 	0.174566  1  -2852  8224
Mg24 	22335.8 	0.168054  1  -3992.9  9427
Mg24 	22335.8 	0.151746  1  -4969.78  10362
Mg24 	22335.8 	0.378887  1  2777.88  2347
Mg24 	22335.8 	0.145705  1  2156.95  2968
Mg24 	22335.8 	0.963189  1  -1198.07  6357
Mg24 	22335.8 	0.221458  1  4512.28  552
Mg24 	22335.8 	0.424089  1  -2264.35  7837
Mg24 	22335.8 	0.484249  1  1598.21  3601
Mg24 	22335.8 	0.156623  1  2193.08  2859
Mg24 	22335.8 	0.21308  1  2413.9  2709
Mg24 	22335.8 	0.193787  1  -769.637  6159
Mg24 	22335.8 	0.474841  1  -2458.33  7755
Mg24 	22335.8 	0.242159  1  299.165  5041
Mg24 	22335.8 	0.169888  1  239.602  4938
Mg24 	22335.8 	0.13063  1  2944.7  2146
Mg24 	22335.8 	0.136446  1  2.53478  5171
Mg24 	22335.8 	0.138637  1  392.478  4733
Mg24 	22335.8 	0.141612  1  4076.67  983
Mg24 	22335.8 	0.196837  1  3813.97  1299
Mg24 	22335.8 	0.166303  1  -4168.25  9702
Mg24 	22335.8 	0.203652  1  1174.96  4030
Mg24 	22335.8 	0.79451  1  2791.78  2273
Mg24 	22335.8 	0.144093  1  1703.79  3501
Mg24 	22335.8 	0.831055  1  -1435.31  6805
Mg24 	22335.8 	0.140182  1  -703.322  5919
Mg24 	22335.8 	0.159571  1  3877.29  1217
Mg24 	22335.8 	0.257034  1  2570.79  2586
Mg24 	22335.8 	0.246628  1  -4216.32  9671
Mg24 	22335.8 	0.233569  1  -2331.97  7701
Mg24 	22335.8 	0.167301  1  -4820.8  10160
Mg24 	22335.8 	0.71608  1  -245.687  5353
Mg24 	22335.8 	0.162216  1  3195.2  1953
Mg24 	22335.8 	0.148816  1  412.36  4885
Mg24 	22335.8 	0.238969  1  827.69  4349
Mg24 	22335.8 	0.310744  1  2110.14  3087
Mg24 	22335.8 	0.162316  1  3259.57  1826
Mg24 	22335.8 	0.384008  1  4472.81  564
Mg24 	22335.8 	0.515017  1  -2714.5  7966
Mg24 	22335.8 	0.171065  1  1156.6  3986
Mg24 	22335.8 	0.212636  1  1120.53  4091
Mg24 	22335.8 	0.271315  1  3593.35  1508
Mg24 	22335.8 	0.247222  1  -1553.91  6919
Mg24 	22335.8 	0.145748  1  -3956.85  9312
Mg24 	22335.8 	0.156023  1  -3084.25  8542
Mg24 	22335.8 	0.149534  1  659.03  4567
Mg24 	22335.8 	0.33856  1  1892.29  3211
Mg24 	22335.8 	0.503181  1  -2776.12  8315
Mg24 	22335.8 	0.137995  1  -1503.06  6802
Mg24 	22335.8 	0.171804  1  788.036  4489
Mg24 	22335.8 	0.199017  1  2011.1  3170
Mg24 	22335.8 	0.319674  1  4725.96  292
Mg24 	22335.8 	0.444648  1  3636.26  1429
Mg24 	22335.8 	0.190054  1  -2636.34  7889
Mg24 	22335.8 	0.168896  1  -1927.4  7202
Mg24 	22335.8 	0.228324  1  585.388  4608
Mg24 	22335.8 	0.133973  1  -3183.29  8441
Mg24 	22335.8 	0.163108  1  4480.88  549
Mg24 	22335.8 	0.908938  1  3195.14  1867
Mg24 	22335.8 	0.154731  1  -1253.85  6697
Mg24 	22335.8 	0.156648  1  3279.21  1796
Mg24 	22335.8 	0.304506  1  2999.31  2148
Mg24 	22335.8 	0.317463  1  -3699.07  8988
Mg24 	22335.8 	0.153473  1  -279.867  5513
Mg24 	22335.8 	0.12747  1  2577.87  2491
Mg24 	22335.8 	0.177155  1  -2255.41  7624
Mg24 	22335.8 	0.273827  1  -4495.88  10125
Mg24 	22335.8 	0.158992  1  548.632  4732
Mg24 	22335.8 	0.211402  1  238.273  5062
Mg24 	22335.8 	0.329363  1  1130.99  4122
Mg24 	22335.8 	0.787478  1  -425.576  5741
Mg24 	22335.8 	0.606377  1  3591.55  1474
Mg24 	22335.8 	0.299993  1  4844.69  149
Mg24 	22335.8 	0.865123  1  4129.59  953
Mg24 	22335.8 	0.155734  1  -3635.6  9254
Mg24 	22335.8 	0.134406  1  -1312.59  6630
Mg24 	22335.8 	0.317155  1  2880.08  2231
Mg24 	22335.8 	0.251071  1  3229.45  1809
Mg24 	22335.8 	0.168035  1  -2346.85  7664
Mg24 	22335.8 	0.162479  1  2778.76  2300
Mg24 	22335.8 	0.743629  1  3341.97  1746
Mg24 	22335.8 	0.346165  1  4605.37  435
Mg24 	22335.8 	0.151322  1  1425.9  3737
Mg24 	22335.8 	0.16066  1  1559.58  3454
Mg24 	22335.8 	0.185712  1  -3169.67  8527
Mg24 	22335.8 	2.06486  1  -4966.93  10510
Mg24 	22335.8 	0.213518  1  -605.015  6059
Mg24 	22335.8 	0.674456  1  -4990.03  10507
Mg24 	22335.8 	0.497032  1  -1260.9  6556
Mg24 	22335.8 	0.459419  1  3632.33  1445
Mg24 	22335.8 	0.161191  1  3706.67  1384
Mg24 	22335.8 	0.179998  1  2928.86  2206
Mg24 	22335.8 	0.293157  1  -4294.89  9946
Mg24 	22335.8 	0.184477  1  972.742  4270
Mg24 	22335.8 	0.66074  1  -3615.03  9071
Mg24 	22335.8 	0.165531  1  -596.528  5814
Mg24 	22335.8 	0.137533  1  -1632.66  7102
Mg24 	22335.8 	0.177399  1  -210.61  5512
Mg24 	22335.8 	0.417513  1  4144.18  895
Mg24 	22335.8 	0.369029  1  2145.83  3020
Mg24 	22335.8 	0.170089  1  -3161.24  8537
Mg24 	22335.8 	0.207327  1  49.5662  5158
Mg24 	22335.8 	0.255815  1  3236.4  1796
Mg24 	22335.8 	0.132907  1  -3443.62  8867
Mg24 	22335.8 	0.233695  1  1777.95  3391
Mg24 	22335.8 	0.158313  1  -908.617  6096
Mg24 	22335.8 	0.142656  1  1409.84  3724
Mg24 	22335.8 	0.16757  1  -2098.54  7573
Mg24 	22335.8 	0.40782  1  3496.36  1612
Mg24 	22335.8 	0.128058  1  3513.83  1554
Mg24 	22335.8 	0.158696  1  4752.91  252
Mg24 	22335.8 	0.266678  1  104.72  5255
Mg24 	22335.8 	0.425539  1  217.476  5026
Mg24 	22335.8 	0.270911  1  -4924.03  10608
Mg24 	22335.8 	0.294559  1  -2078.91  7637
Mg24 	22335.8 	0.184688  1  -1843.93  7176
Mg24 	22335.8 	0.369681  1  4762.75  239
Mg24 	22335.8 	0.206265  1  -3786.48  9158
Mg24 	22335.8 	0.52682  1  158.186  5135
Mg24 	22335.8 	0.22436  1  -2898.9  8301
Mg24 	22335.8 	0.388925  1  3889.98  1170
Mg24 	22335.8 	0.310808  1  338.315  4969
