 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 02, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Sodium in Ca- P- O- F-Cl- O- H.txt

 Ion = Sodium [11] , Mass = 22,99 amu

 Target Density =  3,1500E+00 g/cm3 = 7,9660E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    022,73    038,25   
      P     15    013,64    017,74   
      O      8    054,54    036,65   
      F      9    008,18    006,53   
     Cl     17    000,45    000,67   
      O      8    000,23    000,15   
      H      1    000,23    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,00 MeV   3,250E+03  1,508E+01    3,36 um     2576 A      3291 A   
   6,50 MeV   3,323E+03  1,414E+01    3,51 um     2596 A      3324 A   
   7,00 MeV   3,385E+03  1,331E+01    3,66 um     2614 A      3355 A   
   8,00 MeV   3,477E+03  1,193E+01    3,95 um     2662 A      3411 A   
   9,00 MeV   3,540E+03  1,083E+01    4,23 um     2707 A      3460 A   
  10,00 MeV   3,580E+03  9,928E+00    4,51 um     2749 A      3505 A   
  11,00 MeV   3,605E+03  9,174E+00    4,79 um     2789 A      3546 A   
  12,00 MeV   3,618E+03  8,534E+00    5,06 um     2827 A      3584 A   
  13,00 MeV   3,622E+03  7,983E+00    5,34 um     2864 A      3621 A   
  14,00 MeV   3,618E+03  7,504E+00    5,61 um     2900 A      3656 A   
  15,00 MeV   3,609E+03  7,083E+00    5,89 um     2936 A      3689 A   
  16,00 MeV   3,597E+03  6,709E+00    6,16 um     2971 A      3721 A   
  17,00 MeV   3,580E+03  6,375E+00    6,44 um     3005 A      3752 A   
  18,00 MeV   3,562E+03  6,076E+00    6,72 um     3040 A      3782 A   
  20,00 MeV   3,519E+03  5,558E+00    7,28 um     3158 A      3841 A   
  22,50 MeV   3,460E+03  5,030E+00    8,00 um     3335 A      3912 A   
  25,00 MeV   3,398E+03  4,600E+00    8,73 um     3508 A      3981 A   
  27,50 MeV   3,334E+03  4,241E+00    9,47 um     3678 A      4049 A   
  30,00 MeV   3,271E+03  3,937E+00   10,22 um     3846 A      4116 A   
  32,50 MeV   3,209E+03  3,676E+00   10,99 um     4013 A      4183 A   
  35,00 MeV   3,148E+03  3,450E+00   11,78 um     4180 A      4250 A   
  37,50 MeV   3,089E+03  3,251E+00   12,58 um     4345 A      4317 A   
  40,00 MeV   3,032E+03  3,076E+00   13,39 um     4511 A      4385 A   
  45,00 MeV   2,923E+03  2,779E+00   15,07 um     5124 A      4522 A   
  50,00 MeV   2,832E+03  2,537E+00   16,81 um     5708 A      4662 A   
  55,00 MeV   2,723E+03  2,336E+00   18,61 um     6275 A      4805 A   
  60,00 MeV   2,628E+03  2,166E+00   20,47 um     6833 A      4954 A   
  65,00 MeV   2,540E+03  2,020E+00   22,41 um     7385 A      5107 A   
  70,00 MeV   2,460E+03  1,894E+00   24,40 um     7932 A      5265 A   
  80,00 MeV   2,314E+03  1,686E+00   28,59 um     9944 A      5597 A   
  90,00 MeV   2,187E+03  1,521E+00   33,04 um     1,18 um     5951 A   
 100,00 MeV   2,075E+03  1,387E+00   37,73 um     1,36 um     6327 A   
 110,00 MeV   1,976E+03  1,275E+00   42,66 um     1,53 um     6724 A   
 120,00 MeV   1,886E+03  1,181E+00   47,84 um     1,70 um     7142 A   
 130,00 MeV   1,806E+03  1,101E+00   53,25 um     1,87 um     7581 A   
 140,00 MeV   1,733E+03  1,031E+00   58,90 um     2,04 um     8040 A   
 150,00 MeV   1,666E+03  9,704E-01   64,79 um     2,21 um     8519 A   
 160,00 MeV   1,605E+03  9,166E-01   70,90 um     2,37 um     9018 A   
 170,00 MeV   1,549E+03  8,687E-01   77,24 um     2,54 um     9535 A   
 180,00 MeV   1,497E+03  8,259E-01   83,80 um     2,71 um     1,01 um  
 200,00 MeV   1,403E+03  7,522E-01   97,60 um     3,35 um     1,12 um  
 225,00 MeV   1,303E+03  6,776E-01  116,08 um     4,26 um     1,27 um  
 250,00 MeV   1,216E+03  6,170E-01  135,94 um     5,11 um     1,43 um  
 275,00 MeV   1,141E+03  5,668E-01  157,16 um     5,94 um     1,60 um  
 300,00 MeV   1,075E+03  5,245E-01  179,73 um     6,75 um     1,79 um  
 325,00 MeV   1,016E+03  4,883E-01  203,66 um     7,57 um     1,98 um  
 350,00 MeV   9,631E+02  4,570E-01  228,93 um     8,38 um     2,18 um  
 375,00 MeV   9,158E+02  4,297E-01  255,54 um     9,20 um     2,39 um  
 400,00 MeV   8,730E+02  4,055E-01  283,49 um    10,03 um     2,61 um  
 450,00 MeV   7,991E+02  3,649E-01  343,35 um    13,15 um     3,09 um  
 500,00 MeV   7,380E+02  3,320E-01  408,45 um    16,08 um     3,60 um  
 550,00 MeV   6,872E+02  3,048E-01  478,65 um    18,93 um     4,15 um  
 600,00 MeV   6,451E+02  2,818E-01  553,73 um    21,73 um     4,73 um  
 650,00 MeV   6,105E+02  2,622E-01  633,39 um    24,51 um     5,35 um  
 700,00 MeV   5,807E+02  2,453E-01  717,34 um    27,27 um     6,00 um  
 800,00 MeV   5,227E+02  2,175E-01  898,85 um    37,51 um     7,38 um  
 900,00 MeV   4,763E+02  1,955E-01    1,10 mm    47,09 um     8,90 um  
   1,00 GeV   4,384E+02  1,777E-01    1,32 mm    56,42 um    10,55 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  3,1747E-03                keV / (ug/cm2) 
  3,1747E-03                MeV / (mg/cm2) 
  3,1747E+00                keV / (mg/cm2) 
  1,2553E-01                 eV / (1E15 atoms/cm2)
  7,4115E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
