 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 02, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Phosphorus in Ca- P- O- F-Cl- O- H.txt

 Ion = Phosphorus [15] , Mass = 30,974 amu

 Target Density =  3,1500E+00 g/cm3 = 7,9660E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    022,73    038,25   
      P     15    013,64    017,74   
      O      8    054,54    036,65   
      F      9    008,18    006,53   
     Cl     17    000,45    000,67   
      O      8    000,23    000,15   
      H      1    000,23    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,00 MeV   3,605E+03  3,423E+01    2,80 um     2177 A      2750 A   
   6,50 MeV   3,727E+03  3,213E+01    2,94 um     2200 A      2791 A   
   7,00 MeV   3,839E+03  3,029E+01    3,07 um     2221 A      2829 A   
   8,00 MeV   4,034E+03  2,722E+01    3,32 um     2272 A      2896 A   
   9,00 MeV   4,199E+03  2,476E+01    3,56 um     2316 A      2954 A   
  10,00 MeV   4,339E+03  2,274E+01    3,79 um     2356 A      3006 A   
  11,00 MeV   4,458E+03  2,104E+01    4,02 um     2392 A      3053 A   
  12,00 MeV   4,560E+03  1,960E+01    4,24 um     2426 A      3095 A   
  13,00 MeV   4,647E+03  1,836E+01    4,45 um     2457 A      3135 A   
  14,00 MeV   4,722E+03  1,727E+01    4,66 um     2486 A      3171 A   
  15,00 MeV   4,787E+03  1,632E+01    4,87 um     2514 A      3205 A   
  16,00 MeV   4,842E+03  1,547E+01    5,08 um     2540 A      3238 A   
  17,00 MeV   4,889E+03  1,472E+01    5,28 um     2566 A      3268 A   
  18,00 MeV   4,929E+03  1,404E+01    5,49 um     2590 A      3297 A   
  20,00 MeV   4,990E+03  1,286E+01    5,89 um     2667 A      3352 A   
  22,50 MeV   5,041E+03  1,165E+01    6,38 um     2776 A      3415 A   
  25,00 MeV   5,068E+03  1,067E+01    6,88 um     2877 A      3474 A   
  27,50 MeV   5,078E+03  9,849E+00    7,37 um     2975 A      3529 A   
  30,00 MeV   5,076E+03  9,153E+00    7,86 um     3068 A      3581 A   
  32,50 MeV   5,063E+03  8,555E+00    8,35 um     3159 A      3631 A   
  35,00 MeV   5,043E+03  8,034E+00    8,85 um     3247 A      3680 A   
  37,50 MeV   5,016E+03  7,578E+00    9,34 um     3333 A      3727 A   
  40,00 MeV   4,985E+03  7,173E+00    9,84 um     3418 A      3773 A   
  45,00 MeV   4,913E+03  6,488E+00   10,85 um     3724 A      3862 A   
  50,00 MeV   4,833E+03  5,930E+00   11,87 um     4015 A      3949 A   
  55,00 MeV   4,747E+03  5,465E+00   12,91 um     4294 A      4035 A   
  60,00 MeV   4,659E+03  5,072E+00   13,98 um     4566 A      4119 A   
  65,00 MeV   4,585E+03  4,734E+00   15,06 um     4831 A      4203 A   
  70,00 MeV   4,497E+03  4,442E+00   16,16 um     5091 A      4287 A   
  80,00 MeV   4,296E+03  3,958E+00   18,43 um     6049 A      4456 A   
  90,00 MeV   4,121E+03  3,574E+00   20,80 um     6944 A      4629 A   
 100,00 MeV   3,959E+03  3,262E+00   23,28 um     7801 A      4806 A   
 110,00 MeV   3,809E+03  3,002E+00   25,85 um     8632 A      4988 A   
 120,00 MeV   3,670E+03  2,783E+00   28,52 um     9447 A      5177 A   
 130,00 MeV   3,541E+03  2,595E+00   31,29 um     1,03 um     5371 A   
