 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 02, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Manganese in Ca- P- O- F-Cl- O- H.txt

 Ion = Manganese [25] , Mass = 54,94 amu

 Target Density =  3,1500E+00 g/cm3 = 7,9660E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    022,73    038,25   
      P     15    013,64    017,74   
      O      8    054,54    036,65   
      F      9    008,18    006,53   
     Cl     17    000,45    000,67   
      O      8    000,23    000,15   
      H      1    000,23    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 180,00 MeV   8,288E+03  8,538E+00   23,26 um     6736 A      5274 A   
 200,00 MeV   8,069E+03  7,795E+00   25,70 um     7590 A      5405 A   
 225,00 MeV   7,803E+03  7,039E+00   28,85 um     8821 A      5571 A   
 250,00 MeV   7,550E+03  6,424E+00   32,10 um     9970 A      5738 A   
 275,00 MeV   7,310E+03  5,913E+00   35,46 um     1,11 um     5910 A   
 300,00 MeV   7,083E+03  5,481E+00   38,94 um     1,21 um     6085 A   
 325,00 MeV   6,869E+03  5,112E+00   42,52 um     1,32 um     6265 A   
 350,00 MeV   6,667E+03  4,791E+00   46,21 um     1,42 um     6450 A   
 375,00 MeV   6,477E+03  4,510E+00   50,01 um     1,52 um     6640 A   
 400,00 MeV   6,298E+03  4,262E+00   53,92 um     1,62 um     6835 A   
 450,00 MeV   5,968E+03  3,844E+00   62,08 um     1,99 um     7242 A   
 500,00 MeV   5,671E+03  3,504E+00   70,67 um     2,33 um     7671 A   
 550,00 MeV   5,403E+03  3,222E+00   79,70 um     2,66 um     8123 A   
 600,00 MeV   5,159E+03  2,984E+00   89,16 um     2,98 um     8598 A   
 650,00 MeV   4,936E+03  2,780E+00   99,07 um     3,30 um     9096 A   
 700,00 MeV   4,732E+03  2,604E+00  109,41 um     3,61 um     9617 A   
 800,00 MeV   4,371E+03  2,313E+00  131,39 um     4,77 um     1,07 um  
 900,00 MeV   4,062E+03  2,084E+00  155,12 um     5,84 um     1,19 um  
   1,00 GeV   3,795E+03  1,897E+00  180,59 um     6,87 um     1,32 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  3,1747E-03                keV / (ug/cm2) 
  3,1747E-03                MeV / (mg/cm2) 
  3,1747E+00                keV / (mg/cm2) 
  1,2553E-01                 eV / (1E15 atoms/cm2)
  2,6738E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
