 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 02, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Technetium in Ca- P- O- F-Cl- O- H.txt

 Ion = Technetium [43] , Mass = 97 amu

 Target Density =  3,1500E+00 g/cm3 = 7,9660E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    022,73    038,25   
      P     15    013,64    017,74   
      O      8    054,54    036,65   
      F      9    008,18    006,53   
     Cl     17    000,45    000,67   
      O      8    000,23    000,15   
      H      1    000,23    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   7,00 MeV   3,396E+03  4,746E+02    2,41 um     2548 A      2834 A   
   8,00 MeV   3,798E+03  4,332E+02    2,65 um     2669 A      3018 A   
   9,00 MeV   4,189E+03  3,992E+02    2,87 um     2766 A      3175 A   
  10,00 MeV   4,565E+03  3,707E+02    3,08 um     2847 A      3309 A   
  11,00 MeV   4,924E+03  3,464E+02    3,27 um     2915 A      3427 A   
  12,00 MeV   5,265E+03  3,254E+02    3,45 um     2974 A      3530 A   
  13,00 MeV   5,589E+03  3,071E+02    3,62 um     3025 A      3622 A   
  14,00 MeV   5,895E+03  2,909E+02    3,79 um     3069 A      3705 A   
  15,00 MeV   6,184E+03  2,766E+02    3,94 um     3109 A      3780 A   
  16,00 MeV   6,457E+03  2,637E+02    4,09 um     3144 A      3848 A   
  17,00 MeV   6,715E+03  2,521E+02    4,24 um     3177 A      3910 A   
  18,00 MeV   6,959E+03  2,416E+02    4,38 um     3206 A      3968 A   
  20,00 MeV   7,408E+03  2,232E+02    4,65 um     3268 A      4070 A   
  22,50 MeV   7,906E+03  2,042E+02    4,96 um     3341 A      4181 A   
  25,00 MeV   8,348E+03  1,884E+02    5,26 um     3402 A      4276 A   
  27,50 MeV   8,743E+03  1,751E+02    5,55 um     3456 A      4360 A   
  30,00 MeV   9,102E+03  1,637E+02    5,82 um     3504 A      4435 A   
  32,50 MeV   9,430E+03  1,539E+02    6,08 um     3547 A      4502 A   
  35,00 MeV   9,734E+03  1,452E+02    6,34 um     3586 A      4563 A   
  37,50 MeV   1,002E+04  1,376E+02    6,59 um     3622 A      4619 A   
  40,00 MeV   1,028E+04  1,308E+02    6,83 um     3655 A      4670 A   
  45,00 MeV   1,077E+04  1,191E+02    7,30 um     3744 A      4763 A   
  50,00 MeV   1,122E+04  1,095E+02    7,75 um     3823 A      4844 A   
  55,00 MeV   1,163E+04  1,015E+02    8,18 um     3893 A      4916 A   
  60,00 MeV   1,200E+04  9,466E+01    8,60 um     3958 A      4981 A   
  65,00 MeV   1,235E+04  8,874E+01    9,00 um     4016 A      5040 A   
  70,00 MeV   1,268E+04  8,357E+01    9,40 um     4071 A      5094 A   
  80,00 MeV   1,326E+04  7,498E+01   10,17 um     4238 A      5191 A   
  90,00 MeV   1,377E+04  6,809E+01   10,90 um     4386 A      5275 A   
 100,00 MeV   1,423E+04  6,245E+01   11,61 um     4518 A      5350 A   
 110,00 MeV   1,462E+04  5,773E+01   12,30 um     4639 A      5418 A   
 120,00 MeV   1,497E+04  5,372E+01   12,97 um     4750 A      5480 A   
 130,00 MeV   1,528E+04  5,027E+01   13,63 um     4854 A      5537 A   
 140,00 MeV   1,556E+04  4,727E+01   14,28 um     4951 A      5590 A   
 150,00 MeV   1,580E+04  4,463E+01   14,91 um     5043 A      5639 A   
 160,00 MeV   1,601E+04  4,228E+01   15,54 um     5131 A      5686 A   
 170,00 MeV   1,619E+04  4,019E+01   16,16 um     5214 A      5730 A   
 180,00 MeV   1,635E+04  3,831E+01   16,77 um     5295 A      5772 A   
 200,00 MeV   1,665E+04  3,506E+01   17,98 um     5580 A      5851 A   
 225,00 MeV   1,687E+04  3,174E+01   19,47 um     5980 A      5941 A   
 250,00 MeV   1,693E+04  2,903E+01   20,94 um     6349 A      6025 A   
 275,00 MeV   1,697E+04  2,678E+01   22,41 um     6695 A      6104 A   
 300,00 MeV   1,697E+04  2,487E+01   23,88 um     7023 A      6179 A   
 325,00 MeV   1,693E+04  2,322E+01   25,36 um     7337 A      6250 A   
 350,00 MeV   1,687E+04  2,180E+01   26,83 um     7639 A      6320 A   
 375,00 MeV   1,678E+04  2,055E+01   28,32 um     7932 A      6387 A   
 400,00 MeV   1,668E+04  1,944E+01   29,81 um     8217 A      6452 A   
 450,00 MeV   1,644E+04  1,757E+01   32,82 um     9275 A      6580 A   
 500,00 MeV   1,617E+04  1,605E+01   35,89 um     1,03 um     6705 A   
 550,00 MeV   1,588E+04  1,478E+01   39,01 um     1,12 um     6827 A   
 600,00 MeV   1,558E+04  1,371E+01   42,18 um     1,21 um     6948 A   
 650,00 MeV   1,527E+04  1,279E+01   45,42 um     1,29 um     7069 A   
 700,00 MeV   1,497E+04  1,199E+01   48,73 um     1,37 um     7191 A   
 800,00 MeV   1,438E+04  1,067E+01   55,54 um     1,68 um     7436 A   
 900,00 MeV   1,381E+04  9,633E+00   62,63 um     1,96 um     7686 A   
   1,00 GeV   1,327E+04  8,785E+00   70,01 um     2,22 um     7943 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  3,1747E-03                keV / (ug/cm2) 
  3,1747E-03                MeV / (mg/cm2) 
  3,1747E+00                keV / (mg/cm2) 
  1,2553E-01                 eV / (1E15 atoms/cm2)
  1,5229E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
