 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 02, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Beryllium in Ca- P- O- F-Cl- O- H.txt

 Ion = Beryllium [4] , Mass = 9,012 amu

 Target Density =  3,1500E+00 g/cm3 = 7,9660E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    022,73    038,25   
      P     15    013,64    017,74   
      O      8    054,54    036,65   
      F      9    008,18    006,53   
     Cl     17    000,45    000,67   
      O      8    000,23    000,15   
      H      1    000,23    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   5,00 MeV   9,902E+02  1,166E+00    5,77 um     2761 A      3425 A   
   5,50 MeV   9,657E+02  1,075E+00    6,28 um     2875 A      3502 A   
   6,00 MeV   9,417E+02  9,983E-01    6,81 um     2989 A      3579 A   
   6,50 MeV   9,184E+02  9,324E-01    7,34 um     3104 A      3656 A   
   7,00 MeV   8,959E+02  8,752E-01    7,89 um     3220 A      3734 A   
   8,00 MeV   8,538E+02  7,806E-01    9,03 um     3639 A      3892 A   
   9,00 MeV   8,154E+02  7,055E-01   10,23 um     4049 A      4055 A   
  10,00 MeV   7,803E+02  6,442E-01   11,48 um     4454 A      4224 A   
  11,00 MeV   7,483E+02  5,933E-01   12,79 um     4857 A      4399 A   
  12,00 MeV   7,189E+02  5,503E-01   14,15 um     5260 A      4582 A   
  13,00 MeV   6,919E+02  5,134E-01   15,57 um     5664 A      4771 A   
  14,00 MeV   6,670E+02  4,814E-01   17,04 um     6069 A      4968 A   
  15,00 MeV   6,439E+02  4,534E-01   18,56 um     6477 A      5172 A   
  16,00 MeV   6,224E+02  4,286E-01   20,14 um     6887 A      5383 A   
  17,00 MeV   6,024E+02  4,066E-01   21,77 um     7301 A      5602 A   
  18,00 MeV   5,837E+02  3,868E-01   23,45 um     7718 A      5829 A   
  20,00 MeV   5,517E+02  3,528E-01   26,97 um     9256 A      6305 A   
  22,50 MeV   5,111E+02  3,182E-01   31,68 um     1,15 um     6942 A   
  25,00 MeV   4,775E+02  2,901E-01   36,73 um     1,36 um     7629 A   
  27,50 MeV   4,482E+02  2,668E-01   42,13 um     1,57 um     8364 A   
  30,00 MeV   4,224E+02  2,471E-01   47,87 um     1,78 um     9147 A   
  32,50 MeV   3,995E+02  2,303E-01   53,96 um     1,98 um     9978 A   
  35,00 MeV   3,790E+02  2,157E-01   60,38 um     2,19 um     1,09 um  
  37,50 MeV   3,605E+02  2,029E-01   67,13 um     2,40 um     1,18 um  
  40,00 MeV   3,438E+02  1,917E-01   74,23 um     2,61 um     1,28 um  
  45,00 MeV   3,147E+02  1,727E-01   89,42 um     3,40 um     1,48 um  
  50,00 MeV   2,903E+02  1,573E-01  105,96 um     4,15 um     1,71 um  
  55,00 MeV   2,695E+02  1,445E-01  123,82 um     4,88 um     1,95 um  
  60,00 MeV   2,516E+02  1,337E-01  143,01 um     5,60 um     2,21 um  
  65,00 MeV   2,360E+02  1,245E-01  163,52 um     6,33 um     2,49 um  
  70,00 MeV   2,223E+02  1,166E-01  185,33 um     7,07 um     2,79 um  
  80,00 MeV   1,995E+02  1,035E-01  232,80 um     9,80 um     3,43 um  
  90,00 MeV   1,811E+02  9,312E-02  285,39 um    12,35 um     4,14 um  
 100,00 MeV   1,660E+02  8,473E-02  343,04 um    14,85 um     4,92 um  
 110,00 MeV   1,534E+02  7,779E-02  405,67 um    17,35 um     5,76 um  
 120,00 MeV   1,428E+02  7,195E-02  473,19 um    19,86 um     6,66 um  
 130,00 MeV   1,337E+02  6,695E-02  545,54 um    22,41 um     7,63 um  
 140,00 MeV   1,258E+02  6,264E-02  622,63 um    25,00 um     8,66 um  
 150,00 MeV   1,188E+02  5,887E-02  704,39 um    27,62 um     9,74 um  
 160,00 MeV   1,127E+02  5,554E-02  790,75 um    30,28 um    10,89 um  
 170,00 MeV   1,073E+02  5,259E-02  881,64 um    32,99 um    12,09 um  
 180,00 MeV   1,024E+02  4,994E-02  977,00 um    35,73 um    13,36 um  
 200,00 MeV   9,408E+01  4,541E-02    1,18 mm    46,08 um    16,05 um  
 225,00 MeV   8,568E+01  4,083E-02    1,46 mm    60,83 um    19,71 um  
 250,00 MeV   7,894E+01  3,711E-02    1,76 mm    74,71 um    23,69 um  
 275,00 MeV   7,338E+01  3,404E-02    2,09 mm    88,22 um    27,97 um  
 300,00 MeV   6,842E+01  3,146E-02    2,44 mm   101,61 um    32,55 um  
 325,00 MeV   6,417E+01  2,926E-02    2,82 mm   115,06 um    37,42 um  
 350,00 MeV   6,047E+01  2,735E-02    3,22 mm   128,60 um    42,58 um  
 375,00 MeV   5,723E+01  2,569E-02    3,65 mm   142,28 um    48,03 um  
 400,00 MeV   5,436E+01  2,423E-02    4,10 mm   156,11 um    53,76 um  
 450,00 MeV   4,952E+01  2,176E-02    5,06 mm   207,89 um    66,02 um  
 500,00 MeV   4,557E+01  1,977E-02    6,11 mm   256,38 um    79,34 um  
 550,00 MeV   4,230E+01  1,813E-02    7,25 mm   303,51 um    93,67 um  
 600,00 MeV   3,953E+01  1,674E-02    8,47 mm   350,11 um   108,98 um  
 650,00 MeV   3,716E+01  1,556E-02    9,78 mm   396,59 um   125,23 um  
 700,00 MeV   3,511E+01  1,454E-02   11,16 mm   443,18 um   142,40 um  
 800,00 MeV   3,173E+01  1,287E-02   14,15 mm   614,85 um   179,36 um  
 900,00 MeV   2,906E+01  1,156E-02   17,45 mm   773,10 um   219,64 um  
   1,00 GeV   2,690E+01  1,049E-02   21,02 mm   925,79 um   263,03 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  3,1747E-03                keV / (ug/cm2) 
  3,1747E-03                MeV / (mg/cm2) 
  3,1747E+00                keV / (mg/cm2) 
  1,2553E-01                 eV / (1E15 atoms/cm2)
  3,1798E-03                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
