 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 23, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Magnesium in Ca- P- O- F-Cl- O- H.txt

 Ion = Magnesium [12] , Mass = 23,985 amu

 Target Density =  3,1500E+00 g/cm3 = 7,8943E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    023,81    039,71   
      P     15    014,29    018,42   
      O      8    057,13    038,04   
      F      9    004,29    003,39   
     Cl     17    000,24    000,35   
      O      8    000,12    000,08   
      H      1    000,12    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,00 MeV   3,467E+03  1,834E+01    3,21 um     2651 A      3344 A   
   6,50 MeV   3,556E+03  1,719E+01    3,35 um     2669 A      3377 A   
   7,00 MeV   3,632E+03  1,619E+01    3,49 um     2686 A      3407 A   
   8,00 MeV   3,751E+03  1,452E+01    3,76 um     2729 A      3461 A   
   9,00 MeV   3,837E+03  1,319E+01    4,02 um     2769 A      3509 A   
  10,00 MeV   3,899E+03  1,210E+01    4,28 um     2805 A      3552 A   
  11,00 MeV   3,943E+03  1,118E+01    4,53 um     2840 A      3592 A   
  12,00 MeV   3,972E+03  1,040E+01    4,78 um     2872 A      3628 A   
  13,00 MeV   3,990E+03  9,736E+00    5,03 um     2904 A      3663 A   
  14,00 MeV   4,000E+03  9,153E+00    5,28 um     2935 A      3695 A   
  15,00 MeV   4,002E+03  8,641E+00    5,53 um     2965 A      3726 A   
  16,00 MeV   4,000E+03  8,187E+00    5,78 um     2994 A      3756 A   
  17,00 MeV   3,992E+03  7,782E+00    6,03 um     3023 A      3785 A   
  18,00 MeV   3,982E+03  7,417E+00    6,28 um     3051 A      3813 A   
  20,00 MeV   3,952E+03  6,788E+00    6,78 um     3148 A      3867 A   
  22,50 MeV   3,905E+03  6,146E+00    7,41 um     3290 A      3931 A   
  25,00 MeV   3,851E+03  5,621E+00    8,06 um     3430 A      3992 A   
  27,50 MeV   3,794E+03  5,184E+00    8,71 um     3567 A      4052 A   
  30,00 MeV   3,735E+03  4,814E+00    9,37 um     3703 A      4111 A   
  32,50 MeV   3,675E+03  4,496E+00   10,05 um     3838 A      4170 A   
  35,00 MeV   3,615E+03  4,220E+00   10,73 um     3972 A      4228 A   
  37,50 MeV   3,556E+03  3,978E+00   11,43 um     4106 A      4285 A   
  40,00 MeV   3,498E+03  3,763E+00   12,13 um     4240 A      4343 A   
  45,00 MeV   3,386E+03  3,401E+00   13,58 um     4735 A      4459 A   
  50,00 MeV   3,288E+03  3,106E+00   15,08 um     5210 A      4577 A   
  55,00 MeV   3,185E+03  2,860E+00   16,62 um     5671 A      4697 A   
  60,00 MeV   3,074E+03  2,653E+00   18,22 um     6127 A      4820 A   
  65,00 MeV   2,978E+03  2,475E+00   19,87 um     6579 A      4947 A   
  70,00 MeV   2,889E+03  2,321E+00   21,57 um     7028 A      5077 A   
  80,00 MeV   2,727E+03  2,066E+00   25,13 um     8684 A      5349 A   
  90,00 MeV   2,584E+03  1,864E+00   28,90 um     1,02 um     5637 A   
 100,00 MeV   2,457E+03  1,700E+00   32,86 um     1,17 um     5942 A   
 110,00 MeV   2,344E+03  1,564E+00   37,03 um     1,31 um     6264 A   
 120,00 MeV   2,241E+03  1,449E+00   41,39 um     1,45 um     6603 A   
 130,00 MeV   2,149E+03  1,351E+00   45,94 um     1,59 um     6958 A   
 140,00 MeV   2,064E+03  1,265E+00   50,69 um     1,73 um     7330 A   
 150,00 MeV   1,987E+03  1,191E+00   55,62 um     1,87 um     7719 A   
 160,00 MeV   1,916E+03  1,125E+00   60,75 um     2,01 um     8123 A   
 170,00 MeV   1,851E+03  1,066E+00   66,05 um     2,15 um     8544 A   
 180,00 MeV   1,790E+03  1,014E+00   71,54 um     2,29 um     8979 A   
 200,00 MeV   1,680E+03  9,235E-01   83,07 um     2,82 um     9896 A   
 225,00 MeV   1,562E+03  8,320E-01   98,50 um     3,57 um     1,11 um  
 250,00 MeV   1,460E+03  7,577E-01  115,05 um     4,28 um     1,24 um  
 275,00 MeV   1,372E+03  6,961E-01  132,70 um     4,97 um     1,38 um  
 300,00 MeV   1,293E+03  6,442E-01  151,47 um     5,64 um     1,53 um  
 325,00 MeV   1,223E+03  5,999E-01  171,34 um     6,31 um     1,69 um  
 350,00 MeV   1,160E+03  5,615E-01  192,32 um     6,99 um     1,86 um  
 375,00 MeV   1,104E+03  5,280E-01  214,40 um     7,66 um     2,03 um  
 400,00 MeV   1,053E+03  4,984E-01  237,59 um     8,35 um     2,21 um  
 450,00 MeV   9,634E+02  4,485E-01  287,23 um    10,93 um     2,60 um  
 500,00 MeV   8,886E+02  4,081E-01  341,27 um    13,36 um     3,02 um  
 550,00 MeV   8,256E+02  3,747E-01  399,63 um    15,73 um     3,47 um  
 600,00 MeV   7,724E+02  3,465E-01  462,23 um    18,07 um     3,95 um  
 650,00 MeV   7,274E+02  3,225E-01  528,92 um    20,41 um     4,46 um  
 700,00 MeV   6,896E+02  3,017E-01  599,50 um    22,75 um     5,00 um  
 800,00 MeV   6,224E+02  2,675E-01  752,13 um    31,42 um     6,16 um  
 900,00 MeV   5,673E+02  2,405E-01  920,41 um    39,47 um     7,43 um  
   1,00 GeV   5,222E+02  2,187E-01    1,10 mm    47,31 um     8,81 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  3,1747E-03                keV / (ug/cm2) 
  3,1747E-03                MeV / (mg/cm2) 
  3,1747E+00                keV / (mg/cm2) 
  1,2667E-01                 eV / (1E15 atoms/cm2)
  6,7791E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
