 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 23, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Lithium in Ca- P- O- F-Cl- O- H.txt

 Ion = Lithium [3] , Mass = 7,016 amu

 Target Density =  3,1500E+00 g/cm3 = 7,8943E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    023,81    039,71   
      P     15    014,29    018,42   
      O      8    057,13    038,04   
      F      9    004,29    003,39   
     Cl     17    000,24    000,35   
      O      8    000,12    000,08   
      H      1    000,12    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   5,00 MeV   6,272E+02  5,404E-01    7,77 um     3185 A      3679 A   
   5,50 MeV   5,992E+02  4,981E-01    8,58 um     3416 A      3805 A   
   6,00 MeV   5,731E+02  4,622E-01    9,44 um     3653 A      3935 A   
   6,50 MeV   5,488E+02  4,314E-01   10,33 um     3894 A      4070 A   
   7,00 MeV   5,263E+02  4,047E-01   11,25 um     4141 A      4210 A   
   8,00 MeV   4,864E+02  3,606E-01   13,23 um     5051 A      4509 A   
   9,00 MeV   4,523E+02  3,256E-01   15,36 um     5937 A      4833 A   
  10,00 MeV   4,230E+02  2,972E-01   17,64 um     6816 A      5184 A   
  11,00 MeV   3,976E+02  2,735E-01   20,08 um     7696 A      5561 A   
  12,00 MeV   3,755E+02  2,535E-01   22,66 um     8581 A      5966 A   
  13,00 MeV   3,560E+02  2,364E-01   25,39 um     9474 A      6396 A   
  14,00 MeV   3,387E+02  2,216E-01   28,27 um     1,04 um     6852 A   
  15,00 MeV   3,252E+02  2,086E-01   31,28 um     1,13 um     7333 A   
  16,00 MeV   3,118E+02  1,971E-01   34,41 um     1,22 um     7836 A   
  17,00 MeV   2,986E+02  1,869E-01   37,69 um     1,31 um     8362 A   
  18,00 MeV   2,865E+02  1,778E-01   41,10 um     1,41 um     8912 A   
  20,00 MeV   2,655E+02  1,620E-01   48,35 um     1,75 um     1,01 um  
  22,50 MeV   2,436E+02  1,461E-01   58,17 um     2,25 um     1,17 um  
  25,00 MeV   2,254E+02  1,331E-01   68,83 um     2,73 um     1,34 um  
  27,50 MeV   2,100E+02  1,223E-01   80,31 um     3,19 um     1,53 um  
  30,00 MeV   1,968E+02  1,133E-01   92,60 um     3,66 um     1,73 um  
  32,50 MeV   1,853E+02  1,055E-01  105,68 um     4,12 um     1,94 um  
  35,00 MeV   1,753E+02  9,878E-02  119,54 um     4,58 um     2,16 um  
  37,50 MeV   1,663E+02  9,290E-02  134,17 um     5,05 um     2,40 um  
  40,00 MeV   1,584E+02  8,772E-02  149,56 um     5,52 um     2,64 um  
  45,00 MeV   1,447E+02  7,899E-02  182,57 um     7,28 um     3,17 um  
  50,00 MeV   1,335E+02  7,190E-02  218,52 um     8,92 um     3,75 um  
  55,00 MeV   1,240E+02  6,604E-02  257,37 um    10,53 um     4,36 um  
  60,00 MeV   1,159E+02  6,109E-02  299,06 um    12,12 um     5,02 um  
  65,00 MeV   1,089E+02  5,687E-02  343,55 um    13,71 um     5,72 um  
  70,00 MeV   1,027E+02  5,322E-02  390,80 um    15,31 um     6,46 um  
  80,00 MeV   9,250E+01  4,721E-02  493,32 um    21,20 um     8,06 um  
  90,00 MeV   8,430E+01  4,247E-02  606,50 um    26,68 um     9,82 um  
 100,00 MeV   7,756E+01  3,863E-02  730,10 um    32,02 um    11,72 um  
 110,00 MeV   7,192E+01  3,545E-02  863,92 um    37,34 um    13,78 um  
 120,00 MeV   6,711E+01  3,278E-02    1,01 mm    42,67 um    15,97 um  
 130,00 MeV   6,298E+01  3,049E-02    1,16 mm    48,05 um    18,31 um  
 140,00 MeV   5,937E+01  2,852E-02    1,32 mm    53,49 um    20,79 um  
 150,00 MeV   5,619E+01  2,679E-02    1,50 mm    59,01 um    23,40 um  
 160,00 MeV   5,338E+01  2,528E-02    1,68 mm    64,60 um    26,14 um  
 170,00 MeV   5,086E+01  2,393E-02    1,87 mm    70,28 um    29,02 um  
 180,00 MeV   4,860E+01  2,272E-02    2,07 mm    76,03 um    32,02 um  
 200,00 MeV   4,469E+01  2,065E-02    2,50 mm    97,70 um    38,42 um  
 225,00 MeV   4,069E+01  1,856E-02    3,09 mm   128,65 um    47,10 um  
 250,00 MeV   3,743E+01  1,686E-02    3,73 mm   157,88 um    56,54 um  
 275,00 MeV   3,471E+01  1,546E-02    4,42 mm   186,45 um    66,70 um  
 300,00 MeV   3,240E+01  1,429E-02    5,17 mm   214,81 um    77,57 um  
 325,00 MeV   3,043E+01  1,328E-02    5,96 mm   243,20 um    89,13 um  
