 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 02, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Arsenic in Ca- P- O- F-Cl- O- H.txt

 Ion = Arsenic [33] , Mass = 74,92 amu

 Target Density =  3,1500E+00 g/cm3 = 7,9660E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    022,73    038,25   
      P     15    013,64    017,74   
      O      8    054,54    036,65   
      F      9    008,18    006,53   
     Cl     17    000,45    000,67   
      O      8    000,23    000,15   
      H      1    000,23    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,50 MeV   3,631E+03  2,643E+02    2,54 um     2576 A      2982 A   
   7,00 MeV   3,845E+03  2,506E+02    2,66 um     2620 A      3063 A   
   8,00 MeV   4,252E+03  2,276E+02    2,89 um     2704 A      3202 A   
   9,00 MeV   4,631E+03  2,088E+02    3,10 um     2772 A      3320 A   
  10,00 MeV   4,982E+03  1,932E+02    3,30 um     2828 A      3420 A   
  11,00 MeV   5,309E+03  1,800E+02    3,49 um     2876 A      3507 A   
  12,00 MeV   5,611E+03  1,686E+02    3,66 um     2917 A      3583 A   
  13,00 MeV   5,892E+03  1,587E+02    3,83 um     2953 A      3652 A   
  14,00 MeV   6,152E+03  1,500E+02    3,99 um     2986 A      3713 A   
  15,00 MeV   6,394E+03  1,423E+02    4,14 um     3014 A      3769 A   
  16,00 MeV   6,619E+03  1,355E+02    4,29 um     3041 A      3819 A   
  17,00 MeV   6,830E+03  1,293E+02    4,44 um     3065 A      3866 A   
  18,00 MeV   7,027E+03  1,237E+02    4,58 um     3087 A      3910 A   
  20,00 MeV   7,385E+03  1,140E+02    4,85 um     3138 A      3987 A   
  22,50 MeV   7,778E+03  1,039E+02    5,17 um     3200 A      4072 A   
  25,00 MeV   8,123E+03  9,567E+01    5,48 um     3254 A      4145 A   
  27,50 MeV   8,430E+03  8,872E+01    5,78 um     3302 A      4211 A   
  30,00 MeV   8,707E+03  8,279E+01    6,07 um     3346 A      4269 A   
  32,50 MeV   8,959E+03  7,766E+01    6,35 um     3386 A      4322 A   
  35,00 MeV   9,190E+03  7,318E+01    6,62 um     3423 A      4371 A   
  37,50 MeV   9,403E+03  6,923E+01    6,89 um     3457 A      4416 A   
  40,00 MeV   9,600E+03  6,571E+01    7,15 um     3490 A      4457 A   
  45,00 MeV   9,953E+03  5,973E+01    7,65 um     3584 A      4533 A   
  50,00 MeV   1,026E+04  5,482E+01    8,15 um     3670 A      4600 A   
  55,00 MeV   1,053E+04  5,071E+01    8,62 um     3749 A      4661 A   
  60,00 MeV   1,077E+04  4,721E+01    9,09 um     3821 A      4716 A   
  65,00 MeV   1,098E+04  4,420E+01    9,55 um     3889 A      4767 A   
  70,00 MeV   1,117E+04  4,158E+01   10,00 um     3953 A      4814 A   
  80,00 MeV   1,148E+04  3,722E+01   10,88 um     4165 A      4900 A   
  90,00 MeV   1,173E+04  3,374E+01   11,73 um     4357 A      4978 A   
 100,00 MeV   1,192E+04  3,090E+01   12,58 um     4533 A      5048 A   
 110,00 MeV   1,208E+04  2,853E+01   13,41 um     4697 A      5113 A   
 120,00 MeV   1,219E+04  2,651E+01   14,23 um     4851 A      5174 A   
 130,00 MeV   1,228E+04  2,478E+01   15,04 um     4999 A      5232 A   
 140,00 MeV   1,234E+04  2,328E+01   15,85 um     5140 A      5286 A   
 150,00 MeV   1,238E+04  2,196E+01   16,66 um     5275 A      5339 A   
 160,00 MeV   1,244E+04  2,079E+01   17,47 um     5407 A      5389 A   
 170,00 MeV   1,244E+04  1,974E+01   18,27 um     5534 A      5437 A   
 180,00 MeV   1,237E+04  1,881E+01   19,07 um     5659 A      5485 A   
 200,00 MeV   1,229E+04  1,719E+01   20,69 um     6121 A      5576 A   
 225,00 MeV   1,215E+04  1,554E+01   22,73 um     6786 A      5685 A   
 250,00 MeV   1,199E+04  1,420E+01   24,80 um     7405 A      5791 A   
 275,00 MeV   1,181E+04  1,308E+01   26,90 um     7993 A      5895 A   
 300,00 MeV   1,162E+04  1,214E+01   29,03 um     8556 A      5996 A   
 325,00 MeV   1,143E+04  1,133E+01   31,20 um     9101 A      6097 A   
 350,00 MeV   1,124E+04  1,062E+01   33,40 um     9633 A      6198 A   
 375,00 MeV   1,104E+04  1,001E+01   35,64 um     1,02 um     6299 A   
 400,00 MeV   1,085E+04  9,464E+00   37,92 um     1,07 um     6399 A   
 450,00 MeV   1,048E+04  8,543E+00   42,61 um     1,26 um     6603 A   
 500,00 MeV   1,012E+04  7,794E+00   47,46 um     1,43 um     6810 A   
 550,00 MeV   9,783E+03  7,172E+00   52,48 um     1,60 um     7022 A   
 600,00 MeV   9,463E+03  6,647E+00   57,68 um     1,76 um     7239 A   
 650,00 MeV   9,160E+03  6,197E+00   63,04 um     1,92 um     7463 A   
 700,00 MeV   8,874E+03  5,808E+00   68,59 um     2,08 um     7693 A   
 800,00 MeV   8,348E+03  5,165E+00   80,20 um     2,65 um     8175 A   
 900,00 MeV   7,877E+03  4,656E+00   92,53 um     3,18 um     8686 A   
   1,00 GeV   7,453E+03  4,243E+00  105,58 um     3,68 um     9229 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  3,1747E-03                keV / (ug/cm2) 
  3,1747E-03                MeV / (mg/cm2) 
  3,1747E+00                keV / (mg/cm2) 
  1,2553E-01                 eV / (1E15 atoms/cm2)
  1,9766E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
