 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 23, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Nickel in Ca- P- O- F-Cl- O- H.txt

 Ion = Nickel [28] , Mass = 57,94 amu

 Target Density =  3,1500E+00 g/cm3 = 7,8943E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    023,81    039,71   
      P     15    014,29    018,42   
      O      8    057,13    038,04   
      F      9    004,29    003,39   
     Cl     17    000,24    000,35   
      O      8    000,12    000,08   
      H      1    000,12    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,50 MeV   2,811E+03  1,630E+02    3,64 um     3838 A      4553 A   
   7,00 MeV   3,073E+03  1,543E+02    3,79 um     3894 A      4668 A   
   8,00 MeV   3,589E+03  1,397E+02    4,08 um     3991 A      4856 A   
   9,00 MeV   4,083E+03  1,278E+02    4,33 um     4064 A      5004 A   
  10,00 MeV   4,548E+03  1,180E+02    4,55 um     4120 A      5123 A   
  11,00 MeV   4,980E+03  1,097E+02    4,75 um     4165 A      5222 A   
  12,00 MeV   5,377E+03  1,026E+02    4,94 um     4202 A      5305 A   
  13,00 MeV   5,741E+03  9,642E+01    5,11 um     4234 A      5376 A   
  14,00 MeV   6,072E+03  9,102E+01    5,28 um     4261 A      5438 A   
  15,00 MeV   6,374E+03  8,624E+01    5,43 um     4284 A      5493 A   
  16,00 MeV   6,648E+03  8,198E+01    5,58 um     4305 A      5542 A   
  17,00 MeV   6,898E+03  7,816E+01    5,73 um     4324 A      5587 A   
  18,00 MeV   7,125E+03  7,471E+01    5,87 um     4341 A      5627 A   
  20,00 MeV   7,521E+03  6,872E+01    6,14 um     4380 A      5698 A   
  22,50 MeV   7,928E+03  6,256E+01    6,46 um     4425 A      5772 A   
  25,00 MeV   8,257E+03  5,749E+01    6,76 um     4465 A      5836 A   
  27,50 MeV   8,527E+03  5,324E+01    7,06 um     4500 A      5892 A   
  30,00 MeV   8,751E+03  4,962E+01    7,34 um     4533 A      5941 A   
  32,50 MeV   8,939E+03  4,650E+01    7,62 um     4563 A      5986 A   
  35,00 MeV   9,097E+03  4,377E+01    7,90 um     4591 A      6026 A   
  37,50 MeV   9,232E+03  4,137E+01    8,17 um     4617 A      6064 A   
  40,00 MeV   9,348E+03  3,924E+01    8,44 um     4642 A      6098 A   
  45,00 MeV   9,535E+03  3,561E+01    8,96 um     4719 A      6161 A   
  50,00 MeV   9,676E+03  3,264E+01    9,48 um     4790 A      6217 A   
  55,00 MeV   9,785E+03  3,016E+01    9,99 um     4858 A      6268 A   
  60,00 MeV   9,870E+03  2,806E+01   10,50 um     4923 A      6315 A   
  65,00 MeV   9,935E+03  2,625E+01   11,00 um     4985 A      6358 A   
  70,00 MeV   9,986E+03  2,467E+01   11,50 um     5046 A      6399 A   
  80,00 MeV   1,005E+04  2,205E+01   12,50 um     5257 A      6475 A   
  90,00 MeV   1,008E+04  1,997E+01   13,49 um     5457 A      6544 A   
 100,00 MeV   1,009E+04  1,827E+01   14,48 um     5648 A      6609 A   
 110,00 MeV   1,007E+04  1,685E+01   15,47 um     5833 A      6670 A   
 120,00 MeV   1,006E+04  1,565E+01   16,46 um     6012 A      6727 A   
 130,00 MeV   1,003E+04  1,462E+01   17,45 um     6186 A      6783 A   
 140,00 MeV   9,926E+03  1,372E+01   18,45 um     6357 A      6837 A   
 150,00 MeV   9,848E+03  1,294E+01   19,46 um     6527 A      6890 A   
 160,00 MeV   9,766E+03  1,224E+01   20,48 um     6695 A      6941 A   
 170,00 MeV   9,681E+03  1,162E+01   21,51 um     6861 A      6992 A   
 180,00 MeV   9,594E+03  1,106E+01   22,54 um     7026 A      7042 A   
 200,00 MeV   9,416E+03  1,011E+01   24,64 um     7647 A      7141 A   
 225,00 MeV   9,190E+03  9,129E+00   27,33 um     8558 A      7264 A   
 250,00 MeV   8,966E+03  8,334E+00   30,08 um     9421 A      7386 A   
 275,00 MeV   8,746E+03  7,673E+00   32,90 um     1,02 um     7509 A   
 300,00 MeV   8,531E+03  7,115E+00   35,79 um     1,11 um     7633 A   
 325,00 MeV   8,322E+03  6,636E+00   38,76 um     1,18 um     7758 A   
 350,00 MeV   8,121E+03  6,221E+00   41,80 um     1,26 um     7887 A   
 375,00 MeV   7,926E+03  5,858E+00   44,91 um     1,34 um     8017 A   
 400,00 MeV   7,739E+03  5,537E+00   48,10 um     1,41 um     8151 A   
 450,00 MeV   7,384E+03  4,995E+00   54,71 um     1,70 um     8427 A   
 500,00 MeV   7,056E+03  4,554E+00   61,63 um     1,96 um     8718 A   
 550,00 MeV   6,751E+03  4,188E+00   68,87 um     2,22 um     9023 A   
 600,00 MeV   6,469E+03  3,880E+00   76,44 um     2,46 um     9345 A   
 650,00 MeV   6,207E+03  3,616E+00   84,32 um     2,71 um     9683 A   
 700,00 MeV   5,964E+03  3,387E+00   92,54 um     2,95 um     1,00 um  
 800,00 MeV   5,526E+03  3,010E+00  109,95 um     3,85 um     1,08 um  
 900,00 MeV   5,146E+03  2,712E+00  128,70 um     4,68 um     1,16 um  
   1,00 GeV   4,815E+03  2,470E+00  148,79 um     5,48 um     1,25 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  3,1747E-03                keV / (ug/cm2) 
  3,1747E-03                MeV / (mg/cm2) 
  3,1747E+00                keV / (mg/cm2) 
  1,2667E-01                 eV / (1E15 atoms/cm2)
  2,4125E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
