 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 23, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Chromium in Ca- P- O- F-Cl- O- H.txt

 Ion = Chromium [24] , Mass = 51,94 amu

 Target Density =  3,1500E+00 g/cm3 = 7,8943E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    023,81    039,71   
      P     15    014,29    018,42   
      O      8    057,13    038,04   
      F      9    004,29    003,39   
     Cl     17    000,24    000,35   
      O      8    000,12    000,08   
      H      1    000,12    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,50 MeV   4,430E+03  1,143E+02    2,63 um     2485 A      3009 A   
   7,00 MeV   4,631E+03  1,081E+02    2,74 um     2509 A      3058 A   
   8,00 MeV   4,990E+03  9,767E+01    2,94 um     2557 A      3141 A   
   9,00 MeV   5,300E+03  8,924E+01    3,13 um     2597 A      3212 A   
  10,00 MeV   5,570E+03  8,226E+01    3,31 um     2632 A      3273 A   
  11,00 MeV   5,807E+03  7,638E+01    3,48 um     2662 A      3327 A   
  12,00 MeV   6,015E+03  7,136E+01    3,64 um     2689 A      3375 A   
  13,00 MeV   6,200E+03  6,701E+01    3,80 um     2713 A      3418 A   
  14,00 MeV   6,366E+03  6,320E+01    3,96 um     2735 A      3457 A   
  15,00 MeV   6,514E+03  5,984E+01    4,11 um     2756 A      3494 A   
  16,00 MeV   6,649E+03  5,685E+01    4,26 um     2775 A      3527 A   
  17,00 MeV   6,771E+03  5,417E+01    4,41 um     2793 A      3559 A   
  18,00 MeV   6,884E+03  5,175E+01    4,56 um     2810 A      3588 A   
  20,00 MeV   7,084E+03  4,755E+01    4,84 um     2856 A      3642 A   
  22,50 MeV   7,295E+03  4,323E+01    5,18 um     2916 A      3702 A   
  25,00 MeV   7,475E+03  3,969E+01    5,52 um     2971 A      3756 A   
  27,50 MeV   7,629E+03  3,673E+01    5,85 um     3021 A      3805 A   
  30,00 MeV   7,763E+03  3,420E+01    6,17 um     3069 A      3850 A   
  32,50 MeV   7,878E+03  3,203E+01    6,49 um     3114 A      3892 A   
  35,00 MeV   7,980E+03  3,013E+01    6,80 um     3156 A      3931 A   
  37,50 MeV   8,068E+03  2,846E+01    7,11 um     3197 A      3968 A   
  40,00 MeV   8,145E+03  2,698E+01    7,42 um     3236 A      4003 A   
  45,00 MeV   8,272E+03  2,447E+01    8,03 um     3365 A      4068 A   
  50,00 MeV   8,369E+03  2,241E+01    8,62 um     3485 A      4128 A   
  55,00 MeV   8,441E+03  2,070E+01    9,22 um     3599 A      4184 A   
  60,00 MeV   8,493E+03  1,924E+01    9,81 um     3707 A      4237 A   
  65,00 MeV   8,529E+03  1,799E+01   10,39 um     3811 A      4287 A   
  70,00 MeV   8,551E+03  1,690E+01   10,97 um     3910 A      4335 A   
  80,00 MeV   8,561E+03  1,509E+01   12,14 um     4264 A      4426 A   
  90,00 MeV   8,538E+03  1,366E+01   13,31 um     4590 A      4511 A   
 100,00 MeV   8,491E+03  1,249E+01   14,48 um     4896 A      4593 A   
 110,00 MeV   8,454E+03  1,151E+01   15,66 um     5186 A      4672 A   
 120,00 MeV   8,364E+03  1,069E+01   16,84 um     5466 A      4749 A   
 130,00 MeV   8,238E+03  9,978E+00   18,05 um     5738 A      4825 A   
 140,00 MeV   8,129E+03  9,363E+00   19,27 um     6004 A      4899 A   
 150,00 MeV   8,019E+03  8,824E+00   20,50 um     6266 A      4973 A   
 160,00 MeV   7,907E+03  8,346E+00   21,76 um     6525 A      5047 A   
 170,00 MeV   7,796E+03  7,921E+00   23,03 um     6780 A      5121 A   
 180,00 MeV   7,685E+03  7,540E+00   24,32 um     7033 A      5194 A   
 200,00 MeV   7,468E+03  6,883E+00   26,96 um     7982 A      5342 A   
 225,00 MeV   7,208E+03  6,214E+00   30,36 um     9345 A      5530 A   
 250,00 MeV   6,961E+03  5,670E+00   33,89 um     1,06 um     5720 A   
 275,00 MeV   6,729E+03  5,219E+00   37,54 um     1,18 um     5916 A   
 300,00 MeV   6,511E+03  4,837E+00   41,31 um     1,30 um     6117 A   
 325,00 MeV   6,306E+03  4,510E+00   45,21 um     1,41 um     6323 A   
 350,00 MeV   6,113E+03  4,227E+00   49,24 um     1,53 um     6535 A   
 375,00 MeV   5,932E+03  3,979E+00   53,39 um     1,64 um     6753 A   
 400,00 MeV   5,762E+03  3,760E+00   57,66 um     1,75 um     6977 A   
 450,00 MeV   5,449E+03  3,390E+00   66,58 um     2,16 um     7445 A   
 500,00 MeV   5,170E+03  3,090E+00   76,00 um     2,54 um     7939 A   
 550,00 MeV   4,918E+03  2,841E+00   85,91 um     2,90 um     8459 A   
 600,00 MeV   4,690E+03  2,631E+00   96,32 um     3,26 um     9006 A   
 650,00 MeV   4,483E+03  2,451E+00  107,22 um     3,61 um     9579 A   
 700,00 MeV   4,294E+03  2,295E+00  118,61 um     3,96 um     1,02 um  
 800,00 MeV   3,960E+03  2,039E+00  142,86 um     5,24 um     1,15 um  
