 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 23, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Boron in Ca- P- O- F-Cl- O- H.txt

 Ion = Boron [5] , Mass = 11,009 amu

 Target Density =  3,1500E+00 g/cm3 = 7,8943E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    023,81    039,71   
      P     15    014,29    018,42   
      O      8    057,13    038,04   
      F      9    004,29    003,39   
     Cl     17    000,24    000,35   
      O      8    000,12    000,08   
      H      1    000,12    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   5,50 MeV   1,345E+03  1,961E+00    4,81 um     2219 A      2762 A   
   6,00 MeV   1,328E+03  1,823E+00    5,18 um     2298 A      2823 A   
   6,50 MeV   1,311E+03  1,703E+00    5,56 um     2376 A      2883 A   
   7,00 MeV   1,293E+03  1,600E+00    5,94 um     2453 A      2942 A   
   8,00 MeV   1,256E+03  1,428E+00    6,73 um     2721 A      3058 A   
   9,00 MeV   1,220E+03  1,292E+00    7,53 um     2978 A      3174 A   
  10,00 MeV   1,185E+03  1,180E+00    8,36 um     3228 A      3291 A   
  11,00 MeV   1,151E+03  1,088E+00    9,22 um     3473 A      3408 A   
  12,00 MeV   1,118E+03  1,009E+00   10,10 um     3715 A      3527 A   
  13,00 MeV   1,087E+03  9,421E-01   11,00 um     3955 A      3648 A   
  14,00 MeV   1,057E+03  8,838E-01   11,94 um     4193 A      3771 A   
  15,00 MeV   1,029E+03  8,327E-01   12,89 um     4431 A      3897 A   
  16,00 MeV   1,002E+03  7,875E-01   13,88 um     4670 A      4024 A   
  17,00 MeV   9,759E+02  7,472E-01   14,89 um     4909 A      4155 A   
  18,00 MeV   9,512E+02  7,111E-01   15,92 um     5148 A      4288 A   
  20,00 MeV   9,052E+02  6,489E-01   18,08 um     6028 A      4563 A   
  22,50 MeV   8,546E+02  5,856E-01   20,92 um     7297 A      4924 A   
  25,00 MeV   8,088E+02  5,342E-01   23,92 um     8497 A      5304 A   
  27,50 MeV   7,625E+02  4,915E-01   27,10 um     9667 A      5705 A   
  30,00 MeV   7,230E+02  4,554E-01   30,46 um     1,08 um     6127 A   
  32,50 MeV   6,875E+02  4,246E-01   34,01 um     1,20 um     6571 A   
  35,00 MeV   6,553E+02  3,978E-01   37,73 um     1,31 um     7037 A   
  37,50 MeV   6,261E+02  3,744E-01   41,63 um     1,43 um     7525 A   
  40,00 MeV   5,994E+02  3,537E-01   45,71 um     1,55 um     8035 A   
  45,00 MeV   5,526E+02  3,188E-01   54,39 um     1,99 um     9120 A   
  50,00 MeV   5,128E+02  2,905E-01   63,78 um     2,40 um     1,03 um  
  55,00 MeV   4,787E+02  2,670E-01   73,86 um     2,81 um     1,15 um  
  60,00 MeV   4,490E+02  2,472E-01   84,64 um     3,21 um     1,29 um  
  65,00 MeV   4,231E+02  2,303E-01   96,11 um     3,60 um     1,43 um  
  70,00 MeV   4,002E+02  2,156E-01  108,25 um     4,01 um     1,58 um  
  80,00 MeV   3,616E+02  1,915E-01  134,52 um     5,49 um     1,91 um  
  90,00 MeV   3,304E+02  1,724E-01  163,44 um     6,87 um     2,26 um  
 100,00 MeV   3,044E+02  1,569E-01  194,97 um     8,22 um     2,65 um  
 110,00 MeV   2,825E+02  1,441E-01  229,05 um     9,56 um     3,06 um  
 120,00 MeV   2,638E+02  1,333E-01  265,67 um    10,90 um     3,51 um  
 130,00 MeV   2,474E+02  1,241E-01  304,79 um    12,26 um     3,98 um  
 140,00 MeV   2,331E+02  1,162E-01  346,41 um    13,63 um     4,49 um  
 150,00 MeV   2,204E+02  1,092E-01  390,50 um    15,03 um     5,02 um  
 160,00 MeV   2,091E+02  1,030E-01  437,06 um    16,45 um     5,58 um  
 170,00 MeV   1,989E+02  9,758E-02  486,07 um    17,90 um     6,16 um  
 180,00 MeV   1,897E+02  9,269E-02  537,52 um    19,37 um     6,78 um  
 200,00 MeV   1,737E+02  8,431E-02  647,67 um    24,94 um     8,09 um  
 225,00 MeV   1,573E+02  7,582E-02  798,87 um    32,97 um     9,89 um  
 250,00 MeV   1,441E+02  6,895E-02  964,85 um    40,59 um    11,86 um  
 275,00 MeV   1,334E+02  6,326E-02    1,15 mm    48,06 um    13,99 um  
 300,00 MeV   1,248E+02  5,848E-02    1,34 mm    55,45 um    16,28 um  
 325,00 MeV   1,180E+02  5,439E-02    1,54 mm    62,78 um    18,70 um  
 350,00 MeV   1,114E+02  5,086E-02    1,76 mm    70,10 um    21,25 um  
 375,00 MeV   1,054E+02  4,778E-02    1,99 mm    77,48 um    23,94 um  
 400,00 MeV   1,001E+02  4,507E-02    2,24 mm    84,95 um    26,77 um  
 450,00 MeV   9,111E+01  4,050E-02    2,76 mm   113,02 um    32,84 um  
 500,00 MeV   8,379E+01  3,680E-02    3,33 mm   139,35 um    39,42 um  
 550,00 MeV   7,771E+01  3,375E-02    3,95 mm   164,98 um    46,51 um  
 600,00 MeV   7,256E+01  3,118E-02    4,62 mm   190,35 um    54,10 um  
 650,00 MeV   6,815E+01  2,899E-02    5,33 mm   215,70 um    62,16 um  
 700,00 MeV   6,433E+01  2,709E-02    6,08 mm   241,14 um    70,68 um  
 800,00 MeV   5,803E+01  2,399E-02    7,72 mm   335,12 um    89,08 um  
 900,00 MeV   5,304E+01  2,154E-02    9,52 mm   421,96 um   109,18 um  
   1,00 GeV   4,899E+01  1,956E-02   11,48 mm   505,97 um   130,90 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  3,1747E-03                keV / (ug/cm2) 
  3,1747E-03                MeV / (mg/cm2) 
  3,1747E+00                keV / (mg/cm2) 
  1,2667E-01                 eV / (1E15 atoms/cm2)
  2,2821E-03                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
