 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 02, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Potassium in Ca- P- O- F-Cl- O- H.txt

 Ion = Potassium [19] , Mass = 38,964 amu

 Target Density =  3,1500E+00 g/cm3 = 7,9660E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    022,73    038,25   
      P     15    013,64    017,74   
      O      8    054,54    036,65   
      F      9    008,18    006,53   
     Cl     17    000,45    000,67   
      O      8    000,23    000,15   
      H      1    000,23    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,50 MeV   4,097E+03  5,957E+01    2,71 um     2200 A      2746 A   
   7,00 MeV   4,257E+03  5,623E+01    2,82 um     2222 A      2788 A   
   8,00 MeV   4,543E+03  5,065E+01    3,05 um     2271 A      2863 A   
   9,00 MeV   4,793E+03  4,616E+01    3,26 um     2313 A      2927 A   
  10,00 MeV   5,010E+03  4,246E+01    3,46 um     2349 A      2983 A   
  11,00 MeV   5,200E+03  3,935E+01    3,65 um     2381 A      3033 A   
  12,00 MeV   5,368E+03  3,670E+01    3,84 um     2411 A      3077 A   
  13,00 MeV   5,515E+03  3,441E+01    4,02 um     2437 A      3118 A   
  14,00 MeV   5,647E+03  3,241E+01    4,20 um     2462 A      3155 A   
  15,00 MeV   5,764E+03  3,065E+01    4,37 um     2485 A      3189 A   
  16,00 MeV   5,869E+03  2,909E+01    4,54 um     2507 A      3221 A   
  17,00 MeV   5,963E+03  2,769E+01    4,71 um     2527 A      3252 A   
  18,00 MeV   6,047E+03  2,642E+01    4,87 um     2547 A      3280 A   
  20,00 MeV   6,192E+03  2,424E+01    5,20 um     2603 A      3332 A   
  22,50 MeV   6,336E+03  2,200E+01    5,60 um     2680 A      3391 A   
  25,00 MeV   6,446E+03  2,017E+01    5,98 um     2751 A      3445 A   
  27,50 MeV   6,531E+03  1,863E+01    6,37 um     2818 A      3494 A   
  30,00 MeV   6,595E+03  1,733E+01    6,75 um     2881 A      3540 A   
  32,50 MeV   6,643E+03  1,621E+01    7,12 um     2941 A      3583 A   
  35,00 MeV   6,677E+03  1,524E+01    7,50 um     3000 A      3624 A   
  37,50 MeV   6,700E+03  1,438E+01    7,87 um     3056 A      3663 A   
  40,00 MeV   6,713E+03  1,362E+01    8,24 um     3110 A      3701 A   
  45,00 MeV   6,719E+03  1,234E+01    8,98 um     3300 A      3772 A   
  50,00 MeV   6,702E+03  1,128E+01    9,73 um     3480 A      3839 A   
  55,00 MeV   6,669E+03  1,041E+01   10,47 um     3651 A      3903 A   
  60,00 MeV   6,624E+03  9,667E+00   11,22 um     3816 A      3964 A   
  65,00 MeV   6,570E+03  9,030E+00   11,98 um     3976 A      4024 A   
  70,00 MeV   6,510E+03  8,477E+00   12,74 um     4133 A      4083 A   
  80,00 MeV   6,389E+03  7,561E+00   14,29 um     4699 A      4197 A   
  90,00 MeV   6,247E+03  6,834E+00   15,87 um     5223 A      4309 A   
 100,00 MeV   6,069E+03  6,242E+00   17,49 um     5723 A      4420 A   
 110,00 MeV   5,910E+03  5,749E+00   19,16 um     6208 A      4531 A   
 120,00 MeV   5,756E+03  5,333E+00   20,87 um     6681 A      4643 A   
 130,00 MeV   5,608E+03  4,976E+00   22,63 um     7146 A      4757 A   
 140,00 MeV   5,466E+03  4,666E+00   24,44 um     7604 A      4872 A   
 150,00 MeV   5,331E+03  4,395E+00   26,29 um     8058 A      4988 A   
 160,00 MeV   5,201E+03  4,155E+00   28,19 um     8510 A      5107 A   
 170,00 MeV   5,078E+03  3,941E+00   30,13 um     8959 A      5228 A   
 180,00 MeV   4,960E+03  3,750E+00   32,12 um     9407 A      5351 A   
 200,00 MeV   4,741E+03  3,420E+00   36,24 um     1,11 um     5606 A   
 225,00 MeV   4,493E+03  3,085E+00   41,66 um     1,35 um     5939 A   
 250,00 MeV   4,272E+03  2,813E+00   47,36 um     1,58 um     6289 A   
 275,00 MeV   4,073E+03  2,587E+00   53,35 um     1,79 um     6657 A   
 300,00 MeV   3,893E+03  2,396E+00   59,62 um     2,00 um     7043 A   
 325,00 MeV   3,730E+03  2,233E+00   66,18 um     2,21 um     7446 A   
 350,00 MeV   3,580E+03  2,092E+00   73,02 um     2,42 um     7867 A   
 375,00 MeV   3,443E+03  1,968E+00   80,14 um     2,62 um     8306 A   
 400,00 MeV   3,317E+03  1,859E+00   87,53 um     2,83 um     8762 A   
 450,00 MeV   3,092E+03  1,675E+00  103,14 um     3,59 um     9725 A   
 500,00 MeV   2,897E+03  1,526E+00  119,85 um     4,31 um     1,08 um  
 550,00 MeV   2,726E+03  1,402E+00  137,64 um     4,99 um     1,19 um  
 600,00 MeV   2,575E+03  1,298E+00  156,50 um     5,67 um     1,30 um  
 650,00 MeV   2,441E+03  1,208E+00  176,44 um     6,34 um     1,42 um  
 700,00 MeV   2,321E+03  1,131E+00  197,44 um     7,01 um     1,55 um  
 800,00 MeV   2,116E+03  1,004E+00  242,56 um     9,49 um     1,83 um  
 900,00 MeV   1,949E+03  9,037E-01  291,79 um    11,78 um     2,13 um  
   1,00 GeV   1,812E+03  8,223E-01  344,98 um    13,99 um     2,45 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  3,1747E-03                keV / (ug/cm2) 
  3,1747E-03                MeV / (mg/cm2) 
  3,1747E+00                keV / (mg/cm2) 
  1,2553E-01                 eV / (1E15 atoms/cm2)
  3,7428E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
