 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 02, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Zirconium in Ca- P- O- F-Cl- O- H.txt

 Ion = Zirconium [40] , Mass = 89,9 amu

 Target Density =  3,1500E+00 g/cm3 = 7,9660E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    022,73    038,25   
      P     15    013,64    017,74   
      O      8    054,54    036,65   
      F      9    008,18    006,53   
     Cl     17    000,45    000,67   
      O      8    000,23    000,15   
      H      1    000,23    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,50 MeV   3,197E+03  4,187E+02    2,40 um     2575 A      2869 A   
   7,00 MeV   3,404E+03  3,979E+02    2,54 um     2637 A      2972 A   
   8,00 MeV   3,807E+03  3,626E+02    2,78 um     2752 A      3153 A   
   9,00 MeV   4,188E+03  3,337E+02    3,01 um     2845 A      3305 A   
  10,00 MeV   4,547E+03  3,095E+02    3,22 um     2922 A      3437 A   
  11,00 MeV   4,881E+03  2,890E+02    3,41 um     2987 A      3551 A   
  12,00 MeV   5,191E+03  2,712E+02    3,60 um     3043 A      3652 A   
  13,00 MeV   5,478E+03  2,558E+02    3,78 um     3091 A      3742 A   
  14,00 MeV   5,744E+03  2,422E+02    3,94 um     3135 A      3822 A   
  15,00 MeV   5,990E+03  2,301E+02    4,11 um     3173 A      3896 A   
  16,00 MeV   6,218E+03  2,192E+02    4,26 um     3208 A      3963 A   
  17,00 MeV   6,429E+03  2,095E+02    4,41 um     3240 A      4025 A   
  18,00 MeV   6,626E+03  2,007E+02    4,56 um     3270 A      4082 A   
  20,00 MeV   6,982E+03  1,853E+02    4,85 um     3334 A      4185 A   
  22,50 MeV   7,369E+03  1,693E+02    5,18 um     3410 A      4298 A   
  25,00 MeV   7,707E+03  1,561E+02    5,51 um     3476 A      4396 A   
  27,50 MeV   8,009E+03  1,450E+02    5,82 um     3535 A      4483 A   
  30,00 MeV   8,285E+03  1,355E+02    6,12 um     3588 A      4561 A   
  32,50 MeV   8,540E+03  1,272E+02    6,41 um     3636 A      4632 A   
  35,00 MeV   8,779E+03  1,200E+02    6,69 um     3680 A      4697 A   
  37,50 MeV   9,007E+03  1,137E+02    6,97 um     3721 A      4757 A   
  40,00 MeV   9,224E+03  1,080E+02    7,24 um     3758 A      4813 A   
  45,00 MeV   9,634E+03  9,832E+01    7,76 um     3862 A      4913 A   
  50,00 MeV   1,002E+04  9,036E+01    8,26 um     3955 A      5002 A   
  55,00 MeV   1,038E+04  8,368E+01    8,75 um     4038 A      5081 A   
  60,00 MeV   1,072E+04  7,800E+01    9,22 um     4113 A      5153 A   
  65,00 MeV   1,104E+04  7,309E+01    9,67 um     4182 A      5219 A   
  70,00 MeV   1,134E+04  6,881E+01   10,12 um     4246 A      5279 A   
  80,00 MeV   1,189E+04  6,169E+01   10,97 um     4443 A      5386 A   
  90,00 MeV   1,239E+04  5,600E+01   11,79 um     4615 A      5480 A   
 100,00 MeV   1,282E+04  5,133E+01   12,58 um     4768 A      5563 A   
 110,00 MeV   1,321E+04  4,744E+01   13,34 um     4907 A      5639 A   
 120,00 MeV   1,355E+04  4,413E+01   14,09 um     5035 A      5707 A   
 130,00 MeV   1,385E+04  4,128E+01   14,81 um     5153 A      5770 A   
 140,00 MeV   1,411E+04  3,880E+01   15,53 um     5263 A      5829 A   
 150,00 MeV   1,434E+04  3,662E+01   16,23 um     5368 A      5884 A   
 160,00 MeV   1,454E+04  3,469E+01   16,92 um     5467 A      5936 A   
 170,00 MeV   1,471E+04  3,297E+01   17,60 um     5561 A      5985 A   
 180,00 MeV   1,486E+04  3,142E+01   18,27 um     5652 A      6031 A   
 200,00 MeV   1,515E+04  2,874E+01   19,60 um     5974 A      6119 A   
 225,00 MeV   1,525E+04  2,601E+01   21,24 um     6427 A      6219 A   
 250,00 MeV   1,532E+04  2,378E+01   22,88 um     6845 A      6312 A   
 275,00 MeV   1,533E+04  2,193E+01   24,51 um     7236 A      6400 A   
 300,00 MeV   1,530E+04  2,036E+01   26,13 um     7607 A      6483 A   
 325,00 MeV   1,524E+04  1,901E+01   27,77 um     7963 A      6563 A   
 350,00 MeV   1,515E+04  1,784E+01   29,41 um     8307 A      6641 A   
 375,00 MeV   1,504E+04  1,681E+01   31,07 um     8641 A      6717 A   
 400,00 MeV   1,492E+04  1,590E+01   32,73 um     8967 A      6791 A   
 450,00 MeV   1,464E+04  1,437E+01   36,11 um     1,02 um     6936 A   
 500,00 MeV   1,434E+04  1,312E+01   39,56 um     1,13 um     7077 A   
 550,00 MeV   1,402E+04  1,208E+01   43,08 um     1,24 um     7218 A   
 600,00 MeV   1,371E+04  1,120E+01   46,69 um     1,34 um     7358 A   
 650,00 MeV   1,339E+04  1,045E+01   50,38 um     1,44 um     7498 A   
 700,00 MeV   1,308E+04  9,793E+00   54,15 um     1,54 um     7640 A   
 800,00 MeV   1,248E+04  8,716E+00   61,97 um     1,90 um     7928 A   
 900,00 MeV   1,192E+04  7,863E+00   70,17 um     2,22 um     8225 A   
   1,00 GeV   1,139E+04  7,169E+00   78,75 um     2,53 um     8533 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  3,1747E-03                keV / (ug/cm2) 
  3,1747E-03                MeV / (mg/cm2) 
  3,1747E+00                keV / (mg/cm2) 
  1,2553E-01                 eV / (1E15 atoms/cm2)
  1,6349E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
