 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 23, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Scandium in Ca- P- O- F-Cl- O- H.txt

 Ion = Scandium [21] , Mass = 44,956 amu

 Target Density =  3,1500E+00 g/cm3 = 7,8943E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    023,81    039,71   
      P     15    014,29    018,42   
      O      8    057,13    038,04   
      F      9    004,29    003,39   
     Cl     17    000,24    000,35   
      O      8    000,12    000,08   
      H      1    000,12    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,50 MeV   3,992E+03  8,032E+01    2,68 um     2280 A      2810 A   
   7,00 MeV   4,154E+03  7,588E+01    2,80 um     2305 A      2859 A   
   8,00 MeV   4,447E+03  6,844E+01    3,03 um     2360 A      2945 A   
   9,00 MeV   4,705E+03  6,244E+01    3,24 um     2406 A      3018 A   
  10,00 MeV   4,935E+03  5,749E+01    3,45 um     2446 A      3082 A   
  11,00 MeV   5,138E+03  5,332E+01    3,64 um     2481 A      3139 A   
  12,00 MeV   5,321E+03  4,977E+01    3,83 um     2513 A      3190 A   
  13,00 MeV   5,485E+03  4,670E+01    4,01 um     2542 A      3236 A   
  14,00 MeV   5,633E+03  4,401E+01    4,19 um     2568 A      3278 A   
  15,00 MeV   5,767E+03  4,164E+01    4,36 um     2593 A      3317 A   
  16,00 MeV   5,890E+03  3,953E+01    4,53 um     2615 A      3353 A   
  17,00 MeV   6,002E+03  3,765E+01    4,70 um     2637 A      3387 A   
  18,00 MeV   6,106E+03  3,595E+01    4,86 um     2657 A      3419 A   
  20,00 MeV   6,290E+03  3,300E+01    5,18 um     2714 A      3478 A   
  22,50 MeV   6,483E+03  2,997E+01    5,57 um     2788 A      3543 A   
  25,00 MeV   6,644E+03  2,749E+01    5,95 um     2856 A      3602 A   
  27,50 MeV   6,779E+03  2,542E+01    6,32 um     2919 A      3656 A   
  30,00 MeV   6,893E+03  2,366E+01    6,68 um     2978 A      3705 A   
  32,50 MeV   6,988E+03  2,214E+01    7,04 um     3034 A      3751 A   
  35,00 MeV   7,068E+03  2,082E+01    7,40 um     3087 A      3794 A   
  37,50 MeV   7,135E+03  1,966E+01    7,75 um     3137 A      3835 A   
  40,00 MeV   7,190E+03  1,863E+01    8,09 um     3186 A      3874 A   
