 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 23, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Sulfur in Ca- P- O- F-Cl- O- H.txt

 Ion = Sulfur [16] , Mass = 31,972 amu

 Target Density =  3,1500E+00 g/cm3 = 7,8943E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    023,81    039,71   
      P     15    014,29    018,42   
      O      8    057,13    038,04   
      F      9    004,29    003,39   
     Cl     17    000,24    000,35   
      O      8    000,12    000,08   
      H      1    000,12    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,00 MeV   3,926E+03  3,950E+01    2,68 um     2154 A      2707 A   
   6,50 MeV   4,083E+03  3,709E+01    2,80 um     2175 A      2747 A   
   7,00 MeV   4,226E+03  3,497E+01    2,92 um     2194 A      2783 A   
   8,00 MeV   4,478E+03  3,145E+01    3,15 um     2239 A      2846 A   
   9,00 MeV   4,688E+03  2,862E+01    3,36 um     2277 A      2900 A   
  10,00 MeV   4,863E+03  2,629E+01    3,57 um     2311 A      2948 A   
  11,00 MeV   5,011E+03  2,434E+01    3,77 um     2342 A      2990 A   
  12,00 MeV   5,134E+03  2,268E+01    3,96 um     2370 A      3029 A   
  13,00 MeV   5,238E+03  2,125E+01    4,16 um     2396 A      3064 A   
  14,00 MeV   5,325E+03  2,000E+01    4,34 um     2421 A      3097 A   
  15,00 MeV   5,398E+03  1,890E+01    4,53 um     2444 A      3127 A   
  16,00 MeV   5,459E+03  1,792E+01    4,71 um     2466 A      3156 A   
  17,00 MeV   5,510E+03  1,705E+01    4,89 um     2488 A      3183 A   
  18,00 MeV   5,552E+03  1,626E+01    5,07 um     2508 A      3209 A   
  20,00 MeV   5,613E+03  1,490E+01    5,43 um     2572 A      3258 A   
  22,50 MeV   5,658E+03  1,351E+01    5,87 um     2663 A      3313 A   
  25,00 MeV   5,677E+03  1,237E+01    6,31 um     2748 A      3365 A   
  27,50 MeV   5,677E+03  1,142E+01    6,75 um     2830 A      3414 A   
  30,00 MeV   5,663E+03  1,062E+01    7,19 um     2910 A      3460 A   
  32,50 MeV   5,639E+03  9,926E+00    7,63 um     2988 A      3504 A   
  35,00 MeV   5,608E+03  9,324E+00    8,07 um     3064 A      3547 A   
  37,50 MeV   5,571E+03  8,795E+00    8,52 um     3139 A      3588 A   
  40,00 MeV   5,531E+03  8,327E+00    8,97 um     3213 A      3629 A   
  45,00 MeV   5,441E+03  7,534E+00    9,88 um     3479 A      3708 A   
  50,00 MeV   5,346E+03  6,887E+00   10,81 um     3735 A      3785 A   
  55,00 MeV   5,248E+03  6,349E+00   11,75 um     3982 A      3861 A   
  60,00 MeV   5,149E+03  5,893E+00   12,71 um     4223 A      3936 A   
  65,00 MeV   5,058E+03  5,502E+00   13,69 um     4459 A      4010 A   
  70,00 MeV   4,975E+03  5,162E+00   14,68 um     4690 A      4085 A   
  80,00 MeV   4,759E+03  4,601E+00   16,73 um     5542 A      4235 A   
  90,00 MeV   4,573E+03  4,156E+00   18,88 um     6340 A      4389 A   
 100,00 MeV   4,402E+03  3,793E+00   21,10 um     7102 A      4546 A   
 110,00 MeV   4,246E+03  3,492E+00   23,41 um     7840 A      4708 A   
 120,00 MeV   4,101E+03  3,237E+00   25,81 um     8563 A      4875 A   
 130,00 MeV   3,968E+03  3,019E+00   28,28 um     9274 A      5047 A   
 140,00 MeV   3,844E+03  2,830E+00   30,84 um     9976 A      5224 A   
 150,00 MeV   3,729E+03  2,665E+00   33,48 um     1,07 um     5407 A   
 160,00 MeV   3,622E+03  2,518E+00   36,20 um     1,14 um     5595 A   
 170,00 MeV   3,521E+03  2,388E+00   39,00 um     1,21 um     5789 A   
 180,00 MeV   3,427E+03  2,272E+00   41,88 um     1,27 um     5988 A   
 200,00 MeV   3,256E+03  2,071E+00   47,86 um     1,53 um     6402 A   
 225,00 MeV   3,067E+03  1,867E+00   55,77 um     1,90 um     6950 A   
 250,00 MeV   2,901E+03  1,702E+00   64,15 um     2,25 um     7531 A   
 275,00 MeV   2,753E+03  1,564E+00   72,99 um     2,58 um     8144 A   
 300,00 MeV   2,621E+03  1,448E+00   82,30 um     2,90 um     8789 A   
 325,00 MeV   2,501E+03  1,349E+00   92,06 um     3,21 um     9464 A   
 350,00 MeV   2,392E+03  1,264E+00  102,27 um     3,53 um     1,02 um  
 375,00 MeV   2,292E+03  1,189E+00  112,95 um     3,84 um     1,09 um  
 400,00 MeV   2,200E+03  1,122E+00  124,07 um     4,16 um     1,17 um  
 450,00 MeV   2,037E+03  1,011E+00  147,69 um     5,34 um     1,33 um  
 500,00 MeV   1,896E+03  9,203E-01  173,13 um     6,45 um     1,50 um  
 550,00 MeV   1,773E+03  8,453E-01  200,39 um     7,53 um     1,69 um  
 600,00 MeV   1,666E+03  7,821E-01  229,47 um     8,59 um     1,88 um  
 650,00 MeV   1,572E+03  7,281E-01  260,36 um     9,64 um     2,09 um  
 700,00 MeV   1,490E+03  6,814E-01  293,02 um    10,71 um     2,31 um  
 800,00 MeV   1,355E+03  6,046E-01  363,41 um    14,64 um     2,78 um  
 900,00 MeV   1,252E+03  5,440E-01  440,17 um    18,25 um     3,29 um  
   1,00 GeV   1,170E+03  4,948E-01  522,77 um    21,69 um     3,83 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  3,1747E-03                keV / (ug/cm2) 
  3,1747E-03                MeV / (mg/cm2) 
  3,1747E+00                keV / (mg/cm2) 
  1,2667E-01                 eV / (1E15 atoms/cm2)
  4,6784E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
