 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 02, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Nitrogen in Ca- P- O- F-Cl- O- H.txt

 Ion = Nitrogen [7] , Mass = 14,003 amu

 Target Density =  3,1500E+00 g/cm3 = 7,9660E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    022,73    038,25   
      P     15    013,64    017,74   
      O      8    054,54    036,65   
      F      9    008,18    006,53   
     Cl     17    000,45    000,67   
      O      8    000,23    000,15   
      H      1    000,23    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   5,50 MeV   2,080E+03  4,536E+00    3,61 um     1989 A      2553 A   
   6,00 MeV   2,081E+03  4,219E+00    3,84 um     2031 A      2595 A   
   6,50 MeV   2,078E+03  3,947E+00    4,08 um     2071 A      2636 A   
   7,00 MeV   2,073E+03  3,710E+00    4,32 um     2111 A      2675 A   
   8,00 MeV   2,056E+03  3,317E+00    4,81 um     2240 A      2750 A   
   9,00 MeV   2,033E+03  3,003E+00    5,29 um     2363 A      2822 A   
  10,00 MeV   2,006E+03  2,748E+00    5,79 um     2483 A      2891 A   
  11,00 MeV   1,977E+03  2,534E+00    6,29 um     2600 A      2959 A   
  12,00 MeV   1,947E+03  2,354E+00    6,80 um     2714 A      3025 A   
  13,00 MeV   1,916E+03  2,199E+00    7,31 um     2827 A      3091 A   
  14,00 MeV   1,885E+03  2,064E+00    7,84 um     2939 A      3157 A   
  15,00 MeV   1,855E+03  1,946E+00    8,37 um     3051 A      3222 A   
  16,00 MeV   1,824E+03  1,841E+00    8,91 um     3161 A      3287 A   
  17,00 MeV   1,794E+03  1,748E+00    9,47 um     3272 A      3353 A   
  18,00 MeV   1,764E+03  1,664E+00   10,03 um     3382 A      3419 A   
  20,00 MeV   1,707E+03  1,520E+00   11,18 um     3782 A      3552 A   
  22,50 MeV   1,639E+03  1,373E+00   12,67 um     4364 A      3722 A   
