 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 23, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Palladium in Ca- P- O- F-Cl- O- H.txt

 Ion = Palladium [46] , Mass = 105,903 amu

 Target Density =  3,1500E+00 g/cm3 = 7,8943E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    023,81    039,71   
      P     15    014,29    018,42   
      O      8    057,13    038,04   
      F      9    004,29    003,39   
     Cl     17    000,24    000,35   
      O      8    000,12    000,08   
      H      1    000,12    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   7,00 MeV   3,277E+03  5,662E+02    2,34 um     2539 A      2780 A   
   8,00 MeV   3,653E+03  5,177E+02    2,58 um     2670 A      2975 A   
   9,00 MeV   4,016E+03  4,777E+02    2,81 um     2778 A      3143 A   
  10,00 MeV   4,363E+03  4,441E+02    3,02 um     2868 A      3289 A   
  11,00 MeV   4,694E+03  4,155E+02    3,22 um     2945 A      3417 A   
  12,00 MeV   5,010E+03  3,907E+02    3,41 um     3011 A      3531 A   
  13,00 MeV   5,311E+03  3,691E+02    3,59 um     3069 A      3633 A   
  14,00 MeV   5,598E+03  3,499E+02    3,76 um     3120 A      3725 A   
  15,00 MeV   5,870E+03  3,329E+02    3,92 um     3166 A      3809 A   
  16,00 MeV   6,130E+03  3,176E+02    4,07 um     3207 A      3886 A   
  17,00 MeV   6,377E+03  3,038E+02    4,22 um     3244 A      3956 A   
  18,00 MeV   6,612E+03  2,913E+02    4,37 um     3278 A      4021 A   
  20,00 MeV   7,051E+03  2,694E+02    4,65 um     3350 A      4137 A   
  22,50 MeV   7,548E+03  2,467E+02    4,98 um     3432 A      4263 A   
  25,00 MeV   7,996E+03  2,278E+02    5,29 um     3501 A      4372 A   
  27,50 MeV   8,403E+03  2,119E+02    5,58 um     3562 A      4467 A   
  30,00 MeV   8,777E+03  1,983E+02    5,87 um     3615 A      4552 A   
  32,50 MeV   9,123E+03  1,864E+02    6,14 um     3663 A      4628 A   
  35,00 MeV   9,446E+03  1,760E+02    6,40 um     3706 A      4697 A   
  37,50 MeV   9,749E+03  1,668E+02    6,65 um     3746 A      4760 A   
  40,00 MeV   1,004E+04  1,587E+02    6,90 um     3782 A      4819 A   
  45,00 MeV   1,057E+04  1,447E+02    7,38 um     3876 A      4923 A   
  50,00 MeV   1,105E+04  1,331E+02    7,83 um     3959 A      5014 A   
  55,00 MeV   1,150E+04  1,234E+02    8,27 um     4032 A      5095 A   
  60,00 MeV   1,191E+04  1,151E+02    8,69 um     4098 A      5167 A   
  65,00 MeV   1,230E+04  1,080E+02    9,10 um     4158 A      5233 A   
  70,00 MeV   1,266E+04  1,018E+02    9,50 um     4213 A      5293 A   
  80,00 MeV   1,332E+04  9,135E+01   10,26 um     4379 A      5399 A   
  90,00 MeV   1,390E+04  8,301E+01   10,99 um     4524 A      5492 A   
 100,00 MeV   1,441E+04  7,618E+01   11,69 um     4652 A      5573 A   
 110,00 MeV   1,488E+04  7,045E+01   12,37 um     4769 A      5646 A   
 120,00 MeV   1,529E+04  6,559E+01   13,03 um     4875 A      5712 A   
 130,00 MeV   1,566E+04  6,140E+01   13,67 um     4974 A      5773 A   
 140,00 MeV   1,599E+04  5,775E+01   14,30 um     5066 A      5829 A   
 150,00 MeV   1,628E+04  5,453E+01   14,92 um     5153 A      5882 A   
 160,00 MeV   1,655E+04  5,168E+01   15,52 um     5235 A      5931 A   
 170,00 MeV   1,679E+04  4,914E+01   16,12 um     5313 A      5977 A   
 180,00 MeV   1,700E+04  4,685E+01   16,71 um     5388 A      6020 A   
 200,00 MeV   1,736E+04  4,289E+01   17,87 um     5649 A      6102 A   
 225,00 MeV   1,777E+04  3,885E+01   19,29 um     6013 A      6194 A   
 250,00 MeV   1,797E+04  3,555E+01   20,69 um     6344 A      6278 A   
 275,00 MeV   1,809E+04  3,280E+01   22,07 um     6653 A      6357 A   
 300,00 MeV   1,817E+04  3,047E+01   23,44 um     6945 A      6431 A   
 325,00 MeV   1,821E+04  2,846E+01   24,82 um     7222 A      6501 A   
 350,00 MeV   1,822E+04  2,672E+01   26,19 um     7489 A      6568 A   
 375,00 MeV   1,820E+04  2,520E+01   27,56 um     7746 A      6632 A   
 400,00 MeV   1,816E+04  2,384E+01   28,93 um     7995 A      6695 A   
 450,00 MeV   1,803E+04  2,156E+01   31,69 um     8913 A      6815 A   
 500,00 MeV   1,785E+04  1,969E+01   34,47 um     9759 A      6931 A   
 550,00 MeV   1,763E+04  1,814E+01   37,29 um     1,06 um     7043 A   
 600,00 MeV   1,739E+04  1,683E+01   40,14 um     1,13 um     7153 A   
 650,00 MeV   1,714E+04  1,570E+01   43,03 um     1,20 um     7261 A   
 700,00 MeV   1,688E+04  1,473E+01   45,97 um     1,27 um     7368 A   
 800,00 MeV   1,634E+04  1,312E+01   51,99 um     1,53 um     7582 A   
 900,00 MeV   1,580E+04  1,184E+01   58,21 um     1,77 um     7797 A   
   1,00 GeV   1,527E+04  1,080E+01   64,64 um     1,99 um     8014 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  3,1747E-03                keV / (ug/cm2) 
  3,1747E-03                MeV / (mg/cm2) 
  3,1747E+00                keV / (mg/cm2) 
  1,2667E-01                 eV / (1E15 atoms/cm2)
  1,4241E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
