 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 23, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Gallium in Ca- P- O- F-Cl- O- H.txt

 Ion = Gallium [31] , Mass = 68,93 amu

 Target Density =  3,1500E+00 g/cm3 = 7,8943E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    023,81    039,71   
      P     15    014,29    018,42   
      O      8    057,13    038,04   
      F      9    004,29    003,39   
     Cl     17    000,24    000,35   
      O      8    000,12    000,08   
      H      1    000,12    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,50 MeV   3,839E+03  2,230E+02    2,52 um     2508 A      2933 A   
   7,00 MeV   4,052E+03  2,113E+02    2,64 um     2546 A      3005 A   
   8,00 MeV   4,453E+03  1,917E+02    2,86 um     2621 A      3130 A   
   9,00 MeV   4,823E+03  1,757E+02    3,06 um     2681 A      3235 A   
  10,00 MeV   5,163E+03  1,624E+02    3,25 um     2732 A      3325 A   
  11,00 MeV   5,475E+03  1,512E+02    3,43 um     2775 A      3404 A   
  12,00 MeV   5,762E+03  1,415E+02    3,61 um     2813 A      3473 A   
  13,00 MeV   6,027E+03  1,332E+02    3,77 um     2846 A      3535 A   
  14,00 MeV   6,271E+03  1,258E+02    3,93 um     2875 A      3591 A   
  15,00 MeV   6,496E+03  1,193E+02    4,08 um     2902 A      3642 A   
  16,00 MeV   6,706E+03  1,135E+02    4,23 um     2927 A      3688 A   
  17,00 MeV   6,900E+03  1,083E+02    4,37 um     2949 A      3731 A   
  18,00 MeV   7,082E+03  1,036E+02    4,51 um     2970 A      3771 A   
  20,00 MeV   7,411E+03  9,538E+01    4,78 um     3019 A      3843 A   
  22,50 MeV   7,770E+03  8,693E+01    5,11 um     3080 A      3922 A   
  25,00 MeV   8,085E+03  7,996E+01    5,42 um     3134 A      3991 A   
  27,50 MeV   8,364E+03  7,412E+01    5,72 um     3182 A      4052 A   
  30,00 MeV   8,614E+03  6,913E+01    6,01 um     3226 A      4107 A   
  32,50 MeV   8,840E+03  6,482E+01    6,29 um     3266 A      4157 A   
  35,00 MeV   9,047E+03  6,106E+01    6,57 um     3303 A      4204 A   
  37,50 MeV   9,236E+03  5,774E+01    6,84 um     3338 A      4246 A   
  40,00 MeV   9,410E+03  5,480E+01    7,11 um     3371 A      4286 A   
  45,00 MeV   9,718E+03  4,978E+01    7,62 um     3471 A      4359 A   
  50,00 MeV   9,982E+03  4,567E+01    8,13 um     3562 A      4424 A   
  55,00 MeV   1,021E+04  4,223E+01    8,62 um     3645 A      4483 A   
  60,00 MeV   1,041E+04  3,930E+01    9,10 um     3723 A      4538 A   
  65,00 MeV   1,058E+04  3,679E+01    9,58 um     3796 A      4588 A   
  70,00 MeV   1,073E+04  3,459E+01   10,04 um     3865 A      4635 A   
  80,00 MeV   1,097E+04  3,095E+01   10,96 um     4098 A      4721 A   
  90,00 MeV   1,116E+04  2,805E+01   11,86 um     4309 A      4799 A   
 100,00 MeV   1,129E+04  2,568E+01   12,75 um     4505 A      4871 A   
 110,00 MeV   1,139E+04  2,370E+01   13,63 um     4688 A      4938 A   
 120,00 MeV   1,145E+04  2,202E+01   14,50 um     4861 A      5001 A   
 130,00 MeV   1,149E+04  2,058E+01   15,37 um     5026 A      5061 A   
 140,00 MeV   1,152E+04  1,932E+01   16,24 um     5185 A      5119 A   
 150,00 MeV   1,154E+04  1,822E+01   17,11 um     5339 A      5174 A   
 160,00 MeV   1,150E+04  1,725E+01   17,97 um     5488 A      5228 A   
 170,00 MeV   1,143E+04  1,638E+01   18,84 um     5634 A      5280 A   
 180,00 MeV   1,137E+04  1,560E+01   19,72 um     5778 A      5331 A   
 200,00 MeV   1,124E+04  1,425E+01   21,49 um     6312 A      5430 A   
 225,00 MeV   1,106E+04  1,288E+01   23,73 um     7081 A      5551 A   
 250,00 MeV   1,085E+04  1,177E+01   26,01 um     7797 A      5669 A   
 275,00 MeV   1,065E+04  1,084E+01   28,33 um     8477 A      5786 A   
 300,00 MeV   1,044E+04  1,005E+01   30,70 um     9130 A      5902 A   
 325,00 MeV   1,023E+04  9,382E+00   33,11 um     9763 A      6018 A   
 350,00 MeV   1,002E+04  8,798E+00   35,58 um     1,04 um     6135 A   
 375,00 MeV   9,820E+03  8,286E+00   38,10 um     1,10 um     6252 A   
 400,00 MeV   9,624E+03  7,834E+00   40,67 um     1,16 um     6370 A   
 450,00 MeV   9,248E+03  7,070E+00   45,96 um     1,38 um     6611 A   
 500,00 MeV   8,895E+03  6,449E+00   51,47 um     1,59 um     6858 A   
 550,00 MeV   8,565E+03  5,933E+00   57,20 um     1,79 um     7113 A   
 600,00 MeV   8,256E+03  5,498E+00   63,14 um     1,98 um     7377 A   
 650,00 MeV   7,968E+03  5,125E+00   69,30 um     2,16 um     7650 A   
 700,00 MeV   7,697E+03  4,802E+00   75,69 um     2,34 um     7932 A   
 800,00 MeV   7,206E+03  4,270E+00   89,11 um     3,02 um     8525 A   
 900,00 MeV   6,771E+03  3,848E+00  103,42 um     3,64 um     9159 A   
   1,00 GeV   6,385E+03  3,506E+00  118,63 um     4,23 um     9834 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  3,1747E-03                keV / (ug/cm2) 
  3,1747E-03                MeV / (mg/cm2) 
  3,1747E+00                keV / (mg/cm2) 
  1,2667E-01                 eV / (1E15 atoms/cm2)
  2,1232E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
