 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 23, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Molybdenum in Ca- P- O- F-Cl- O- H.txt

 Ion = Molybdenum [42] , Mass = 97,905 amu

 Target Density =  3,1500E+00 g/cm3 = 7,8943E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    023,81    039,71   
      P     15    014,29    018,42   
      O      8    057,13    038,04   
      F      9    004,29    003,39   
     Cl     17    000,24    000,35   
      O      8    000,12    000,08   
      H      1    000,12    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  32,50 MeV   9,292E+03  1,491E+02    6,15 um     3554 A      4510 A   
  35,00 MeV   9,589E+03  1,407E+02    6,41 um     3593 A      4571 A   
  37,50 MeV   9,866E+03  1,333E+02    6,66 um     3630 A      4628 A   
  40,00 MeV   1,013E+04  1,267E+02    6,91 um     3664 A      4679 A   
  45,00 MeV   1,060E+04  1,154E+02    7,38 um     3754 A      4772 A   
  50,00 MeV   1,103E+04  1,061E+02    7,84 um     3835 A      4854 A   
  55,00 MeV   1,143E+04  9,832E+01    8,28 um     3907 A      4927 A   
  60,00 MeV   1,179E+04  9,168E+01    8,71 um     3973 A      4992 A   
  65,00 MeV   1,213E+04  8,594E+01    9,12 um     4033 A      5052 A   
  70,00 MeV   1,244E+04  8,093E+01    9,52 um     4089 A      5107 A   
  80,00 MeV   1,300E+04  7,260E+01   10,30 um     4261 A      5205 A   
  90,00 MeV   1,349E+04  6,594E+01   11,05 um     4414 A      5290 A   
 100,00 MeV   1,392E+04  6,047E+01   11,78 um     4550 A      5367 A   
 110,00 MeV   1,430E+04  5,590E+01   12,48 um     4675 A      5435 A   
 120,00 MeV   1,464E+04  5,201E+01   13,17 um     4790 A      5498 A   
 130,00 MeV   1,493E+04  4,867E+01   13,85 um     4897 A      5556 A   
 140,00 MeV   1,519E+04  4,576E+01   14,51 um     4998 A      5610 A   
 150,00 MeV   1,541E+04  4,320E+01   15,16 um     5094 A      5661 A   
 160,00 MeV   1,561E+04  4,093E+01   15,80 um     5184 A      5709 A   
 170,00 MeV   1,579E+04  3,890E+01   16,44 um     5271 A      5754 A   
 180,00 MeV   1,594E+04  3,708E+01   17,06 um     5355 A      5797 A   
 200,00 MeV   1,621E+04  3,394E+01   18,31 um     5651 A      5878 A   
 225,00 MeV   1,643E+04  3,072E+01   19,83 um     6068 A      5970 A   
 250,00 MeV   1,647E+04  2,810E+01   21,35 um     6451 A      6056 A   
 275,00 MeV   1,650E+04  2,592E+01   22,86 um     6811 A      6137 A   
 300,00 MeV   1,649E+04  2,407E+01   24,38 um     7151 A      6215 A   
 325,00 MeV   1,645E+04  2,248E+01   25,89 um     7477 A      6289 A   
 350,00 MeV   1,638E+04  2,110E+01   27,41 um     7792 A      6360 A   
 375,00 MeV   1,629E+04  1,989E+01   28,94 um     8096 A      6430 A   
 400,00 MeV   1,618E+04  1,882E+01   30,48 um     8393 A      6498 A   
 450,00 MeV   1,594E+04  1,700E+01   33,59 um     9493 A      6630 A   
 500,00 MeV   1,567E+04  1,553E+01   36,75 um     1,05 um     6759 A   
 550,00 MeV   1,538E+04  1,430E+01   39,97 um     1,15 um     6886 A   
 600,00 MeV   1,508E+04  1,326E+01   43,25 um     1,24 um     7013 A   
 650,00 MeV   1,479E+04  1,237E+01   46,59 um     1,33 um     7139 A   
 700,00 MeV   1,449E+04  1,160E+01   50,00 um     1,41 um     7265 A   
 800,00 MeV   1,391E+04  1,033E+01   57,04 um     1,73 um     7521 A   
 900,00 MeV   1,335E+04  9,320E+00   64,38 um     2,02 um     7782 A   
   1,00 GeV   1,282E+04  8,500E+00   72,02 um     2,29 um     8051 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  3,1747E-03                keV / (ug/cm2) 
  3,1747E-03                MeV / (mg/cm2) 
  3,1747E+00                keV / (mg/cm2) 
  1,2667E-01                 eV / (1E15 atoms/cm2)
  1,5499E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
