 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 02, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Copper in Ca- P- O- F-Cl- O- H.txt

 Ion = Copper [29] , Mass = 62,93 amu

 Target Density =  3,1500E+00 g/cm3 = 7,9660E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    022,73    038,25   
      P     15    013,64    017,74   
      O      8    054,54    036,65   
      F      9    008,18    006,53   
     Cl     17    000,45    000,67   
      O      8    000,23    000,15   
      H      1    000,23    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,50 MeV   3,549E+03  1,848E+02    2,86 um     2937 A      3474 A   
   7,00 MeV   3,757E+03  1,751E+02    2,99 um     2977 A      3552 A   
   8,00 MeV   4,155E+03  1,586E+02    3,22 um     3053 A      3685 A   
   9,00 MeV   4,529E+03  1,452E+02    3,44 um     3114 A      3795 A   
  10,00 MeV   4,879E+03  1,341E+02    3,65 um     3164 A      3889 A   
  11,00 MeV   5,206E+03  1,247E+02    3,84 um     3206 A      3969 A   
  12,00 MeV   5,511E+03  1,167E+02    4,02 um     3243 A      4040 A   
  13,00 MeV   5,796E+03  1,097E+02    4,19 um     3275 A      4102 A   
  14,00 MeV   6,061E+03  1,036E+02    4,36 um     3303 A      4158 A   
  15,00 MeV   6,309E+03  9,821E+01    4,51 um     3328 A      4208 A   
  16,00 MeV   6,540E+03  9,339E+01    4,67 um     3351 A      4254 A   
  17,00 MeV   6,757E+03  8,906E+01    4,81 um     3371 A      4296 A   
  18,00 MeV   6,959E+03  8,515E+01    4,96 um     3390 A      4335 A   
  20,00 MeV   7,329E+03  7,835E+01    5,23 um     3435 A      4404 A   
  22,50 MeV   7,732E+03  7,136E+01    5,56 um     3490 A      4478 A   
  25,00 MeV   8,084E+03  6,560E+01    5,87 um     3538 A      4542 A   
  27,50 MeV   8,392E+03  6,077E+01    6,17 um     3580 A      4599 A   
  30,00 MeV   8,665E+03  5,665E+01    6,46 um     3619 A      4650 A   
  32,50 MeV   8,907E+03  5,310E+01    6,74 um     3654 A      4695 A   
  35,00 MeV   9,122E+03  5,000E+01    7,02 um     3687 A      4737 A   
  37,50 MeV   9,315E+03  4,727E+01    7,29 um     3718 A      4776 A   
  40,00 MeV   9,488E+03  4,484E+01    7,55 um     3747 A      4812 A   
  45,00 MeV   9,784E+03  4,071E+01    8,07 um     3835 A      4876 A   
  50,00 MeV   1,002E+04  3,733E+01    8,57 um     3915 A      4934 A   
  55,00 MeV   1,022E+04  3,450E+01    9,06 um     3990 A      4987 A   
  60,00 MeV   1,038E+04  3,210E+01    9,54 um     4061 A      5035 A   
  65,00 MeV   1,052E+04  3,003E+01   10,02 um     4128 A      5079 A   
  70,00 MeV   1,062E+04  2,823E+01   10,49 um     4192 A      5121 A   
  80,00 MeV   1,078E+04  2,525E+01   11,42 um     4412 A      5198 A   
  90,00 MeV   1,087E+04  2,287E+01   12,34 um     4617 A      5267 A   
 100,00 MeV   1,092E+04  2,093E+01   13,26 um     4809 A      5332 A   
 110,00 MeV   1,093E+04  1,931E+01   14,17 um     4992 A      5393 A   
 120,00 MeV   1,092E+04  1,793E+01   15,09 um     5169 A      5451 A   
 130,00 MeV   1,091E+04  1,676E+01   16,00 um     5340 A      5506 A   
 140,00 MeV   1,088E+04  1,573E+01   16,92 um     5505 A      5560 A   
 150,00 MeV   1,077E+04  1,483E+01   17,84 um     5668 A      5612 A   
 160,00 MeV   1,067E+04  1,404E+01   18,77 um     5829 A      5663 A   
 170,00 MeV   1,058E+04  1,333E+01   19,71 um     5988 A      5713 A   
 180,00 MeV   1,048E+04  1,269E+01   20,66 um     6146 A      5762 A   
 200,00 MeV   1,027E+04  1,159E+01   22,58 um     6739 A      5859 A   
 225,00 MeV   1,001E+04  1,047E+01   25,05 um     7605 A      5979 A   
 250,00 MeV   9,753E+03  9,563E+00   27,57 um     8420 A      6099 A   
 275,00 MeV   9,501E+03  8,807E+00   30,17 um     9202 A      6219 A   
 300,00 MeV   9,257E+03  8,167E+00   32,83 um     9959 A      6340 A   
 325,00 MeV   9,023E+03  7,619E+00   35,56 um     1,07 um     6463 A   
 350,00 MeV   8,799E+03  7,143E+00   38,37 um     1,14 um     6588 A   
 375,00 MeV   8,585E+03  6,727E+00   41,24 um     1,21 um     6715 A   
 400,00 MeV   8,381E+03  6,359E+00   44,19 um     1,28 um     6845 A   
 450,00 MeV   8,001E+03  5,737E+00   50,29 um     1,55 um     7113 A   
 500,00 MeV   7,655E+03  5,232E+00   56,67 um     1,80 um     7394 A   
 550,00 MeV   7,338E+03  4,812E+00   63,34 um     2,03 um     7687 A   
 600,00 MeV   7,048E+03  4,458E+00   70,29 um     2,26 um     7994 A   
