 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 23, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Oxygen in Ca- P- O- F-Cl- O- H.txt

 Ion = Oxygen [8] , Mass = 15,995 amu

 Target Density =  3,1500E+00 g/cm3 = 7,8943E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    023,81    039,71   
      P     15    014,29    018,42   
      O      8    057,13    038,04   
      F      9    004,29    003,39   
     Cl     17    000,24    000,35   
      O      8    000,12    000,08   
      H      1    000,12    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,00 MeV   2,461E+03  6,096E+00    3,56 um     2117 A      2731 A   
   6,50 MeV   2,462E+03  5,705E+00    3,76 um     2148 A      2767 A   
   7,00 MeV   2,458E+03  5,364E+00    3,96 um     2177 A      2801 A   
   8,00 MeV   2,443E+03  4,799E+00    4,37 um     2271 A      2865 A   
   9,00 MeV   2,419E+03  4,349E+00    4,78 um     2361 A      2926 A   
  10,00 MeV   2,391E+03  3,981E+00    5,19 um     2450 A      2984 A   
  11,00 MeV   2,361E+03  3,674E+00    5,61 um     2536 A      3041 A   
  12,00 MeV   2,330E+03  3,413E+00    6,04 um     2622 A      3096 A   
  13,00 MeV   2,298E+03  3,190E+00    6,47 um     2706 A      3150 A   
  14,00 MeV   2,267E+03  2,995E+00    6,91 um     2791 A      3204 A   
  15,00 MeV   2,235E+03  2,825E+00    7,35 um     2874 A      3257 A   
  16,00 MeV   2,204E+03  2,674E+00    7,80 um     2957 A      3310 A   
  17,00 MeV   2,174E+03  2,539E+00    8,25 um     3041 A      3363 A   
  18,00 MeV   2,144E+03  2,418E+00    8,72 um     3124 A      3416 A   
  20,00 MeV   2,087E+03  2,209E+00    9,66 um     3422 A      3521 A   
  22,50 MeV   2,019E+03  1,997E+00   10,88 um     3859 A      3655 A   
  25,00 MeV   1,955E+03  1,824E+00   12,13 um     4276 A      3791 A   
  27,50 MeV   1,895E+03  1,680E+00   13,43 um     4680 A      3929 A   
  30,00 MeV   1,839E+03  1,558E+00   14,77 um     5074 A      4070 A   
  32,50 MeV   1,787E+03  1,454E+00   16,14 um     5461 A      4214 A   
  35,00 MeV   1,741E+03  1,363E+00   17,56 um     5842 A      4361 A   
  37,50 MeV   1,688E+03  1,284E+00   19,02 um     6220 A      4512 A   
  40,00 MeV   1,637E+03  1,214E+00   20,52 um     6598 A      4667 A   
  45,00 MeV   1,550E+03  1,095E+00   23,65 um     7997 A      4989 A   
  50,00 MeV   1,471E+03  9,992E-01   26,96 um     9311 A      5327 A   
  55,00 MeV   1,401E+03  9,193E-01   30,44 um     1,06 um     5682 A   
  60,00 MeV   1,337E+03  8,518E-01   34,09 um     1,18 um     6054 A   
  65,00 MeV   1,279E+03  7,940E-01   37,92 um     1,30 um     6443 A   
  70,00 MeV   1,226E+03  7,439E-01   41,91 um     1,43 um     6849 A   
  80,00 MeV   1,133E+03  6,614E-01   50,39 um     1,87 um     7710 A   
  90,00 MeV   1,054E+03  5,961E-01   59,53 um     2,28 um     8636 A   
 100,00 MeV   9,857E+02  5,431E-01   69,34 um     2,68 um     9627 A   
 110,00 MeV   9,263E+02  4,992E-01   79,80 um     3,07 um     1,07 um  
 120,00 MeV   8,741E+02  4,622E-01   90,91 um     3,46 um     1,18 um  
