 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 23, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Krypton in Ca- P- O- F-Cl- O- H.txt

 Ion = Krypton [36] , Mass = 83,912 amu

 Target Density =  3,1500E+00 g/cm3 = 7,8943E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    023,81    039,71   
      P     15    014,29    018,42   
      O      8    057,13    038,04   
      F      9    004,29    003,39   
     Cl     17    000,24    000,35   
      O      8    000,12    000,08   
      H      1    000,12    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6,50 MeV   3,251E+03  3,343E+02    2,53 um     2659 A      3022 A   
   7,00 MeV   3,424E+03  3,174E+02    2,66 um     2716 A      3119 A   
   8,00 MeV   3,760E+03  2,887E+02    2,92 um     2823 A      3288 A   
   9,00 MeV   4,089E+03  2,653E+02    3,15 um     2910 A      3433 A   
  10,00 MeV   4,412E+03  2,458E+02    3,37 um     2984 A      3558 A   
  11,00 MeV   4,729E+03  2,292E+02    3,57 um     3046 A      3667 A   
  12,00 MeV   5,040E+03  2,149E+02    3,77 um     3099 A      3764 A   
  13,00 MeV   5,343E+03  2,025E+02    3,95 um     3146 A      3849 A   
  14,00 MeV   5,638E+03  1,916E+02    4,13 um     3187 A      3926 A   
  15,00 MeV   5,925E+03  1,819E+02    4,29 um     3223 A      3995 A   
  16,00 MeV   6,203E+03  1,732E+02    4,45 um     3255 A      4057 A   
  17,00 MeV   6,471E+03  1,654E+02    4,60 um     3284 A      4114 A   
  18,00 MeV   6,730E+03  1,584E+02    4,75 um     3310 A      4167 A   
  20,00 MeV   7,217E+03  1,461E+02    5,03 um     3367 A      4260 A   
  22,50 MeV   7,771E+03  1,333E+02    5,35 um     3433 A      4358 A   
  25,00 MeV   8,268E+03  1,228E+02    5,66 um     3488 A      4442 A   
  27,50 MeV   8,713E+03  1,140E+02    5,95 um     3536 A      4515 A   
  30,00 MeV   9,111E+03  1,065E+02    6,22 um     3579 A      4579 A   
  32,50 MeV   9,468E+03  9,993E+01    6,49 um     3616 A      4636 A   
  35,00 MeV   9,788E+03  9,422E+01    6,75 um     3651 A      4688 A   
  37,50 MeV   1,008E+04  8,917E+01    6,99 um     3682 A      4735 A   
  40,00 MeV   1,034E+04  8,469E+01    7,24 um     3711 A      4778 A   
  45,00 MeV   1,078E+04  7,704E+01    7,70 um     3793 A      4856 A   
  50,00 MeV   1,115E+04  7,076E+01    8,16 um     3866 A      4924 A   
  55,00 MeV   1,145E+04  6,549E+01    8,60 um     3933 A      4985 A   
  60,00 MeV   1,170E+04  6,101E+01    9,02 um     3994 A      5040 A   
  65,00 MeV   1,191E+04  5,715E+01    9,45 um     4052 A      5090 A   
  70,00 MeV   1,208E+04  5,378E+01    9,86 um     4107 A      5137 A   
  80,00 MeV   1,236E+04  4,818E+01   10,67 um     4287 A      5221 A   
  90,00 MeV   1,256E+04  4,371E+01   11,47 um     4452 A      5297 A   
 100,00 MeV   1,270E+04  4,004E+01   12,26 um     4606 A      5366 A   
 110,00 MeV   1,281E+04  3,699E+01   13,04 um     4752 A      5430 A   
 120,00 MeV   1,289E+04  3,439E+01   13,82 um     4890 A      5490 A   
 130,00 MeV   1,295E+04  3,216E+01   14,59 um     5023 A      5547 A   
 140,00 MeV   1,300E+04  3,022E+01   15,36 um     5151 A      5600 A   
 150,00 MeV   1,303E+04  2,851E+01   16,12 um     5275 A      5652 A   
 160,00 MeV   1,305E+04  2,700E+01   16,89 um     5396 A      5701 A   
 170,00 MeV   1,307E+04  2,565E+01   17,65 um     5513 A      5749 A   
 180,00 MeV   1,310E+04  2,444E+01   18,41 um     5627 A      5795 A   
 200,00 MeV   1,303E+04  2,235E+01   19,94 um     6044 A      5884 A   
 225,00 MeV   1,295E+04  2,022E+01   21,86 um     6645 A      5991 A   
 250,00 MeV   1,286E+04  1,848E+01   23,80 um     7203 A      6092 A   
 275,00 MeV   1,276E+04  1,703E+01   25,75 um     7728 A      6191 A   
 300,00 MeV   1,265E+04  1,581E+01   27,71 um     8227 A      6287 A   
 325,00 MeV   1,254E+04  1,476E+01   29,69 um     8705 A      6382 A   
 350,00 MeV   1,243E+04  1,384E+01   31,69 um     9165 A      6475 A   
 375,00 MeV   1,232E+04  1,304E+01   33,71 um     9612 A      6567 A   
 400,00 MeV   1,220E+04  1,234E+01   35,75 um     1,00 um     6658 A   
 450,00 MeV   1,197E+04  1,114E+01   39,88 um     1,16 um     6838 A   
 500,00 MeV   1,173E+04  1,017E+01   44,10 um     1,31 um     7018 A   
 550,00 MeV   1,148E+04  9,360E+00   48,40 um     1,45 um     7197 A   
 600,00 MeV   1,124E+04  8,677E+00   52,80 um     1,58 um     7378 A   
 650,00 MeV   1,100E+04  8,092E+00   57,29 um     1,70 um     7560 A   
 700,00 MeV   1,076E+04  7,585E+00   61,88 um     1,82 um     7744 A   
 800,00 MeV   1,028E+04  6,748E+00   71,39 um     2,27 um     8121 A   
