 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 02, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Carbon in Ca- P- O- F-Cl- O- H.txt

 Ion = Carbon [6] , Mass = 12 amu

 Target Density =  3,1500E+00 g/cm3 = 7,9660E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    022,73    038,25   
      P     15    013,64    017,74   
      O      8    054,54    036,65   
      F      9    008,18    006,53   
     Cl     17    000,45    000,67   
      O      8    000,23    000,15   
      H      1    000,23    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   5,50 MeV   1,724E+03  2,964E+00    4,06 um     2068 A      2627 A   
   6,00 MeV   1,711E+03  2,755E+00    4,35 um     2123 A      2675 A   
   6,50 MeV   1,695E+03  2,576E+00    4,64 um     2177 A      2722 A   
   7,00 MeV   1,678E+03  2,420E+00    4,94 um     2230 A      2768 A   
   8,00 MeV   1,642E+03  2,162E+00    5,54 um     2410 A      2858 A   
   9,00 MeV   1,604E+03  1,957E+00    6,15 um     2585 A      2946 A   
  10,00 MeV   1,567E+03  1,789E+00    6,78 um     2756 A      3033 A   
  11,00 MeV   1,530E+03  1,650E+00    7,42 um     2924 A      3120 A   
  12,00 MeV   1,494E+03  1,531E+00    8,08 um     3090 A      3207 A   
  13,00 MeV   1,459E+03  1,430E+00    8,76 um     3255 A      3294 A   
  14,00 MeV   1,425E+03  1,342E+00    9,45 um     3419 A      3383 A   
  15,00 MeV   1,393E+03  1,265E+00   10,16 um     3583 A      3472 A   
  16,00 MeV   1,362E+03  1,196E+00   10,89 um     3747 A      3563 A   
  17,00 MeV   1,332E+03  1,135E+00   11,63 um     3910 A      3654 A   
  18,00 MeV   1,303E+03  1,081E+00   12,39 um     4074 A      3748 A   
  20,00 MeV   1,250E+03  9,866E-01   13,95 um     4673 A      3939 A   
  22,50 MeV   1,188E+03  8,908E-01   16,00 um     5542 A      4187 A   
  25,00 MeV   1,135E+03  8,129E-01   18,15 um     6362 A      4445 A   
  27,50 MeV   1,084E+03  7,482E-01   20,40 um     7154 A      4715 A   
  30,00 MeV   1,032E+03  6,935E-01   22,76 um     7936 A      4996 A   
  32,50 MeV   9,876E+02  6,467E-01   25,24 um     8714 A      5290 A   
  35,00 MeV   9,469E+02  6,061E-01   27,82 um     9490 A      5596 A   
  37,50 MeV   9,095E+02  5,706E-01   30,51 um     1,03 um     5915 A   
  40,00 MeV   8,751E+02  5,392E-01   33,31 um     1,10 um     6247 A   
  45,00 MeV   8,138E+02  4,862E-01   39,23 um     1,39 um     6947 A   
  50,00 MeV   7,608E+02  4,431E-01   45,58 um     1,67 um     7697 A   
  55,00 MeV   7,146E+02  4,074E-01   52,36 um     1,93 um     8496 A   
  60,00 MeV   6,739E+02  3,773E-01   59,56 um     2,19 um     9343 A   
  65,00 MeV   6,379E+02  3,515E-01   67,18 um     2,45 um     1,02 um  
  70,00 MeV   6,057E+02  3,292E-01   75,22 um     2,71 um     1,12 um  
  80,00 MeV   5,505E+02  2,925E-01   92,53 um     3,67 um     1,32 um  
  90,00 MeV   5,050E+02  2,634E-01  111,49 um     4,56 um     1,54 um  
 100,00 MeV   4,668E+02  2,399E-01  132,08 um     5,43 um     1,78 um  
 110,00 MeV   4,342E+02  2,203E-01  154,28 um     6,29 um     2,04 um  
 120,00 MeV   4,060E+02  2,039E-01  178,09 um     7,15 um     2,31 um  
 130,00 MeV   3,814E+02  1,898E-01  203,49 um     8,03 um     2,60 um  
 140,00 MeV   3,597E+02  1,777E-01  230,47 um     8,91 um     2,91 um  
 150,00 MeV   3,404E+02  1,670E-01  259,03 um     9,81 um     3,23 um  
 160,00 MeV   3,232E+02  1,577E-01  289,17 um    10,72 um     3,58 um  
 170,00 MeV   3,076E+02  1,493E-01  320,87 um    11,65 um     3,93 um  
 180,00 MeV   2,936E+02  1,419E-01  354,13 um    12,59 um     4,31 um  
 200,00 MeV   2,691E+02  1,291E-01  425,27 um    16,17 um     5,11 um  
 225,00 MeV   2,440E+02  1,161E-01  522,81 um    21,32 um     6,21 um  
 250,00 MeV   2,236E+02  1,056E-01  629,80 um    26,22 um     7,40 um  
 275,00 MeV   2,069E+02  9,691E-02  746,01 um    31,02 um     8,70 um  
 300,00 MeV   1,931E+02  8,960E-02  871,07 um    35,79 um    10,09 um  
 325,00 MeV   1,817E+02  8,336E-02    1,00 mm    40,55 um    11,57 um  
 350,00 MeV   1,724E+02  7,796E-02    1,15 mm    45,30 um    13,14 um  
 375,00 MeV   1,637E+02  7,325E-02    1,29 mm    50,05 um    14,78 um  
 400,00 MeV   1,554E+02  6,909E-02    1,45 mm    54,84 um    16,50 um  
 450,00 MeV   1,415E+02  6,210E-02    1,79 mm    72,87 um    20,19 um  
 500,00 MeV   1,301E+02  5,645E-02    2,16 mm    89,80 um    24,20 um  
 550,00 MeV   1,206E+02  5,177E-02    2,56 mm   106,30 um    28,51 um  
 600,00 MeV   1,126E+02  4,784E-02    2,98 mm   122,63 um    33,13 um  
 650,00 MeV   1,057E+02  4,448E-02    3,44 mm   138,96 um    38,04 um  
 700,00 MeV   9,976E+01  4,158E-02    3,93 mm   155,36 um    43,23 um  
 800,00 MeV   8,992E+01  3,682E-02    4,99 mm   216,01 um    54,44 um  
 900,00 MeV   8,213E+01  3,308E-02    6,15 mm   272,10 um    66,71 um  
   1,00 GeV   7,580E+01  3,005E-02    7,42 mm   326,41 um    79,98 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  3,1747E-03                keV / (ug/cm2) 
  3,1747E-03                MeV / (mg/cm2) 
  3,1747E+00                keV / (mg/cm2) 
  1,2553E-01                 eV / (1E15 atoms/cm2)
  1,8230E-03                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
