image_filename,track_id,centroid_x_px_ellipse,centroid_y_px_ellipse,major_axis_px,minor_axis_px,orientation_deg,len_um
Acquisition_2429_0_0.png,15,621.1,603.4,16.94,12.41,100.95,5.84
Acquisition_2429_0_0.png,16,500.2,570.8,15.14,13.19,82.43,5.22
Acquisition_2429_0_0.png,17,703.2,534.4,18.25,14.6,75.66,6.3
Acquisition_2429_0_0.png,18,520.0,529.3,16.0,14.76,68.83,5.52
Acquisition_2429_0_0.png,19,535.3,513.1,15.31,12.84,178.02,5.28
Acquisition_2429_0_0.png,20,142.5,498.9,19.18,9.48,122.74,6.62
Acquisition_2429_0_0.png,21,252.0,464.5,13.11,11.74,173.85,4.52
Acquisition_2429_0_0.png,22,235.5,454.9,17.37,12.84,47.18,5.99
Acquisition_2429_0_0.png,23,954.2,423.4,11.34,6.79,166.14,3.91
Acquisition_2429_0_0.png,24,466.3,393.6,16.36,11.13,110.34,5.64
Acquisition_2429_0_0.png,25,307.2,381.9,11.98,7.78,177.36,4.13
Acquisition_2429_0_0.png,26,260.7,381.0,16.06,14.49,80.81,5.54
Acquisition_2429_0_0.png,27,242.0,371.3,15.2,14.63,88.27,5.24
Acquisition_2429_0_0.png,28,193.5,369.6,19.27,14.94,132.72,6.65
Acquisition_2429_0_0.png,29,998.4,363.4,11.06,8.53,91.17,3.81
Acquisition_2429_0_0.png,30,992.4,301.5,17.07,11.85,130.59,5.89
Acquisition_2429_0_0.png,31,854.1,153.4,16.88,7.91,97.23,5.82
Acquisition_2429_0_0.png,32,616.5,147.2,19.58,11.47,114.92,6.75
Acquisition_2429_0_0.png,33,256.9,143.5,14.26,13.0,141.24,4.92
Acquisition_2429_0_0.png,34,605.1,105.9,17.83,11.38,0.42,6.15
Acquisition_2429_0_0.png,35,271.2,22.5,17.38,12.58,143.6,6.0
Acquisition_2429_0_0.png,36,556.5,3.1,24.01,11.92,167.66,8.28
Acquisition_2429_0_1.png,1,937.8,981.5,12.68,11.21,112.19,4.38
Acquisition_2429_0_1.png,2,403.3,979.4,20.54,11.81,8.5,7.09
Acquisition_2429_0_1.png,3,1003.6,928.1,18.11,11.33,26.47,6.25
Acquisition_2429_0_1.png,4,490.9,922.0,16.18,15.38,133.21,5.58
Acquisition_2429_0_1.png,5,580.7,919.9,17.61,15.31,104.47,6.08
Acquisition_2429_0_1.png,6,316.7,903.9,13.9,13.05,32.64,4.79
Acquisition_2429_0_1.png,7,175.5,885.2,15.54,15.36,142.75,5.36
Acquisition_2429_0_1.png,8,932.8,874.0,12.55,9.49,63.87,4.33
Acquisition_2429_0_1.png,9,566.4,876.7,18.07,14.7,20.54,6.23
Acquisition_2429_0_1.png,10,467.4,860.7,18.29,13.9,119.9,6.31
Acquisition_2429_0_1.png,11,10.7,788.6,17.1,14.47,22.98,5.9
Acquisition_2429_0_1.png,12,85.1,785.3,18.62,14.63,79.1,6.42
Acquisition_2429_0_1.png,13,497.4,776.4,11.28,9.63,45.0,3.89
Acquisition_2429_0_1.png,14,886.6,774.0,12.34,11.36,171.55,4.26
Acquisition_2429_0_1.png,15,17.1,760.1,16.94,15.48,82.43,5.84
Acquisition_2429_0_1.png,16,493.6,756.0,14.43,13.43,123.5,4.98
Acquisition_2429_0_1.png,17,320.0,737.7,17.2,12.53,77.91,5.94
Acquisition_2429_0_1.png,18,116.7,730.0,15.34,10.98,73.34,5.29
Acquisition_2429_0_1.png,19,60.4,722.1,14.87,8.33,18.2,5.13
Acquisition_2429_0_1.png,20,1004.6,638.2,12.5,10.46,103.91,4.31
Acquisition_2429_0_1.png,21,316.4,636.1,10.43,7.81,86.21,3.6
Acquisition_2429_0_1.png,22,1000.9,609.3,11.91,11.5,92.71,4.11
Acquisition_2429_0_1.png,23,886.3,602.7,15.69,13.53,42.94,5.41
Acquisition_2429_0_1.png,24,797.7,597.4,19.22,12.36,14.23,6.63
Acquisition_2429_0_1.png,25,63.6,571.6,16.28,9.86,62.66,5.62
Acquisition_2429_0_1.png,26,519.0,547.8,15.27,14.81,27.75,5.27
Acquisition_2429_0_1.png,27,78.2,535.1,15.17,14.68,158.32,5.23
Acquisition_2429_0_1.png,28,437.9,497.3,15.93,7.03,71.56,5.5
Acquisition_2429_0_1.png,29,234.6,495.7,8.49,7.82,82.1,2.93
Acquisition_2429_0_1.png,30,305.8,425.5,14.69,14.25,119.93,5.07
Acquisition_2429_0_1.png,31,311.0,378.4,15.85,9.03,51.24,5.47
Acquisition_2429_0_1.png,32,376.7,335.4,16.62,12.22,22.52,5.73
Acquisition_2429_0_1.png,33,781.3,293.9,13.81,11.53,75.06,4.76
Acquisition_2429_0_1.png,34,756.2,291.8,15.03,14.64,100.39,5.18
Acquisition_2429_0_1.png,35,52.0,274.9,19.86,12.22,75.64,6.85
Acquisition_2429_0_1.png,36,77.3,260.5,15.32,11.95,168.02,5.29
Acquisition_2429_0_1.png,37,795.7,181.7,13.56,12.55,76.08,4.68
Acquisition_2429_0_1.png,38,392.2,11.7,15.59,14.31,66.25,5.38
Acquisition_2429_0_1.png,39,275.5,13.1,17.26,14.27,45.23,5.96
Acquisition_2429_1_0.png,1,937.0,900.9,15.5,14.18,2.74,5.35
Acquisition_2429_1_0.png,2,506.3,868.4,18.06,7.48,4.94,6.23
Acquisition_2429_1_0.png,3,162.5,849.9,16.17,12.68,112.54,5.58
Acquisition_2429_1_0.png,4,838.1,822.3,14.72,11.95,174.67,5.08
Acquisition_2429_1_0.png,5,222.1,798.4,15.09,11.19,24.63,5.21
Acquisition_2429_1_0.png,6,941.5,798.9,16.83,13.91,139.1,5.81
Acquisition_2429_1_0.png,7,743.8,750.6,16.38,16.05,6.9,5.65
Acquisition_2429_1_0.png,8,807.4,747.9,15.16,14.4,155.33,5.23
Acquisition_2429_1_0.png,9,148.7,733.6,16.52,10.38,55.37,5.7
Acquisition_2429_1_0.png,10,600.1,706.2,15.8,13.93,77.6,5.45
Acquisition_2429_1_0.png,11,681.6,697.8,10.7,9.85,48.75,3.69
Acquisition_2429_1_0.png,12,625.2,692.8,20.62,13.53,41.11,7.11
Acquisition_2429_1_0.png,13,512.8,643.4,12.22,11.43,104.89,4.22
Acquisition_2429_1_0.png,14,1009.7,614.4,14.2,12.69,65.69,4.9
Acquisition_2429_1_0.png,15,840.5,590.2,11.27,8.89,42.85,3.89
Acquisition_2429_1_0.png,16,966.2,575.0,17.0,12.42,41.66,5.86
Acquisition_2429_1_0.png,17,465.8,572.3,12.51,9.35,56.15,4.32
Acquisition_2429_1_0.png,18,694.5,567.0,10.84,8.35,125.84,3.74
Acquisition_2429_1_0.png,19,544.5,533.0,13.72,12.52,35.02,4.73
Acquisition_2429_1_0.png,20,729.0,525.3,13.4,10.0,68.12,4.62
Acquisition_2429_1_0.png,21,956.5,521.9,11.18,10.41,25.3,3.86
Acquisition_2429_1_0.png,22,80.0,499.4,9.9,7.99,113.48,3.42
Acquisition_2429_1_0.png,23,745.6,502.2,15.77,10.65,176.11,5.44
Acquisition_2429_1_0.png,24,1005.2,465.5,37.53,13.51,85.15,12.95
Acquisition_2429_1_0.png,25,906.7,445.1,10.41,8.3,164.96,3.59
Acquisition_2429_1_0.png,26,564.4,376.4,12.11,9.43,5.06,4.18
Acquisition_2429_1_0.png,27,596.0,376.7,16.65,11.49,177.87,5.74
Acquisition_2429_1_0.png,28,77.1,331.4,7.68,6.8,29.66,2.65
Acquisition_2429_1_0.png,29,76.3,307.4,16.13,15.31,142.81,5.57
Acquisition_2429_1_0.png,30,739.4,259.5,14.86,13.72,159.42,5.13
Acquisition_2429_1_0.png,31,670.1,234.1,13.37,11.93,113.23,4.61
Acquisition_2429_1_0.png,32,10.1,228.8,12.94,12.85,58.76,4.47
Acquisition_2429_1_0.png,33,393.3,192.2,15.91,13.34,15.31,5.49
Acquisition_2429_1_0.png,34,730.6,151.9,23.64,11.78,23.07,8.15
Acquisition_2429_1_0.png,35,405.2,142.1,8.83,7.92,114.18,3.05
Acquisition_2429_1_0.png,36,686.2,145.0,18.27,11.41,156.12,6.3
Acquisition_2429_1_0.png,37,816.0,88.3,17.02,15.4,8.01,5.87
Acquisition_2429_1_0.png,38,30.9,65.0,15.39,12.62,0.48,5.31
Acquisition_2429_1_0.png,39,199.4,20.4,9.93,7.49,154.85,3.43
Acquisition_2429_1_0.png,40,376.6,17.6,14.46,9.01,24.72,4.99
Acquisition_2429_1_1.png,1,549.6,1009.5,12.84,11.84,175.03,4.43
Acquisition_2429_1_1.png,2,424.1,955.6,15.8,14.03,95.6,5.45
Acquisition_2429_1_1.png,3,167.7,954.1,17.33,10.56,39.71,5.98
Acquisition_2429_1_1.png,4,431.4,894.0,14.62,14.15,77.79,5.04
Acquisition_2429_1_1.png,5,841.2,863.7,20.62,13.98,140.03,7.12
Acquisition_2429_1_1.png,6,391.2,854.9,16.81,13.91,95.04,5.8
Acquisition_2429_1_1.png,7,142.0,847.3,18.42,17.03,90.49,6.35
Acquisition_2429_1_1.png,8,48.3,740.7,32.1,13.22,28.73,11.07
Acquisition_2429_1_1.png,9,395.5,687.1,17.05,14.72,130.59,5.88
Acquisition_2429_1_1.png,10,320.7,668.7,14.02,12.6,78.21,4.84
Acquisition_2429_1_1.png,11,550.4,649.5,13.6,11.4,47.42,4.69
Acquisition_2429_1_1.png,12,332.9,635.1,14.69,13.53,44.15,5.07
Acquisition_2429_1_1.png,13,224.7,609.6,16.78,8.55,124.19,5.79
Acquisition_2429_1_1.png,14,10.3,575.3,15.34,13.51,25.56,5.29
Acquisition_2429_1_1.png,15,289.6,564.3,9.76,9.36,29.9,3.37
Acquisition_2429_1_1.png,16,342.7,555.1,11.56,6.23,11.7,3.99
Acquisition_2429_1_1.png,17,99.2,527.7,15.11,11.71,179.44,5.21
Acquisition_2429_1_1.png,18,867.9,513.6,16.53,11.64,128.39,5.7
Acquisition_2429_1_1.png,19,361.6,503.1,16.42,14.22,63.23,5.66
Acquisition_2429_1_1.png,20,78.8,498.0,16.15,15.15,134.25,5.57
Acquisition_2429_1_1.png,21,432.3,445.2,17.66,9.73,73.85,6.09
Acquisition_2429_1_1.png,22,93.2,445.1,14.03,13.78,99.25,4.84
Acquisition_2429_1_1.png,23,765.6,383.1,10.47,9.02,74.55,3.61
Acquisition_2429_1_1.png,24,216.6,328.7,9.44,9.17,1.88,3.26
Acquisition_2429_1_1.png,25,301.5,263.7,16.62,12.29,48.85,5.73
Acquisition_2429_1_1.png,26,267.6,198.0,17.27,10.48,6.34,5.96
Acquisition_2429_1_1.png,27,585.1,181.0,13.67,13.47,136.52,4.72
Acquisition_2429_1_1.png,28,792.1,14.2,9.89,8.08,156.01,3.41
Acquisition_2429_2_0.png,1,293.8,831.7,28.06,14.98,159.93,9.68
Acquisition_2429_2_0.png,2,25.3,801.5,8.67,6.55,84.81,2.99
Acquisition_2429_2_0.png,3,35.0,790.6,13.63,12.93,88.42,4.7
Acquisition_2429_2_0.png,4,87.9,783.2,17.35,16.29,152.04,5.99
Acquisition_2429_2_0.png,5,486.5,786.2,29.39,16.68,137.44,10.14
Acquisition_2429_2_0.png,6,176.2,755.8,11.42,10.87,69.27,3.94
Acquisition_2429_2_0.png,7,392.2,754.4,16.66,13.33,63.02,5.75
Acquisition_2429_2_0.png,8,500.5,739.7,16.05,10.09,84.93,5.54
Acquisition_2429_2_0.png,9,402.8,731.9,8.25,6.62,93.23,2.85
Acquisition_2429_2_0.png,10,56.2,717.2,25.24,14.36,162.81,8.71
Acquisition_2429_2_0.png,11,246.5,662.2,15.36,14.0,152.25,5.3
Acquisition_2429_2_0.png,12,745.7,636.1,17.21,11.74,171.92,5.94
Acquisition_2429_2_0.png,13,148.4,617.7,11.29,8.78,13.12,3.89
Acquisition_2429_2_0.png,14,10.3,615.1,13.18,11.56,133.85,4.55
Acquisition_2429_2_0.png,15,927.6,616.7,16.92,11.94,31.48,5.84
Acquisition_2429_2_0.png,16,393.9,614.1,12.34,10.04,105.19,4.26
Acquisition_2429_2_0.png,17,581.8,610.2,16.45,10.55,139.82,5.68
Acquisition_2429_2_0.png,18,518.5,592.1,13.28,12.36,0.59,4.58
Acquisition_2429_2_0.png,19,308.3,590.7,17.15,13.72,177.47,5.92
Acquisition_2429_2_0.png,20,518.4,575.5,16.33,12.13,179.78,5.63
Acquisition_2429_2_0.png,21,246.4,576.1,18.31,9.97,30.6,6.32
Acquisition_2429_2_0.png,22,178.8,555.3,15.33,11.88,147.61,5.29
Acquisition_2429_2_0.png,23,0.4,550.0,14.88,11.52,58.75,5.13
Acquisition_2429_2_0.png,24,779.2,547.7,16.7,9.48,130.46,5.76
Acquisition_2429_2_0.png,25,243.3,531.1,13.58,12.27,58.06,4.68
Acquisition_2429_2_0.png,26,608.4,526.5,12.91,12.09,146.96,4.45
Acquisition_2429_2_0.png,27,68.1,523.6,14.52,11.57,56.13,5.01
Acquisition_2429_2_0.png,28,532.1,520.9,15.25,13.4,11.35,5.26
Acquisition_2429_2_0.png,29,318.3,521.3,15.38,12.87,179.61,5.31
Acquisition_2429_2_0.png,30,97.0,510.7,15.52,13.76,13.78,5.36
Acquisition_2429_2_0.png,31,593.7,508.2,16.48,13.91,160.59,5.68
Acquisition_2429_2_0.png,32,309.3,479.7,13.62,12.18,7.13,4.7
Acquisition_2429_2_0.png,33,43.8,473.4,12.99,7.49,0.64,4.48
Acquisition_2429_2_0.png,34,386.9,421.8,16.91,13.46,121.81,5.84
Acquisition_2429_2_0.png,35,327.1,394.8,12.19,7.72,22.06,4.21
Acquisition_2429_2_0.png,36,280.0,395.4,16.87,13.87,1.21,5.82
Acquisition_2429_2_0.png,37,311.8,380.7,15.63,14.45,145.51,5.39
Acquisition_2429_2_0.png,38,459.3,370.9,12.86,6.28,159.11,4.44
Acquisition_2429_2_0.png,39,200.4,369.2,15.59,12.72,4.23,5.38
Acquisition_2429_2_0.png,40,205.8,343.8,12.09,9.29,175.95,4.17
Acquisition_2429_2_0.png,41,106.1,342.4,15.1,13.61,175.87,5.21
Acquisition_2429_2_0.png,42,350.0,335.5,15.53,12.21,129.24,5.36
Acquisition_2429_2_0.png,43,160.1,336.0,14.52,13.49,174.3,5.01
Acquisition_2429_2_0.png,44,376.0,332.0,13.46,11.48,71.22,4.64
Acquisition_2429_2_0.png,45,796.1,319.4,17.53,12.65,52.32,6.05
Acquisition_2429_2_0.png,46,743.7,313.5,5.85,5.31,0.0,2.02
Acquisition_2429_2_0.png,47,178.5,310.0,8.76,6.72,179.37,3.02
Acquisition_2429_2_0.png,48,130.1,300.8,15.8,13.61,12.34,5.45
Acquisition_2429_2_0.png,49,577.7,295.2,14.3,12.08,173.28,4.93
Acquisition_2429_2_0.png,50,298.0,295.0,16.89,13.93,123.65,5.83
Acquisition_2429_2_0.png,51,361.5,287.9,10.95,9.2,75.21,3.78
Acquisition_2429_2_0.png,52,185.0,276.7,11.7,11.04,52.51,4.04
Acquisition_2429_2_0.png,53,364.8,262.1,13.8,11.8,31.56,4.76
Acquisition_2429_2_0.png,54,378.9,255.5,15.25,11.08,158.7,5.26
Acquisition_2429_2_0.png,55,109.8,248.7,13.87,13.42,38.19,4.79
Acquisition_2429_2_0.png,56,326.0,222.8,9.51,5.7,169.8,3.28
Acquisition_2429_2_0.png,57,458.5,218.2,14.87,10.39,81.61,5.13
Acquisition_2429_2_0.png,58,385.8,219.2,13.79,11.01,29.5,4.76
Acquisition_2429_2_0.png,59,966.8,203.2,17.55,14.27,19.11,6.05
Acquisition_2429_2_1.png,1,605.8,1016.1,16.88,12.16,142.72,5.82
Acquisition_2429_2_1.png,2,267.7,960.0,13.24,8.7,173.23,4.57
Acquisition_2429_2_1.png,3,839.3,944.6,17.36,14.83,176.33,5.99
Acquisition_2429_2_1.png,4,647.2,934.6,12.57,8.22,40.68,4.34
Acquisition_2429_2_1.png,5,500.1,894.5,9.07,7.42,43.82,3.13
Acquisition_2429_2_1.png,6,818.2,858.8,15.7,14.22,68.96,5.42
Acquisition_2429_2_1.png,7,182.1,803.1,23.52,14.67,119.54,8.11
Acquisition_2429_2_1.png,8,631.3,785.7,15.4,12.83,123.82,5.31
Acquisition_2429_2_1.png,9,612.7,747.0,15.76,11.83,14.48,5.44
Acquisition_2429_2_1.png,10,665.5,711.7,13.99,9.35,173.04,4.83
Acquisition_2429_2_1.png,11,530.6,705.9,17.35,11.34,34.84,5.99
Acquisition_2429_2_1.png,12,217.8,669.2,8.49,4.54,169.19,2.93
Acquisition_2429_2_1.png,13,50.7,608.1,19.26,14.33,64.28,6.64
Acquisition_2429_2_1.png,14,222.9,565.6,10.31,5.99,142.78,3.56
Acquisition_2429_2_1.png,15,180.2,547.2,9.44,5.61,20.83,3.26
Acquisition_2429_2_1.png,16,39.7,513.1,15.36,14.68,163.94,5.3
Acquisition_2429_2_1.png,17,728.3,489.1,13.1,8.46,151.73,4.52
Acquisition_2429_2_1.png,18,262.8,464.8,8.57,7.01,122.57,2.96
Acquisition_2429_2_1.png,19,54.2,452.0,8.96,7.68,31.33,3.09
Acquisition_2429_2_1.png,20,574.7,443.9,10.13,9.62,176.9,3.49
Acquisition_2429_2_1.png,21,806.4,327.0,14.82,13.73,125.4,5.11
Acquisition_2429_2_1.png,22,717.5,220.0,14.22,10.25,91.35,4.91
Acquisition_2429_2_1.png,23,802.5,198.1,10.27,5.91,11.03,3.54
Acquisition_2429_2_1.png,24,599.2,197.9,13.05,11.37,31.32,4.5
Acquisition_2429_2_1.png,25,779.1,169.4,8.75,4.94,77.55,3.02
Acquisition_2429_2_1.png,26,941.7,173.4,18.92,14.16,118.06,6.53
Acquisition_2429_2_1.png,27,910.5,140.5,15.5,12.84,124.37,5.35
Acquisition_2429_2_1.png,28,89.6,119.7,15.67,11.5,32.65,5.4
Acquisition_2429_2_1.png,29,367.7,99.8,8.25,6.69,146.58,2.85
Acquisition_2429_2_1.png,30,796.0,98.9,18.36,9.88,174.78,6.33
Acquisition_2429_2_1.png,31,953.4,91.0,17.21,9.44,18.27,5.94
Acquisition_2429_2_1.png,32,891.1,3.6,15.79,11.85,17.78,5.45
Acquisition_2429_3_0.png,1,648.1,1019.9,14.36,11.67,100.86,4.96
Acquisition_2429_3_0.png,2,795.1,1000.5,18.37,9.8,101.73,6.34
Acquisition_2429_3_0.png,3,146.9,980.5,14.96,13.74,158.18,5.16
Acquisition_2429_3_0.png,4,861.1,964.3,17.79,10.52,156.48,6.14
Acquisition_2429_3_0.png,5,740.8,946.8,15.24,10.6,51.51,5.26
Acquisition_2429_3_0.png,6,756.3,919.0,14.62,10.51,149.47,5.04
Acquisition_2429_3_0.png,7,919.7,916.7,18.39,14.89,134.48,6.34
Acquisition_2429_3_0.png,8,469.3,913.8,20.63,14.56,156.26,7.12
Acquisition_2429_3_0.png,9,445.6,893.3,9.57,6.03,3.74,3.3
Acquisition_2429_3_0.png,10,762.4,762.8,13.99,11.69,125.62,4.83
Acquisition_2429_3_0.png,11,565.3,713.8,14.95,14.03,97.37,5.16
Acquisition_2429_3_0.png,12,1002.9,717.0,21.58,9.1,165.95,7.45
Acquisition_2429_3_0.png,13,928.5,689.6,38.01,18.34,61.91,13.11
Acquisition_2429_3_0.png,14,343.3,646.8,16.25,15.23,171.98,5.61
Acquisition_2429_3_0.png,15,420.9,631.1,18.56,10.76,10.44,6.4
Acquisition_2429_3_0.png,16,790.3,624.0,17.56,14.8,150.25,6.06
Acquisition_2429_3_0.png,17,838.5,612.6,17.01,14.57,160.45,5.87
Acquisition_2429_3_0.png,18,318.8,596.7,13.32,9.63,175.03,4.6
Acquisition_2429_3_0.png,19,68.3,560.2,14.23,11.14,17.94,4.91
Acquisition_2429_3_0.png,20,533.0,548.8,13.85,12.06,33.16,4.78
Acquisition_2429_3_0.png,21,147.1,546.5,17.58,10.57,116.62,6.06
Acquisition_2429_3_0.png,22,744.8,540.6,12.63,9.43,108.44,4.36
Acquisition_2429_3_0.png,23,509.4,532.7,11.28,10.7,121.14,3.89
Acquisition_2429_3_0.png,24,139.6,521.5,10.67,6.84,166.36,3.68
Acquisition_2429_3_0.png,25,82.2,477.3,11.76,9.8,82.73,4.06
Acquisition_2429_3_0.png,26,266.8,469.9,14.37,11.02,90.99,4.96
Acquisition_2429_3_0.png,27,409.0,458.8,15.42,13.36,157.94,5.32
Acquisition_2429_3_0.png,28,681.6,436.9,16.53,10.74,90.98,5.7
Acquisition_2429_3_0.png,29,57.7,432.0,15.48,10.31,158.18,5.34
Acquisition_2429_3_0.png,30,526.6,427.9,12.47,11.71,6.56,4.3
Acquisition_2429_3_0.png,31,181.7,427.3,31.36,13.78,60.15,10.82
Acquisition_2429_3_0.png,32,106.7,420.1,13.1,8.6,174.97,4.52
Acquisition_2429_3_0.png,33,579.1,409.5,11.63,10.06,173.84,4.01
Acquisition_2429_3_0.png,34,642.9,400.0,15.19,13.38,64.35,5.24
Acquisition_2429_3_0.png,35,18.7,391.4,14.52,10.12,134.32,5.01
Acquisition_2429_3_0.png,36,295.7,371.7,12.84,9.72,56.32,4.43
Acquisition_2429_3_0.png,37,621.3,352.5,16.8,13.11,35.24,5.8
Acquisition_2429_3_0.png,38,421.5,349.1,10.2,9.77,135.05,3.52
Acquisition_2429_3_0.png,39,296.6,299.9,17.26,11.2,92.81,5.95
Acquisition_2429_3_0.png,40,330.8,295.3,9.46,8.47,65.49,3.26
Acquisition_2429_3_0.png,41,353.4,219.2,14.32,13.42,126.91,4.94
Acquisition_2429_3_1.png,1,1008.3,922.2,17.29,15.04,121.42,5.96
Acquisition_2429_3_1.png,2,262.2,915.7,13.14,10.54,7.47,4.53
Acquisition_2429_3_1.png,3,21.0,909.2,16.29,13.6,86.98,5.62
Acquisition_2429_3_1.png,4,344.3,906.5,14.45,6.89,127.86,4.98
Acquisition_2429_3_1.png,5,696.6,904.7,16.15,11.79,145.39,5.57
Acquisition_2429_3_1.png,6,243.3,886.4,12.61,11.99,134.26,4.35
Acquisition_2429_3_1.png,7,935.5,875.2,16.02,12.45,54.3,5.53
Acquisition_2429_3_1.png,8,316.0,840.2,12.94,6.54,117.63,4.46
Acquisition_2429_3_1.png,9,535.9,789.0,14.67,9.93,63.3,5.06
Acquisition_2429_3_1.png,10,517.4,771.5,14.68,10.33,139.05,5.07
Acquisition_2429_3_1.png,11,42.0,744.1,16.36,12.15,9.93,5.64
Acquisition_2429_3_1.png,12,24.5,743.4,13.56,11.98,142.18,4.68
Acquisition_2429_3_1.png,13,664.4,563.4,18.81,12.57,128.5,6.49
Acquisition_2429_3_1.png,14,315.7,504.9,11.9,8.32,59.05,4.11
Acquisition_2429_3_1.png,15,799.4,451.9,14.67,6.82,25.76,5.06
Acquisition_2429_3_1.png,16,138.3,451.9,16.18,12.88,162.51,5.58
Acquisition_2429_3_1.png,17,197.5,396.2,15.36,11.21,89.27,5.3
Acquisition_2429_3_1.png,18,961.7,397.0,17.89,11.49,177.98,6.17
Acquisition_2429_3_1.png,19,323.2,388.4,14.36,11.53,81.33,4.95
Acquisition_2429_3_1.png,20,397.4,377.8,17.57,15.28,55.89,6.06
Acquisition_2429_3_1.png,21,290.0,351.5,11.24,10.19,120.73,3.88
Acquisition_2429_3_1.png,22,318.8,298.9,16.09,13.68,13.44,5.55
Acquisition_2429_3_1.png,23,301.7,276.2,13.37,12.33,28.79,4.61
Acquisition_2429_3_1.png,24,862.6,264.6,17.06,12.67,144.64,5.89
Acquisition_2429_3_1.png,25,827.2,223.3,14.58,13.32,172.54,5.03
Acquisition_2429_3_1.png,26,558.6,202.4,14.18,9.37,88.15,4.89
Acquisition_2429_3_1.png,27,456.9,194.5,13.57,12.88,113.45,4.68
Acquisition_2429_3_1.png,28,440.0,165.4,16.48,10.68,126.12,5.69
Acquisition_2429_3_1.png,29,149.1,133.0,16.4,14.04,0.25,5.66
Acquisition_2429_3_1.png,30,918.8,102.9,20.59,15.12,41.81,7.1
Acquisition_2429_3_1.png,31,710.0,98.6,32.8,14.96,26.78,11.32
Acquisition_2429_3_1.png,32,232.4,47.6,16.65,13.7,36.26,5.74
Acquisition_2429_3_1.png,33,377.5,31.3,18.91,12.53,133.41,6.52
Acquisition_2429_3_1.png,34,708.4,18.2,16.31,10.67,99.58,5.63
Acquisition_2475_0_0.png,1,545.6,1005.2,10.84,9.81,64.28,3.74
Acquisition_2475_0_0.png,2,744.1,1001.5,14.36,14.07,24.08,4.96
Acquisition_2475_0_0.png,3,781.4,985.2,14.89,14.31,49.34,5.14
Acquisition_2475_0_0.png,4,267.5,975.8,17.19,14.78,106.82,5.93
Acquisition_2475_0_0.png,5,830.4,969.0,14.25,11.6,179.14,4.92
Acquisition_2475_0_0.png,6,950.2,954.2,7.2,5.54,82.66,2.48
Acquisition_2475_0_0.png,7,577.0,941.3,16.29,13.13,115.18,5.62
Acquisition_2475_0_0.png,8,285.9,942.2,15.08,9.83,167.7,5.2
Acquisition_2475_0_0.png,9,948.3,930.9,14.66,13.98,87.28,5.06
Acquisition_2475_0_0.png,10,585.1,890.4,11.07,7.07,124.69,3.82
Acquisition_2475_0_0.png,11,531.2,890.8,18.61,12.06,98.64,6.42
Acquisition_2475_0_0.png,12,959.0,867.0,20.81,13.66,154.22,7.18
Acquisition_2475_0_0.png,13,230.4,830.5,15.88,12.04,56.08,5.48
Acquisition_2475_0_0.png,14,907.0,807.1,10.06,6.97,149.03,3.47
Acquisition_2475_0_0.png,15,608.5,794.5,15.4,13.61,129.01,5.31
Acquisition_2475_0_0.png,16,849.6,787.9,12.83,11.08,100.68,4.43
Acquisition_2475_0_0.png,17,216.6,760.6,9.01,7.37,126.83,3.11
Acquisition_2475_0_0.png,18,449.8,749.7,9.54,5.79,109.0,3.29
Acquisition_2475_0_0.png,19,632.6,722.0,13.85,11.71,54.79,4.78
Acquisition_2475_0_0.png,20,277.6,718.2,9.02,7.14,105.08,3.11
Acquisition_2475_0_0.png,21,242.8,714.8,7.76,5.78,68.51,2.68
Acquisition_2475_0_0.png,22,212.0,710.9,9.53,7.52,89.84,3.29
Acquisition_2475_0_0.png,23,708.1,668.7,7.21,6.81,103.59,2.49
Acquisition_2475_0_0.png,24,11.0,689.1,42.41,19.91,161.31,14.63
Acquisition_2475_0_0.png,25,97.6,670.9,14.85,14.2,124.27,5.12
Acquisition_2475_0_0.png,26,601.5,668.8,13.67,10.06,147.87,4.72
Acquisition_2475_0_0.png,27,240.0,655.3,10.02,9.15,123.94,3.46
Acquisition_2475_0_0.png,28,265.6,644.3,15.09,12.72,158.52,5.21
Acquisition_2475_0_0.png,29,565.0,634.8,11.77,8.88,94.74,4.06
Acquisition_2475_0_0.png,30,607.6,626.0,13.09,10.04,161.31,4.52
Acquisition_2475_0_0.png,31,405.9,554.6,12.6,10.76,104.0,4.35
Acquisition_2475_0_0.png,32,824.9,530.0,9.23,8.83,74.7,3.18
Acquisition_2475_0_0.png,33,44.0,523.6,15.84,13.23,123.97,5.47
Acquisition_2475_0_0.png,34,864.3,521.3,13.61,10.64,111.77,4.7
Acquisition_2475_0_0.png,35,438.5,510.7,13.49,10.39,7.28,4.65
Acquisition_2475_0_0.png,36,733.7,503.5,15.11,7.68,144.16,5.21
Acquisition_2475_0_0.png,37,181.5,488.9,14.92,14.06,74.3,5.15
Acquisition_2475_0_0.png,38,830.7,483.5,10.08,7.92,90.0,3.48
Acquisition_2475_0_0.png,39,476.6,483.8,15.83,9.99,168.91,5.46
Acquisition_2475_0_0.png,40,713.3,472.7,12.0,10.01,116.67,4.14
Acquisition_2475_0_0.png,41,451.1,465.6,12.17,7.91,121.31,4.2
Acquisition_2475_0_0.png,42,856.6,461.4,12.39,6.67,115.25,4.28
Acquisition_2475_0_0.png,43,85.3,456.7,15.67,14.5,124.04,5.4
Acquisition_2475_0_0.png,44,501.3,447.3,15.84,13.37,5.37,5.47
