,image_filename,track_id,centroid_x_px_ellipse,centroid_y_px_ellipse,major_axis_px,minor_axis_px,orientation_deg,len_um
39,Frame10_Acquisition_14003_2_0.png,7,642.8,767.2,7.92,7.0,53.29,2.73
40,Frame10_Acquisition_14003_2_0.png,8,864.2,719.7,9.7,7.43,165.33,3.35
41,Frame10_Acquisition_14003_2_0.png,9,970.0,634.5,4.18,3.42,90.0,1.44
42,Frame10_Acquisition_14003_2_0.png,10,786.2,566.3,11.16,8.71,75.8,3.85
43,Frame10_Acquisition_14003_2_0.png,11,851.8,560.6,9.49,8.83,131.99,3.27
44,Frame10_Acquisition_14003_2_0.png,12,964.6,509.7,16.09,12.19,161.74,5.55
45,Frame10_Acquisition_14003_2_0.png,13,118.6,326.1,14.68,12.3,136.94,5.07
46,Frame10_Acquisition_14003_2_0.png,14,56.0,152.5,19.15,13.79,152.99,6.61
47,Frame10_Acquisition_14003_2_1.png,1,894.5,928.9,12.54,9.52,45.99,4.33
48,Frame10_Acquisition_14003_2_1.png,2,330.9,680.6,8.99,7.52,44.09,3.1
49,Frame10_Acquisition_14003_2_1.png,3,748.5,680.9,11.84,10.28,24.02,4.09
50,Frame10_Acquisition_14003_2_1.png,4,439.4,666.9,14.2,10.27,129.37,4.9
51,Frame10_Acquisition_14003_2_1.png,5,373.7,658.8,15.04,14.52,93.43,5.19
52,Frame10_Acquisition_14003_2_1.png,6,416.8,631.1,6.9,6.34,36.23,2.38
53,Frame10_Acquisition_14003_2_1.png,7,901.6,568.4,12.95,11.11,24.11,4.47
54,Frame10_Acquisition_14003_2_1.png,8,694.7,559.8,9.11,7.33,64.0,3.14
55,Frame10_Acquisition_14003_2_1.png,9,865.7,526.5,8.93,5.24,145.62,3.08
56,Frame10_Acquisition_14003_2_1.png,10,929.9,509.9,14.4,12.03,22.28,4.97
57,Frame10_Acquisition_14003_2_1.png,11,885.8,483.0,16.68,14.53,130.38,5.76
58,Frame10_Acquisition_14003_2_1.png,12,381.1,432.1,10.86,8.68,139.89,3.75
59,Frame10_Acquisition_14003_2_1.png,13,798.5,423.9,17.49,17.12,173.92,6.03
60,Frame10_Acquisition_14003_2_1.png,14,716.8,392.4,8.96,8.74,36.16,3.09
61,Frame10_Acquisition_14003_2_1.png,15,814.5,334.6,7.42,4.77,21.06,2.56
62,Frame10_Acquisition_14003_2_1.png,16,535.5,321.6,10.43,7.59,22.75,3.6
63,Frame10_Acquisition_14003_2_1.png,17,849.4,322.0,22.94,16.15,72.95,7.92
64,Frame10_Acquisition_14003_2_1.png,18,380.7,315.8,12.35,11.14,56.64,4.26
65,Frame10_Acquisition_14003_2_1.png,19,739.2,311.5,9.95,8.05,113.7,3.43
66,Frame10_Acquisition_14003_2_1.png,20,433.2,302.1,14.93,13.12,102.4,5.15
67,Frame10_Acquisition_14003_2_1.png,21,777.4,278.2,13.61,10.16,155.84,4.69
68,Frame10_Acquisition_14003_2_1.png,22,853.4,263.6,17.82,14.9,96.71,6.15
69,Frame10_Acquisition_14003_2_1.png,23,829.4,265.0,18.74,16.03,35.91,6.46
70,Frame10_Acquisition_14003_2_1.png,24,787.3,254.8,15.16,12.71,168.29,5.23
71,Frame10_Acquisition_14003_2_1.png,25,900.0,228.4,12.03,10.47,70.06,4.15
72,Frame10_Acquisition_14003_2_1.png,26,597.0,203.8,12.54,9.09,129.07,4.33
73,Frame10_Acquisition_14003_2_1.png,27,836.4,202.2,10.24,8.63,44.15,3.53
74,Frame10_Acquisition_14003_2_1.png,28,4.1,195.0,9.73,7.63,7.43,3.36
75,Frame10_Acquisition_14003_2_1.png,29,290.0,187.0,7.13,4.44,142.22,2.46
76,Frame10_Acquisition_14003_2_1.png,30,921.9,183.5,7.46,6.73,3.57,2.57
77,Frame10_Acquisition_14003_2_1.png,31,875.0,182.1,13.57,12.55,34.9,4.68
78,Frame10_Acquisition_14003_2_1.png,32,130.9,172.7,10.47,8.7,170.17,3.61
79,Frame10_Acquisition_14003_2_1.png,33,270.9,149.3,6.34,4.75,175.21,2.19
80,Frame10_Acquisition_14003_2_1.png,34,347.7,139.9,8.05,3.71,35.26,2.78
81,Frame10_Acquisition_14003_2_1.png,35,164.1,130.6,8.08,7.89,112.12,2.79
82,Frame10_Acquisition_14003_2_1.png,36,384.6,78.5,9.31,8.27,90.0,3.21
83,Frame10_Acquisition_14003_2_1.png,37,452.6,76.1,13.37,11.77,136.6,4.61
84,Frame10_Acquisition_14003_2_1.png,38,974.4,63.8,12.28,6.69,177.36,4.24
85,Frame10_Acquisition_14003_2_1.png,39,260.6,53.0,11.98,11.2,150.89,4.13
86,Frame10_Acquisition_14003_2_1.png,40,459.6,5.9,14.85,13.1,114.15,5.12
87,Frame10_Acquisition_14003_2_1.png,41,367.7,4.8,13.51,10.15,101.15,4.66
88,Frame10_Acquisition_14003_2_1.png,42,335.6,7.4,15.78,14.77,119.58,5.44
89,Frame10_Acquisition_14003_3_0.png,1,159.7,1009.7,12.59,9.62,139.04,4.34
90,Frame10_Acquisition_14003_3_0.png,2,58.9,916.8,11.39,9.69,74.77,3.93
91,Frame10_Acquisition_14003_3_0.png,3,99.2,903.6,13.8,12.95,168.37,4.76
92,Frame10_Acquisition_14003_3_0.png,4,298.2,867.8,9.93,9.36,164.23,3.43
93,Frame10_Acquisition_14003_3_0.png,5,222.1,667.5,5.88,3.44,83.24,2.03
94,Frame10_Acquisition_14003_3_0.png,6,164.0,651.1,9.42,7.1,57.97,3.25
95,Frame10_Acquisition_14003_3_0.png,7,608.9,641.0,7.33,6.3,121.13,2.53
96,Frame10_Acquisition_14003_3_0.png,8,15.1,628.6,12.4,6.66,151.55,4.28
97,Frame10_Acquisition_14003_3_0.png,9,430.9,470.3,15.64,12.81,36.12,5.39
98,Frame10_Acquisition_14003_3_0.png,10,502.2,459.3,14.03,11.12,55.26,4.84
99,Frame10_Acquisition_14003_3_0.png,11,339.5,448.5,10.24,7.21,17.69,3.53
100,Frame10_Acquisition_14003_3_0.png,12,428.5,407.3,7.16,5.91,19.87,2.47
101,Frame10_Acquisition_14003_3_1.png,1,581.7,1017.5,13.47,12.5,164.96,4.65
102,Frame10_Acquisition_14003_3_1.png,2,203.6,757.5,17.06,14.32,101.64,5.89
103,Frame10_Acquisition_14003_3_1.png,3,239.1,697.9,15.3,13.71,74.5,5.28
104,Frame10_Acquisition_14003_3_1.png,4,239.1,631.0,11.06,9.75,126.93,3.82
105,Frame10_Acquisition_14003_3_1.png,5,309.5,606.2,9.03,7.87,128.38,3.11
106,Frame10_Acquisition_14003_3_1.png,6,196.8,591.6,8.11,5.13,55.09,2.8
107,Frame10_Acquisition_14003_3_1.png,7,267.8,587.9,7.12,5.1,94.04,2.46
108,Frame10_Acquisition_14003_3_1.png,8,175.9,580.4,14.07,12.29,79.21,4.85
109,Frame10_Acquisition_14003_3_1.png,9,515.3,562.7,9.38,8.06,28.03,3.24
110,Frame10_Acquisition_14003_3_1.png,10,346.8,564.5,16.48,13.08,127.43,5.69
111,Frame10_Acquisition_14003_3_1.png,11,388.7,537.5,7.76,6.18,22.4,2.68
112,Frame10_Acquisition_14003_3_1.png,12,608.1,500.7,7.53,5.52,172.66,2.6
113,Frame10_Acquisition_14003_3_1.png,13,251.0,479.8,10.27,9.12,20.85,3.54
114,Frame10_Acquisition_14003_3_1.png,14,530.2,407.7,18.66,14.79,159.18,6.44
115,Frame10_Acquisition_14003_3_1.png,15,599.8,374.5,5.22,4.56,176.48,1.8
116,Frame10_Acquisition_14003_3_1.png,16,15.9,101.6,7.52,7.03,52.16,2.59
117,Frame10_Acquisition_14003_3_1.png,17,510.6,98.5,13.07,12.64,108.4,4.51
118,Frame10_Acquisition_14003_3_1.png,18,18.3,79.9,17.75,13.97,154.14,6.12
119,Frame11_Acquisition_14014_0_1.png,1,643.9,576.0,6.89,5.64,124.24,2.38
120,Frame11_Acquisition_14014_0_1.png,2,613.5,567.4,9.17,8.18,65.86,3.16
121,Frame11_Acquisition_14014_1_0.png,1,896.5,598.3,12.7,11.52,1.66,4.38
122,Frame11_Acquisition_14014_2_0.png,1,280.9,735.5,15.48,13.92,96.83,5.34
123,Frame11_Acquisition_14014_2_0.png,2,293.9,576.0,13.98,12.81,159.61,4.82
124,Frame11_Acquisition_14014_2_0.png,3,266.4,560.9,9.34,7.04,67.87,3.22
125,Frame11_Acquisition_14014_2_0.png,4,575.5,452.4,15.02,13.55,70.72,5.18
126,Frame11_Acquisition_14014_2_0.png,5,754.4,413.8,14.31,10.69,61.09,4.94
127,Frame11_Acquisition_14014_2_0.png,6,788.6,240.5,7.39,5.77,114.07,2.55
128,Frame11_Acquisition_14014_2_0.png,7,838.4,128.7,5.74,4.51,167.82,1.98
129,Frame11_Acquisition_14014_2_1.png,1,484.1,1011.0,11.65,11.41,2.39,4.02
130,Frame11_Acquisition_14014_2_1.png,2,473.8,977.2,14.98,13.75,133.76,5.17
131,Frame11_Acquisition_14014_2_1.png,3,484.8,887.2,8.77,6.54,173.24,3.03
132,Frame11_Acquisition_14014_2_1.png,4,501.2,858.8,13.07,12.49,107.24,4.51
133,Frame11_Acquisition_14014_2_1.png,5,211.5,804.3,8.18,5.81,167.77,2.82
134,Frame11_Acquisition_14014_2_1.png,6,983.5,751.8,5.74,3.42,166.88,1.98
135,Frame11_Acquisition_14014_2_1.png,7,870.9,678.2,15.9,11.83,160.22,5.48
136,Frame11_Acquisition_14014_2_1.png,8,279.0,655.6,7.14,4.81,116.08,2.46
137,Frame11_Acquisition_14014_2_1.png,9,839.7,596.6,8.66,7.94,64.7,2.99
138,Frame11_Acquisition_14014_2_1.png,10,348.6,584.9,5.25,3.47,128.77,1.81
139,Frame11_Acquisition_14014_2_1.png,11,999.4,574.9,7.84,6.61,107.46,2.7
140,Frame11_Acquisition_14014_2_1.png,12,923.3,525.2,5.23,3.15,40.29,1.8
141,Frame11_Acquisition_14014_2_1.png,13,937.5,520.3,5.09,3.25,0.0,1.76
142,Frame11_Acquisition_14014_2_1.png,14,476.9,337.0,9.97,9.43,65.17,3.44
143,Frame11_Acquisition_14014_2_1.png,15,1001.9,282.4,15.49,12.78,74.65,5.34
144,Frame11_Acquisition_14014_2_1.png,16,917.1,206.1,7.42,5.58,48.24,2.56
145,Frame11_Acquisition_14014_2_1.png,17,881.9,184.5,7.31,6.76,11.95,2.52
146,Frame11_Acquisition_14014_2_1.png,18,817.2,72.2,10.48,9.22,45.0,3.61
147,Frame11_Acquisition_14014_3_0.png,1,401.2,961.6,14.38,13.4,121.51,4.96
148,Frame11_Acquisition_14014_3_0.png,2,330.6,944.5,5.87,4.59,144.01,2.02
149,Frame11_Acquisition_14014_3_0.png,3,363.1,943.1,10.61,9.8,12.7,3.66
150,Frame11_Acquisition_14014_3_0.png,4,300.2,920.8,7.5,5.97,166.72,2.59
151,Frame11_Acquisition_14014_3_0.png,5,316.6,896.6,12.25,8.25,133.57,4.23
152,Frame11_Acquisition_14014_3_0.png,6,351.9,740.0,5.14,3.66,38.0,1.77
153,Frame11_Acquisition_14014_3_0.png,7,431.6,726.6,10.34,9.82,45.0,3.57
154,Frame11_Acquisition_14014_3_0.png,8,840.1,722.2,9.02,6.15,136.33,3.11
155,Frame11_Acquisition_14014_3_0.png,9,205.2,662.6,9.16,8.52,51.13,3.16
156,Frame11_Acquisition_14014_3_0.png,10,545.1,648.0,11.75,8.74,4.24,4.05
157,Frame11_Acquisition_14014_3_0.png,11,552.4,609.6,5.55,5.21,45.0,1.91
158,Frame11_Acquisition_14014_3_0.png,12,498.6,604.3,13.88,12.48,170.44,4.79
159,Frame11_Acquisition_14014_3_0.png,13,180.8,579.6,5.04,3.69,152.49,1.74
160,Frame11_Acquisition_14014_3_0.png,14,503.3,539.9,11.29,9.43,25.86,3.9
161,Frame11_Acquisition_14014_3_0.png,15,483.2,521.6,17.27,15.34,24.23,5.96
162,Frame11_Acquisition_14014_3_0.png,16,382.2,500.8,12.46,11.76,111.3,4.3
163,Frame11_Acquisition_14014_3_0.png,17,534.4,486.1,10.24,9.96,121.5,3.53
164,Frame11_Acquisition_14014_3_0.png,18,620.8,437.8,9.02,7.41,15.6,3.11
165,Frame11_Acquisition_14014_3_0.png,19,600.1,426.3,6.97,5.62,34.3,2.4
166,Frame11_Acquisition_14014_3_0.png,20,555.2,400.9,24.5,10.93,19.84,8.45
167,Frame11_Acquisition_14014_3_0.png,21,612.5,394.1,17.24,12.16,62.73,5.95
168,Frame11_Acquisition_14014_3_0.png,22,580.5,355.1,7.6,6.43,167.07,2.62
169,Frame11_Acquisition_14014_3_0.png,23,522.4,345.4,17.47,11.53,2.82,6.03
170,Frame11_Acquisition_14014_3_0.png,24,654.3,339.7,11.45,8.89,81.09,3.95
171,Frame11_Acquisition_14014_3_0.png,25,383.8,221.8,11.45,9.78,148.42,3.95
172,Frame11_Acquisition_14014_3_0.png,26,542.3,116.7,8.74,8.16,134.6,3.02
173,Frame11_Acquisition_14014_3_0.png,27,533.0,84.0,19.63,16.8,59.36,6.77
174,Frame11_Acquisition_14014_3_0.png,28,600.4,32.4,8.99,8.39,128.23,3.1
175,Frame11_Acquisition_14014_3_0.png,29,172.7,29.0,12.12,10.83,120.45,4.18
176,Frame11_Acquisition_14014_3_0.png,30,291.8,23.8,5.86,4.91,34.92,2.02
177,Frame11_Acquisition_14014_3_0.png,31,283.5,24.0,8.4,7.06,162.05,2.9
178,Frame11_Acquisition_14014_3_0.png,32,837.7,20.3,9.37,7.47,114.83,3.23
179,Frame11_Acquisition_14014_3_0.png,33,575.1,23.0,13.47,11.63,166.87,4.65
180,Frame11_Acquisition_14014_3_0.png,34,179.9,11.1,8.97,7.66,172.68,3.09
181,Frame11_Acquisition_14014_3_1.png,1,244.0,1017.0,8.11,5.36,103.43,2.8
182,Frame11_Acquisition_14014_3_1.png,2,451.0,1011.6,14.22,8.1,174.11,4.91
183,Frame11_Acquisition_14014_3_1.png,3,282.8,1006.6,9.18,9.12,98.91,3.17
184,Frame11_Acquisition_14014_3_1.png,4,609.4,999.7,17.21,9.51,126.81,5.94
185,Frame11_Acquisition_14014_3_1.png,5,775.5,994.9,13.47,13.0,151.07,4.65
186,Frame11_Acquisition_14014_3_1.png,6,170.3,993.7,11.95,8.85,152.39,4.12
187,Frame11_Acquisition_14014_3_1.png,7,429.4,989.2,14.13,10.19,169.74,4.87
188,Frame11_Acquisition_14014_3_1.png,8,593.1,981.6,14.82,11.51,154.11,5.11
189,Frame11_Acquisition_14014_3_1.png,9,91.5,979.5,13.54,9.6,171.54,4.67
190,Frame11_Acquisition_14014_3_1.png,10,993.5,978.2,13.81,10.72,166.61,4.76
191,Frame11_Acquisition_14014_3_1.png,11,68.4,951.7,15.58,10.8,177.2,5.38
192,Frame11_Acquisition_14014_3_1.png,12,835.7,947.3,10.49,8.68,135.0,3.62
193,Frame11_Acquisition_14014_3_1.png,13,43.6,934.0,6.61,5.69,35.57,2.28
194,Frame11_Acquisition_14014_3_1.png,14,996.6,935.9,15.29,13.22,149.57,5.27
195,Frame11_Acquisition_14014_3_1.png,15,510.9,928.9,23.36,15.16,7.97,8.06
196,Frame11_Acquisition_14014_3_1.png,16,700.9,912.9,4.58,4.15,26.37,1.58
197,Frame11_Acquisition_14014_3_1.png,17,574.0,915.2,10.21,7.68,110.99,3.52
198,Frame11_Acquisition_14014_3_1.png,18,432.0,915.7,16.45,13.5,111.34,5.68
199,Frame11_Acquisition_14014_3_1.png,19,679.8,907.6,5.45,4.42,166.47,1.88
200,Frame11_Acquisition_14014_3_1.png,20,535.9,906.3,20.53,16.43,167.81,7.08
201,Frame11_Acquisition_14014_3_1.png,21,620.4,887.0,15.12,8.44,169.99,5.22
202,Frame11_Acquisition_14014_3_1.png,22,973.9,875.9,7.73,6.08,9.62,2.67
203,Frame11_Acquisition_14014_3_1.png,23,1015.8,864.8,10.03,9.0,176.01,3.46
204,Frame11_Acquisition_14014_3_1.png,24,711.8,849.7,14.45,11.96,161.61,4.99
205,Frame11_Acquisition_14014_3_1.png,25,996.9,849.3,15.41,12.38,171.24,5.32
206,Frame11_Acquisition_14014_3_1.png,26,464.9,846.4,11.3,9.86,132.09,3.9
207,Frame11_Acquisition_14014_3_1.png,27,632.4,840.7,12.05,8.21,125.16,4.16
208,Frame11_Acquisition_14014_3_1.png,28,544.6,826.9,14.58,11.46,41.2,5.03
209,Frame11_Acquisition_14014_3_1.png,29,459.2,827.2,16.83,14.76,70.81,5.8
210,Frame11_Acquisition_14014_3_1.png,30,723.9,813.0,11.25,8.34,176.45,3.88
211,Frame11_Acquisition_14014_3_1.png,31,437.9,799.0,16.87,14.18,161.94,5.82
212,Frame11_Acquisition_14014_3_1.png,32,726.8,789.7,12.84,12.28,72.64,4.43
213,Frame11_Acquisition_14014_3_1.png,33,790.2,779.0,11.98,11.07,129.72,4.13
214,Frame11_Acquisition_14014_3_1.png,34,528.1,764.6,11.89,8.57,130.06,4.1
215,Frame11_Acquisition_14014_3_1.png,35,392.1,760.9,12.2,10.06,123.89,4.21
216,Frame11_Acquisition_14014_3_1.png,36,803.3,759.2,16.4,13.77,128.43,5.66
217,Frame11_Acquisition_14014_3_1.png,37,504.0,757.3,12.71,9.15,25.62,4.39
218,Frame11_Acquisition_14014_3_1.png,38,621.6,754.2,14.43,12.02,105.73,4.98
219,Frame11_Acquisition_14014_3_1.png,39,778.5,751.9,18.95,15.86,90.4,6.54
220,Frame11_Acquisition_14014_3_1.png,40,725.4,744.1,8.18,4.51,93.55,2.82
221,Frame11_Acquisition_14014_3_1.png,41,964.4,742.7,7.53,5.76,157.76,2.6
222,Frame11_Acquisition_14014_3_1.png,42,661.6,749.6,31.92,13.37,52.14,11.01
223,Frame11_Acquisition_14014_3_1.png,43,591.5,735.8,9.16,7.27,122.33,3.16
224,Frame11_Acquisition_14014_3_1.png,44,39.6,722.7,12.54,10.96,166.69,4.33
225,Frame11_Acquisition_14014_3_1.png,45,17.1,719.0,9.17,6.16,85.43,3.16
226,Frame11_Acquisition_14014_3_1.png,46,694.8,720.4,13.68,12.94,125.92,4.72
227,Frame11_Acquisition_14014_3_1.png,47,742.7,731.1,42.2,14.91,157.99,14.56
228,Frame11_Acquisition_14014_3_1.png,48,644.0,719.3,15.13,11.36,154.94,5.22
229,Frame11_Acquisition_14014_3_1.png,49,958.9,713.4,9.92,9.49,157.7,3.42
230,Frame11_Acquisition_14014_3_1.png,50,757.8,715.1,17.93,11.07,157.4,6.18
231,Frame11_Acquisition_14014_3_1.png,51,8.8,706.7,19.12,14.91,122.79,6.6
232,Frame11_Acquisition_14014_3_1.png,52,572.2,702.8,10.42,8.01,167.54,3.59
233,Frame11_Acquisition_14014_3_1.png,53,534.7,698.9,11.6,7.73,85.62,4.0
234,Frame11_Acquisition_14014_3_1.png,54,588.5,668.2,12.33,10.54,163.95,4.25
235,Frame11_Acquisition_14014_3_1.png,55,711.4,664.3,9.87,5.59,144.77,3.4
236,Frame11_Acquisition_14014_3_1.png,56,642.9,663.0,10.35,7.47,177.69,3.57
237,Frame11_Acquisition_14014_3_1.png,57,11.4,664.5,18.41,12.46,111.27,6.35
238,Frame11_Acquisition_14014_3_1.png,58,764.4,665.1,18.22,16.19,5.58,6.29
239,Frame11_Acquisition_14014_3_1.png,59,44.3,658.6,12.33,11.14,90.08,4.25
240,Frame11_Acquisition_14014_3_1.png,60,398.2,644.6,8.32,4.54,151.62,2.87
241,Frame11_Acquisition_14014_3_1.png,61,580.6,642.8,7.39,4.76,166.65,2.55
242,Frame11_Acquisition_14014_3_1.png,62,716.4,648.4,20.31,13.03,169.43,7.01
243,Frame11_Acquisition_14014_3_1.png,63,700.3,629.8,5.92,4.96,110.64,2.04
244,Frame11_Acquisition_14014_3_1.png,64,724.2,629.1,13.83,13.35,34.95,4.77
245,Frame11_Acquisition_14014_3_1.png,65,635.0,611.4,14.58,13.41,118.15,5.03
246,Frame11_Acquisition_14014_3_1.png,66,703.5,602.0,13.24,11.34,150.45,4.57
247,Frame11_Acquisition_14014_3_1.png,67,914.7,601.7,13.74,9.52,148.36,4.74
248,Frame11_Acquisition_14014_3_1.png,68,742.3,593.7,8.18,7.1,97.03,2.82
249,Frame11_Acquisition_14014_3_1.png,69,502.9,587.1,9.6,7.88,46.13,3.31
250,Frame11_Acquisition_14014_3_1.png,70,700.2,570.8,15.18,13.66,167.75,5.24
251,Frame11_Acquisition_14014_3_1.png,71,623.9,566.8,5.78,4.95,147.71,1.99
252,Frame11_Acquisition_14014_3_1.png,72,938.7,551.7,9.03,7.34,155.53,3.12
253,Frame11_Acquisition_14014_3_1.png,73,588.1,547.3,15.87,12.24,176.96,5.47
254,Frame11_Acquisition_14014_3_1.png,74,66.2,535.6,10.63,8.43,97.1,3.67
255,Frame11_Acquisition_14014_3_1.png,75,516.7,525.8,19.2,14.39,179.03,6.62
256,Frame11_Acquisition_14014_3_1.png,76,493.5,521.5,15.59,13.51,122.36,5.38
257,Frame11_Acquisition_14014_3_1.png,77,605.4,515.1,13.75,12.8,9.45,4.74
258,Frame11_Acquisition_14014_3_1.png,78,872.5,499.7,12.03,10.8,142.59,4.15
259,Frame11_Acquisition_14014_3_1.png,79,566.4,495.8,8.33,7.29,163.38,2.87
260,Frame11_Acquisition_14014_3_1.png,80,744.8,495.6,17.09,12.01,7.89,5.89
261,Frame11_Acquisition_14014_3_1.png,81,538.9,449.4,5.4,4.45,11.59,1.86
262,Frame11_Acquisition_14014_3_1.png,82,635.1,432.3,9.53,7.04,143.09,3.29
263,Frame11_Acquisition_14014_3_1.png,83,561.7,423.8,7.79,6.09,163.49,2.69
264,Frame11_Acquisition_14014_3_1.png,84,904.2,419.0,6.21,4.84,177.31,2.14
265,Frame11_Acquisition_14014_3_1.png,85,944.6,272.5,13.73,9.01,178.98,4.74
266,Frame11_Acquisition_14014_3_1.png,86,490.6,206.6,11.06,10.6,3.18,3.81
267,Frame11_Acquisition_14014_3_1.png,87,664.0,197.7,10.4,9.69,121.28,3.59
268,Frame11_Acquisition_14014_3_1.png,88,336.7,159.4,12.53,11.38,103.25,4.32
269,Frame11_Acquisition_14014_3_1.png,89,623.5,119.7,9.28,7.51,161.95,3.2
270,Frame11_Acquisition_14014_3_1.png,90,320.7,106.8,16.29,14.81,14.78,5.62
271,Frame11_Acquisition_14014_3_1.png,91,281.3,72.3,5.9,4.9,167.98,2.04
272,Frame11_Acquisition_14014_3_1.png,92,653.5,39.7,13.77,11.02,175.88,4.75
273,Frame12_Acquisition_14025_0_0.png,1,939.4,981.5,8.23,6.26,176.43,2.84
274,Frame12_Acquisition_14025_0_0.png,2,936.5,961.0,6.75,6.26,0.0,2.33
275,Frame12_Acquisition_14025_0_0.png,3,973.8,954.5,10.58,9.26,8.08,3.65
276,Frame12_Acquisition_14025_0_0.png,4,953.2,922.8,9.35,6.06,71.33,3.23
277,Frame12_Acquisition_14025_0_0.png,5,945.7,891.5,9.29,8.06,13.05,3.21
278,Frame12_Acquisition_14025_0_0.png,6,311.3,856.0,12.55,9.23,144.57,4.33
279,Frame12_Acquisition_14025_0_0.png,7,195.7,718.4,6.36,5.88,70.44,2.19
280,Frame12_Acquisition_14025_0_0.png,8,890.6,703.4,8.38,7.03,6.92,2.89
281,Frame12_Acquisition_14025_0_0.png,9,369.9,676.4,9.71,8.12,174.52,3.35
282,Frame12_Acquisition_14025_0_0.png,10,786.6,660.6,10.16,8.91,103.35,3.51
283,Frame12_Acquisition_14025_0_0.png,11,451.7,613.8,6.51,4.18,142.07,2.25
284,Frame12_Acquisition_14025_0_0.png,12,703.5,617.3,15.45,13.47,175.4,5.33
285,Frame12_Acquisition_14025_0_0.png,13,487.1,601.9,13.74,10.94,163.1,4.74
286,Frame12_Acquisition_14025_0_0.png,14,651.2,597.2,6.84,4.65,6.32,2.36
287,Frame12_Acquisition_14025_0_0.png,15,708.5,579.7,10.81,8.87,166.47,3.73
